CMDLINE python mtest_dates_simpleplots.py
MEM 99.757812 1650190099.1270
MEM 84.968750 1650190099.2340
MEM 105.960938 1650190099.3420
MEM 86.054688 1650190099.4510
MEM 92.210938 1650190099.5590
MEM 101.136719 1650190099.6670
MEM 92.210938 1650190099.7750
MEM 84.882812 1650190099.8820
MEM 92.210938 1650190099.9910
MEM 84.968750 1650190100.0980
MEM 84.882812 1650190100.2058
MEM 85.125000 1650190100.3128
MEM 68.519531 1650190100.4208
MEM 96.503906 1650190100.5278
MEM 82.832031 1650190100.6347
MEM 101.378906 1650190100.7437
MEM 84.968750 1650190100.8517
MEM 99.593750 1650190100.9587
MEM 100.343750 1650190101.0657
MEM 92.210938 1650190101.1739
MEM 90.984375 1650190101.2828
MEM 92.210938 1650190101.3908
MEM 84.882812 1650190101.4988
MEM 84.882812 1650190101.6058
MEM 87.886719 1650190101.7148
MEM 69.511719 1650190101.8218
MEM 93.417969 1650190101.9298
MEM 79.101562 1650190102.0388
MEM 95.714844 1650190102.1468
MEM 84.968750 1650190102.2528
MEM 104.476562 1650190102.3597
MEM 85.691406 1650190102.4678
MEM 92.210938 1650190102.5748
MEM 101.773438 1650190102.6818
MEM 92.210938 1650190102.7898
MEM 84.882812 1650190102.8977
MEM 92.210938 1650190103.0068
MEM 84.882812 1650190103.1148
MEM 59.054688 1650190103.2218
MEM 87.703125 1650190103.3318
MEM 64.964844 1650190103.4378
MEM 92.859375 1650190103.5468
MEM 84.882812 1650190103.6558
MEM 103.257812 1650190103.7638
MEM 84.968750 1650190103.8718
MEM 92.210938 1650190103.9778
MEM 88.164062 1650190104.0868
MEM 92.210938 1650190104.1958
MEM 93.000000 1650190104.3028
MEM 92.210938 1650190104.4098
MEM 84.968750 1650190104.5168
MEM 92.210938 1650190104.6238
MEM 84.882812 1650190104.7308
MEM 62.277344 1650190104.8378
MEM 94.378906 1650190104.9458
MEM 84.882812 1650190105.0538
MEM 102.062500 1650190105.1608
MEM 84.968750 1650190105.2688
MEM 92.210938 1650190105.3778
MEM 105.980469 1650190105.4868
MEM 92.210938 1650190105.5948
MEM 84.882812 1650190105.7028
MEM 92.210938 1650190105.8108
MEM 84.882812 1650190105.9178
MEM 73.027344 1650190106.0258
MEM 89.570312 1650190106.1338
MEM 72.375000 1650190106.2408
MEM 95.351562 1650190106.3488
MEM 84.968750 1650190106.4558
MEM 103.777344 1650190106.5638
MEM 84.882812 1650190106.6708
MEM 92.210938 1650190106.7788
MEM 91.480469 1650190106.8858
MEM 92.210938 1650190106.9938
MEM 101.027344 1650190107.1008
MEM 92.210938 1650190107.2088
MEM 84.882812 1650190107.3178
MEM 92.210938 1650190107.4258
MEM 84.968750 1650190107.5338
MEM 92.210938 1650190107.6398
MEM 84.882812 1650190107.7468
MEM 61.515625 1650190107.8558
MEM 91.003906 1650190107.9638
MEM 79.480469 1650190108.0718
MEM 90.972656 1650190108.1808
MEM 70.796875 1650190108.2908
MEM 94.039062 1650190108.3968
MEM 84.964844 1650190108.5068
MEM 100.523438 1650190108.6158
MEM 84.968750 1650190108.7258
MEM 101.656250 1650190108.8368
MEM 78.062500 1650190108.9458
MEM 98.078125 1650190109.0548
MEM 84.968750 1650190109.1638
MEM 92.210938 1650190109.2748
MEM 97.535156 1650190109.3838
MEM 92.210938 1650190109.4918
MEM 102.187500 1650190109.5988
MEM 92.210938 1650190109.7068
MEM 113.941406 1650190109.8148
MEM 92.210938 1650190109.9228
MEM 84.972656 1650190110.0288
MEM 92.210938 1650190110.1358
MEM 84.968750 1650190110.2428
MEM 84.882812 1650190110.3518
MEM 84.882812 1650190110.4598
MEM 84.882812 1650190110.5668
MEM 87.015625 1650190110.6753
MEM 72.148438 1650190110.7843
MEM 94.464844 1650190110.8913
MEM 84.882812 1650190110.9993
MEM 102.167969 1650190111.1093
MEM 52.726562 1650190111.2173
