CMDLINE python mtest_matplotlib.py
MEM 659.183594 1650176466.5315
MEM 659.183594 1650176466.6425
MEM 659.183594 1650176466.7535
MEM 659.183594 1650176466.8645
MEM 659.183594 1650176466.9765
MEM 667.359375 1650176467.0885
MEM 794.199219 1650176467.1995
MEM 797.964844 1650176467.3115
MEM 797.964844 1650176467.4215
MEM 797.964844 1650176467.5325
MEM 797.972656 1650176467.6435
MEM 754.984375 1650176467.7545
MEM 798.824219 1650176467.8655
MEM 798.824219 1650176467.9775
MEM 798.824219 1650176468.0865
MEM 798.824219 1650176468.1965
MEM 806.441406 1650176468.3085
MEM 799.269531 1650176468.4206
MEM 799.269531 1650176468.5295
MEM 799.269531 1650176468.6405
MEM 799.269531 1650176468.7515
MEM 799.269531 1650176468.8615
MEM 799.269531 1650176468.9735
MEM 799.269531 1650176469.0835
MEM 799.269531 1650176469.1955
MEM 799.269531 1650176469.3056
MEM 799.269531 1650176469.4165
MEM 799.269531 1650176469.5285
MEM 844.535156 1650176469.6395
MEM 937.367188 1650176469.7515
MEM 937.367188 1650176469.8625
MEM 937.367188 1650176469.9725
MEM 937.367188 1650176470.0825
MEM 937.367188 1650176470.1945
MEM 937.519531 1650176470.3055
MEM 937.519531 1650176470.4165
MEM 937.519531 1650176470.5275
MEM 937.519531 1650176470.6395
MEM 937.519531 1650176470.7516
MEM 945.207031 1650176470.8635
MEM 937.960938 1650176470.9755
MEM 937.960938 1650176471.0865
MEM 937.960938 1650176471.1965
MEM 937.960938 1650176471.3085
MEM 937.960938 1650176471.4195
MEM 937.960938 1650176471.5315
MEM 937.960938 1650176471.6415
MEM 937.960938 1650176471.7526
MEM 937.960938 1650176471.8645
MEM 937.960938 1650176471.9745
MEM 937.960938 1650176472.0855
MEM 971.964844 1650176472.1965
MEM 1074.277344 1650176472.3085
MEM 1074.277344 1650176472.4205
MEM 1074.277344 1650176472.5325
MEM 1074.277344 1650176472.6445
MEM 1074.277344 1650176472.7545
MEM 1074.738281 1650176472.8665
MEM 1076.550781 1650176472.9785
MEM 1076.550781 1650176473.0905
MEM 1076.550781 1650176473.2015
MEM 1076.550781 1650176473.3125
MEM 1076.550781 1650176473.4225
MEM 1076.988281 1650176473.5325
MEM 1076.988281 1650176473.6425
MEM 1076.988281 1650176473.7535
MEM 1076.988281 1650176473.8655
MEM 1076.988281 1650176473.9755
MEM 1076.988281 1650176474.0875
MEM 1076.988281 1650176474.1995
MEM 1076.988281 1650176474.3095
MEM 1076.988281 1650176474.4216
MEM 1076.988281 1650176474.5335
MEM 1076.988281 1650176474.6445
MEM 1085.148438 1650176474.7545
MEM 1188.179688 1650176474.8665
MEM 1216.332031 1650176474.9775
MEM 1216.332031 1650176475.0895
MEM 1216.332031 1650176475.2015
MEM 1216.332031 1650176475.3135
MEM 1216.484375 1650176475.4255
MEM 1216.484375 1650176475.5355
MEM 1216.484375 1650176475.6455
MEM 1216.484375 1650176475.7575
MEM 1216.484375 1650176475.8665
MEM 1216.484375 1650176475.9765
MEM 1216.921875 1650176476.0876
MEM 1216.921875 1650176476.1995
MEM 1216.921875 1650176476.3095
MEM 1216.921875 1650176476.4215
MEM 1216.921875 1650176476.5325
MEM 1216.921875 1650176476.6435
MEM 1216.921875 1650176476.7535
MEM 1216.921875 1650176476.8625
MEM 1216.921875 1650176476.9725
MEM 1216.921875 1650176477.0825
MEM 1216.921875 1650176477.1945
MEM 1225.125000 1650176477.3055
MEM 1331.160156 1650176477.4175
MEM 1357.410156 1650176477.5275
MEM 1357.410156 1650176477.6385
MEM 1357.410156 1650176477.7505
MEM 1357.410156 1650176477.8615
MEM 1357.562500 1650176477.9725
MEM 1357.562500 1650176478.0846
MEM 1357.562500 1650176478.1965
MEM 1357.562500 1650176478.3055
MEM 1357.562500 1650176478.4175
MEM 1357.562500 1650176478.5285
MEM 1358.007812 1650176478.6405
MEM 1358.007812 1650176478.7525
MEM 1358.007812 1650176478.8635
MEM 1358.007812 1650176478.9745
MEM 1358.007812 1650176479.0855
MEM 1358.007812 1650176479.1955
MEM 1358.007812 1650176479.3065
MEM 1358.007812 1650176479.4165
MEM 1358.007812 1650176479.5285
MEM 1358.007812 1650176479.6386
MEM 1358.007812 1650176479.7505
MEM 1366.132812 1650176479.8615
MEM 1477.628906 1650176479.9725
MEM 1496.089844 1650176480.0846
MEM 1496.089844 1650176480.1935
MEM 1496.089844 1650176480.3045
MEM 1496.089844 1650176480.4155
MEM 1496.246094 1650176480.5255
MEM 1496.726562 1650176480.6365
MEM 1496.726562 1650176480.7465
MEM 1496.726562 1650176480.8575
MEM 1496.726562 1650176480.9686
MEM 1496.726562 1650176481.0795
MEM 1497.171875 1650176481.1895
MEM 1497.171875 1650176481.3016
MEM 1497.171875 1650176481.4125
MEM 1497.171875 1650176481.5245
MEM 1497.171875 1650176481.6325
MEM 1497.171875 1650176481.7445
MEM 1497.171875 1650176481.8555
MEM 1497.171875 1650176481.9675
MEM 1497.171875 1650176482.0795
MEM 1497.171875 1650176482.1895
MEM 1497.171875 1650176482.3005
MEM 1522.480469 1650176482.4105
MEM 1634.484375 1650176482.5225
MEM 1634.484375 1650176482.6345
MEM 1634.484375 1650176482.7455
MEM 1634.484375 1650176482.8575
MEM 1634.484375 1650176482.9695
MEM 1634.636719 1650176483.0815
MEM 1634.636719 1650176483.1925
MEM 1634.636719 1650176483.3035
MEM 1634.636719 1650176483.4155
MEM 1634.636719 1650176483.5266
MEM 1642.316406 1650176483.6375
MEM 1635.082031 1650176483.7485
MEM 1635.082031 1650176483.8595
MEM 1635.082031 1650176483.9685
MEM 1635.082031 1650176484.0785
MEM 1635.082031 1650176484.1895
MEM 1635.082031 1650176484.3015
MEM 1635.082031 1650176484.4125
MEM 1635.082031 1650176484.5225
MEM 1635.082031 1650176484.6345
MEM 1635.082031 1650176484.7465
MEM 1635.082031 1650176484.8575
MEM 1075.832031 1650176484.9685
MEM 107.363281 1650176485.0795
MEM 217.515625 1650176485.1895
MEM 236.640625 1650176485.2996
MEM 236.640625 1650176485.4105
MEM 236.640625 1650176485.5216
MEM 236.640625 1650176485.6325
MEM 236.800781 1650176485.7425
MEM 238.304688 1650176485.8546
MEM 238.304688 1650176485.9665
MEM 238.304688 1650176486.0775
MEM 238.304688 1650176486.1895
MEM 238.304688 1650176486.2996
MEM 246.039062 1650176486.4105
MEM 238.746094 1650176486.5196
MEM 238.746094 1650176486.6315
MEM 238.746094 1650176486.7425
MEM 238.746094 1650176486.8526
MEM 238.746094 1650176486.9635
MEM 238.746094 1650176487.0745
MEM 238.746094 1650176487.1855
MEM 238.746094 1650176487.2955
MEM 238.746094 1650176487.4065
MEM 238.746094 1650176487.5175
MEM 238.746094 1650176487.6285
MEM 297.320312 1650176487.7375
MEM 379.078125 1650176487.8485
MEM 379.078125 1650176487.9605
MEM 379.078125 1650176488.0715
MEM 379.078125 1650176488.1825
MEM 379.078125 1650176488.2935
MEM 379.230469 1650176488.4055
MEM 379.230469 1650176488.5175
MEM 379.230469 1650176488.6275
MEM 379.230469 1650176488.7385
MEM 379.230469 1650176488.8465
MEM 386.914062 1650176488.9575
MEM 379.667969 1650176489.0675
MEM 379.667969 1650176489.1785
MEM 379.667969 1650176489.2895
MEM 379.667969 1650176489.4016
MEM 379.667969 1650176489.5115
MEM 379.667969 1650176489.6235
MEM 379.667969 1650176489.7356
MEM 379.667969 1650176489.8455
MEM 379.667969 1650176489.9535
MEM 379.667969 1650176490.0645
MEM 379.667969 1650176490.1745
MEM 435.222656 1650176490.2855
MEM 519.101562 1650176490.3965
MEM 519.101562 1650176490.5085
MEM 519.101562 1650176490.6195
MEM 519.101562 1650176490.7305
MEM 519.101562 1650176490.8415
MEM 519.253906 1650176490.9535
MEM 519.253906 1650176491.0655
MEM 519.253906 1650176491.1765
MEM 519.253906 1650176491.2885
MEM 519.253906 1650176491.3995
MEM 526.988281 1650176491.5105
MEM 519.691406 1650176491.6195
MEM 519.691406 1650176491.7305
MEM 519.691406 1650176491.8425
MEM 519.691406 1650176491.9525
MEM 519.691406 1650176492.0625
MEM 519.691406 1650176492.1735
MEM 519.691406 1650176492.2835
MEM 519.691406 1650176492.3935
MEM 519.691406 1650176492.5035
MEM 519.691406 1650176492.6145
MEM 519.691406 1650176492.7265
MEM 602.542969 1650176492.8365
MEM 658.230469 1650176492.9465
MEM 658.230469 1650176493.0575
MEM 658.230469 1650176493.1696
MEM 658.230469 1650176493.2805
MEM 658.382812 1650176493.3925
MEM 658.382812 1650176493.5035
MEM 658.382812 1650176493.6135
MEM 658.382812 1650176493.7255
MEM 658.382812 1650176493.8375
MEM 658.382812 1650176493.9475
MEM 666.125000 1650176494.0585
MEM 658.824219 1650176494.1695
MEM 658.824219 1650176494.2805
MEM 658.824219 1650176494.3915
MEM 658.824219 1650176494.5026
MEM 658.824219 1650176494.6115
MEM 658.824219 1650176494.7225
MEM 658.824219 1650176494.8306
MEM 658.824219 1650176494.9415
MEM 658.824219 1650176495.0515
MEM 658.824219 1650176495.1625
MEM 658.992188 1650176495.2735
MEM 749.425781 1650176495.3835
MEM 798.363281 1650176495.4935
MEM 798.363281 1650176495.6046
MEM 798.363281 1650176495.7145
MEM 798.363281 1650176495.8245
MEM 798.363281 1650176495.9355
MEM 798.515625 1650176496.0455
MEM 798.515625 1650176496.1565
MEM 798.515625 1650176496.2675
MEM 798.515625 1650176496.3785
MEM 798.515625 1650176496.4905
MEM 806.195312 1650176496.6005
MEM 798.953125 1650176496.7115
MEM 798.953125 1650176496.8225
MEM 798.953125 1650176496.9345
MEM 798.953125 1650176497.0445
MEM 798.953125 1650176497.1555
MEM 798.953125 1650176497.2665
MEM 798.953125 1650176497.3765
MEM 798.953125 1650176497.4865
MEM 798.953125 1650176497.5975
MEM 798.953125 1650176497.7085
MEM 798.953125 1650176497.8175
MEM 828.074219 1650176497.9285
MEM 937.664062 1650176498.0395
MEM 937.664062 1650176498.1516
MEM 937.664062 1650176498.2625
MEM 937.664062 1650176498.3735
MEM 937.664062 1650176498.4845
MEM 931.488281 1650176498.5945
MEM 939.316406 1650176498.7055
MEM 939.316406 1650176498.8155
MEM 939.316406 1650176498.9265
MEM 939.316406 1650176499.0375
MEM 939.316406 1650176499.1475
MEM 939.753906 1650176499.2575
MEM 939.753906 1650176499.3685
MEM 939.753906 1650176499.4795
MEM 939.753906 1650176499.5915
MEM 939.753906 1650176499.7025
MEM 939.753906 1650176499.8135
MEM 939.753906 1650176499.9245
MEM 939.753906 1650176500.0365
MEM 939.753906 1650176500.1475
MEM 939.753906 1650176500.2575
MEM 939.753906 1650176500.3675
MEM 947.890625 1650176500.4775
MEM 1054.761719 1650176500.5886
MEM 1080.312500 1650176500.6995
MEM 1080.312500 1650176500.8105
MEM 1080.312500 1650176500.9215
MEM 1080.312500 1650176501.0315
MEM 1080.472656 1650176501.1425
MEM 1080.472656 1650176501.2525
MEM 1080.472656 1650176501.3635
MEM 1080.472656 1650176501.4745
MEM 1080.472656 1650176501.5855
MEM 1080.472656 1650176501.6965
MEM 1080.914062 1650176501.8065
MEM 1080.914062 1650176501.9165
MEM 1080.914062 1650176502.0265
MEM 1080.914062 1650176502.1375
MEM 1080.914062 1650176502.2495
MEM 1080.914062 1650176502.3605
MEM 1080.914062 1650176502.4715
MEM 1080.914062 1650176502.5815
MEM 1080.914062 1650176502.6925
MEM 1080.914062 1650176502.8035
MEM 1080.914062 1650176502.9145
MEM 1081.332031 1650176503.0255
MEM 1176.542969 1650176503.1375
MEM 1220.324219 1650176503.2485
MEM 1220.324219 1650176503.3585
MEM 1220.324219 1650176503.4695
MEM 1220.324219 1650176503.5805
MEM 1220.324219 1650176503.6915
MEM 1220.480469 1650176503.8025
MEM 1220.480469 1650176503.9135
MEM 1220.480469 1650176504.0255
MEM 1220.480469 1650176504.1365
MEM 1220.480469 1650176504.2475
MEM 1220.917969 1650176504.3595
MEM 1220.917969 1650176504.4695
MEM 1220.917969 1650176504.5805
MEM 1220.917969 1650176504.6905
MEM 1220.917969 1650176504.8016
MEM 1220.917969 1650176504.9115
MEM 1220.917969 1650176505.0235
MEM 1220.917969 1650176505.1345
MEM 1220.917969 1650176505.2445
MEM 1220.917969 1650176505.3555
MEM 1220.917969 1650176505.4665
MEM 1235.402344 1650176505.5755
MEM 1358.515625 1650176505.6865
MEM 1358.515625 1650176505.7975
MEM 1358.515625 1650176505.9095
MEM 1358.515625 1650176506.0195
MEM 1358.515625 1650176506.1315
MEM 1317.394531 1650176506.2415
MEM 1359.574219 1650176506.3525
MEM 1359.574219 1650176506.4635
MEM 1359.574219 1650176506.5745
MEM 1359.574219 1650176506.6845
MEM 1367.242188 1650176506.7955
MEM 1360.011719 1650176506.9075
MEM 1360.011719 1650176507.0175
MEM 1360.011719 1650176507.1265
MEM 1360.011719 1650176507.2375
MEM 1360.011719 1650176507.3485
MEM 1360.011719 1650176507.4595
MEM 1360.011719 1650176507.5705
MEM 1360.011719 1650176507.6815
MEM 1360.011719 1650176507.7915
MEM 1360.011719 1650176507.9025
MEM 1360.011719 1650176508.0125
MEM 1447.039062 1650176508.1235
MEM 1499.128906 1650176508.2355
MEM 1499.128906 1650176508.3465
MEM 1499.128906 1650176508.4575
MEM 1499.128906 1650176508.5685
MEM 1499.281250 1650176508.6795
MEM 1499.281250 1650176508.7915
MEM 1499.281250 1650176508.9016
MEM 1499.281250 1650176509.0125
MEM 1499.281250 1650176509.1235
MEM 1499.281250 1650176509.2335
MEM 1507.019531 1650176509.3435
MEM 1499.714844 1650176509.4535
MEM 1499.714844 1650176509.5655
MEM 1499.714844 1650176509.6755
MEM 1499.714844 1650176509.7855
MEM 1499.714844 1650176509.8965
MEM 1499.714844 1650176510.0075
MEM 1499.714844 1650176510.1185
MEM 1499.714844 1650176510.2285
MEM 1499.714844 1650176510.3395
MEM 1499.714844 1650176510.4505
MEM 1499.871094 1650176510.5615
MEM 1591.304688 1650176510.6715
MEM 1638.750000 1650176510.7815
MEM 1638.750000 1650176510.8915
MEM 1638.750000 1650176511.0026
MEM 1638.750000 1650176511.1125
MEM 1638.750000 1650176511.2225
MEM 1638.902344 1650176511.3335
MEM 1638.902344 1650176511.4435
MEM 1638.902344 1650176511.5545
MEM 1638.902344 1650176511.6655
MEM 1638.902344 1650176511.7765
MEM 1646.636719 1650176511.8885
MEM 1639.320312 1650176511.9996
MEM 1639.320312 1650176512.1105
MEM 1639.320312 1650176512.2205
MEM 1639.320312 1650176512.3315
MEM 1639.320312 1650176512.4435
MEM 1639.320312 1650176512.5545
MEM 1639.320312 1650176512.6645
MEM 1639.320312 1650176512.7745
MEM 1639.320312 1650176512.8857
MEM 1639.320312 1650176512.9955
MEM 1639.320312 1650176513.1045
MEM 1293.179688 1650176513.2165
MEM 448.769531 1650176513.3265
MEM 138.109375 1650176513.4385
MEM 238.015625 1650176513.5485
MEM 238.015625 1650176513.6585
MEM 238.015625 1650176513.7695
MEM 238.015625 1650176513.8815
MEM 238.015625 1650176513.9925
MEM 238.175781 1650176514.1035
MEM 238.175781 1650176514.2135
MEM 238.175781 1650176514.3255
MEM 238.175781 1650176514.4376
MEM 238.175781 1650176514.5485
MEM 238.175781 1650176514.6595
MEM 238.617188 1650176514.7705
MEM 238.617188 1650176514.8795
MEM 238.617188 1650176514.9905
MEM 238.617188 1650176515.1026
MEM 238.617188 1650176515.2125
MEM 238.617188 1650176515.3235
MEM 238.617188 1650176515.4345
MEM 238.617188 1650176515.5445
MEM 238.617188 1650176515.6565
MEM 238.617188 1650176515.7675
MEM 238.617188 1650176515.8785
MEM 238.617188 1650176515.9905
MEM 307.152344 1650176516.1015
MEM 377.535156 1650176516.2125
MEM 377.535156 1650176516.3235
MEM 377.535156 1650176516.4345
MEM 377.535156 1650176516.5445
MEM 377.535156 1650176516.6556
MEM 377.687500 1650176516.7675
MEM 377.687500 1650176516.8775
MEM 377.687500 1650176516.9885
MEM 377.687500 1650176517.1005
MEM 377.687500 1650176517.2105
MEM 385.367188 1650176517.3225
MEM 378.125000 1650176517.4325
MEM 378.125000 1650176517.5435
MEM 378.125000 1650176517.6546
MEM 378.125000 1650176517.7665
MEM 378.125000 1650176517.8766
MEM 378.125000 1650176517.9875
MEM 378.125000 1650176518.0995
MEM 378.125000 1650176518.2105
MEM 378.125000 1650176518.3215
MEM 378.125000 1650176518.4315
MEM 378.125000 1650176518.5435
MEM 412.265625 1650176518.6545
MEM 517.613281 1650176518.7655
MEM 517.613281 1650176518.8775
MEM 517.613281 1650176518.9875
MEM 517.613281 1650176519.0985
MEM 517.613281 1650176519.2085
MEM 517.769531 1650176519.3196
MEM 517.769531 1650176519.4295
MEM 517.769531 1650176519.5405
MEM 517.769531 1650176519.6505
MEM 517.769531 1650176519.7625
MEM 517.769531 1650176519.8735
MEM 518.210938 1650176519.9845
MEM 518.210938 1650176520.0955
MEM 518.210938 1650176520.2055
MEM 518.210938 1650176520.3186
MEM 518.210938 1650176520.4285
MEM 518.210938 1650176520.5395
MEM 518.210938 1650176520.6495
MEM 518.210938 1650176520.7595
MEM 518.210938 1650176520.8715
MEM 518.210938 1650176520.9835
MEM 518.210938 1650176521.0955
MEM 524.703125 1650176521.2065
MEM 623.144531 1650176521.3155
MEM 657.679688 1650176521.4275
MEM 657.679688 1650176521.5395
MEM 657.679688 1650176521.6505
MEM 657.679688 1650176521.7615
MEM 657.832031 1650176521.8725
MEM 657.832031 1650176521.9845
MEM 657.832031 1650176522.0945
MEM 657.832031 1650176522.2055
MEM 657.832031 1650176522.3165
MEM 657.832031 1650176522.4275
MEM 658.273438 1650176522.5375
MEM 658.273438 1650176522.6486
MEM 658.273438 1650176522.7595
MEM 658.273438 1650176522.8695
MEM 658.273438 1650176522.9815
MEM 658.273438 1650176523.0935
MEM 658.273438 1650176523.2036
MEM 658.273438 1650176523.3145
MEM 658.273438 1650176523.4265
MEM 658.273438 1650176523.5365
MEM 658.273438 1650176523.6485
MEM 666.371094 1650176523.7595
MEM 782.667969 1650176523.8705
MEM 797.273438 1650176523.9795
MEM 797.273438 1650176524.0905
MEM 797.273438 1650176524.2015
MEM 797.273438 1650176524.3115
MEM 797.433594 1650176524.4225
MEM 797.433594 1650176524.5335
MEM 797.433594 1650176524.6435
MEM 797.433594 1650176524.7555
MEM 797.433594 1650176524.8675
MEM 797.433594 1650176524.9785
MEM 797.875000 1650176525.0905
MEM 797.875000 1650176525.2015
MEM 797.875000 1650176525.3105
MEM 797.875000 1650176525.4225
MEM 797.875000 1650176525.5325
MEM 797.875000 1650176525.6435
MEM 797.875000 1650176525.7545
MEM 797.875000 1650176525.8645
MEM 797.875000 1650176525.9755
MEM 797.875000 1650176526.0865
MEM 797.875000 1650176526.1965
MEM 805.714844 1650176526.3075
MEM 915.570312 1650176526.4185
MEM 936.687500 1650176526.5295
MEM 936.687500 1650176526.6405
MEM 936.687500 1650176526.7515
MEM 936.687500 1650176526.8625
MEM 936.839844 1650176526.9735
MEM 937.398438 1650176527.0836
MEM 937.398438 1650176527.1936
MEM 937.398438 1650176527.3036
MEM 937.398438 1650176527.4136
MEM 937.398438 1650176527.5236
MEM 945.160156 1650176527.6346
MEM 937.839844 1650176527.7436
MEM 937.839844 1650176527.8546
MEM 937.839844 1650176527.9656
MEM 937.839844 1650176528.0766
MEM 937.839844 1650176528.1866
MEM 937.839844 1650176528.2966
MEM 937.839844 1650176528.4076
MEM 937.839844 1650176528.5176
MEM 937.839844 1650176528.6296
MEM 937.839844 1650176528.7416
MEM 937.964844 1650176528.8526
MEM 1025.851562 1650176528.9626
MEM 1076.898438 1650176529.0736
MEM 1076.898438 1650176529.1836
MEM 1076.898438 1650176529.2946
MEM 1076.898438 1650176529.4066
MEM 1076.898438 1650176529.5176
MEM 1071.796875 1650176529.6276
MEM 1077.726562 1650176529.7386
MEM 1077.726562 1650176529.8496
MEM 1077.726562 1650176529.9616
MEM 1077.726562 1650176530.0716
MEM 1085.433594 1650176530.1826
MEM 1078.167969 1650176530.2946
MEM 1078.167969 1650176530.4056
MEM 1078.167969 1650176530.5166
MEM 1078.167969 1650176530.6266
MEM 1078.167969 1650176530.7366
MEM 1078.167969 1650176530.8476
MEM 1078.167969 1650176530.9586
MEM 1078.167969 1650176531.0686
MEM 1078.167969 1650176531.1796
MEM 1078.167969 1650176531.2906
MEM 1078.167969 1650176531.4016
MEM 1143.785156 1650176531.5126
MEM 1218.753906 1650176531.6246
MEM 1218.753906 1650176531.7356
MEM 1218.753906 1650176531.8446
MEM 1218.753906 1650176531.9566
MEM 1218.753906 1650176532.0666
MEM 1218.906250 1650176532.1786
MEM 1218.906250 1650176532.2906
MEM 1218.906250 1650176532.4006
MEM 1218.906250 1650176532.5126
MEM 1218.906250 1650176532.6216
MEM 1226.593750 1650176532.7326
MEM 1219.347656 1650176532.8426
MEM 1219.347656 1650176532.9536
MEM 1219.347656 1650176533.0636
MEM 1219.347656 1650176533.1746
MEM 1219.347656 1650176533.2856
MEM 1219.347656 1650176533.3976
MEM 1219.347656 1650176533.5086
MEM 1219.347656 1650176533.6186
MEM 1219.347656 1650176533.7306
MEM 1219.347656 1650176533.8416
MEM 1219.347656 1650176533.9516
MEM 1272.359375 1650176534.0636
MEM 1358.597656 1650176534.1736
MEM 1358.597656 1650176534.2836
MEM 1358.597656 1650176534.3936
MEM 1358.597656 1650176534.5046
MEM 1358.605469 1650176534.6156
MEM 1358.757812 1650176534.7266
MEM 1358.757812 1650176534.8386
MEM 1358.757812 1650176534.9486
MEM 1358.757812 1650176535.0606
MEM 1358.757812 1650176535.1716
MEM 1366.410156 1650176535.2826
MEM 1359.195312 1650176535.3936
MEM 1359.195312 1650176535.5046
MEM 1359.195312 1650176535.6146
MEM 1359.195312 1650176535.7256
MEM 1359.195312 1650176535.8356
MEM 1359.195312 1650176535.9456
MEM 1359.195312 1650176536.0556
MEM 1359.195312 1650176536.1666
MEM 1359.195312 1650176536.2776
MEM 1359.195312 1650176536.3896
MEM 1359.195312 1650176536.5016
MEM 1367.199219 1650176536.6096
MEM 1494.441406 1650176536.7216
MEM 1497.832031 1650176536.8326
MEM 1497.832031 1650176536.9426
MEM 1497.832031 1650176537.0536
MEM 1497.832031 1650176537.1646
MEM 1497.984375 1650176537.2766
MEM 1497.984375 1650176537.3866
MEM 1497.984375 1650176537.4966
MEM 1497.984375 1650176537.6076
MEM 1497.984375 1650176537.7186
MEM 1497.984375 1650176537.8296
MEM 1498.417969 1650176537.9406
MEM 1498.417969 1650176538.0516
MEM 1498.417969 1650176538.1626
MEM 1498.417969 1650176538.2736
MEM 1498.417969 1650176538.3846
MEM 1498.417969 1650176538.4956
MEM 1498.417969 1650176538.6066
MEM 1498.417969 1650176538.7176
MEM 1498.417969 1650176538.8276
MEM 1498.417969 1650176538.9386
MEM 1498.417969 1650176539.0496
MEM 1524.347656 1650176539.1606
MEM 1637.859375 1650176539.2726
MEM 1637.859375 1650176539.3836
MEM 1637.859375 1650176539.4946
MEM 1637.859375 1650176539.6056
MEM 1637.859375 1650176539.7176
MEM 1627.605469 1650176539.8276
MEM 1638.085938 1650176539.9376
MEM 1638.085938 1650176540.0496
MEM 1638.085938 1650176540.1596
MEM 1638.085938 1650176540.2706
MEM 1638.085938 1650176540.3816
MEM 1638.523438 1650176540.4926
MEM 1638.523438 1650176540.6036
MEM 1638.523438 1650176540.7146
MEM 1638.523438 1650176540.8266
MEM 1638.523438 1650176540.9376
MEM 1638.523438 1650176541.0476
MEM 1638.523438 1650176541.1586
MEM 1638.523438 1650176541.2696
MEM 1638.523438 1650176541.3806
MEM 1638.523438 1650176541.4916
MEM 1638.523438 1650176541.6036
MEM 1520.132812 1650176541.7146
MEM 211.605469 1650176541.8246
MEM 178.609375 1650176541.9356
MEM 238.148438 1650176542.0476
MEM 238.148438 1650176542.1596
MEM 238.148438 1650176542.2696
MEM 238.148438 1650176542.3806
MEM 238.156250 1650176542.4896
MEM 238.308594 1650176542.6016
MEM 238.308594 1650176542.7136
MEM 238.308594 1650176542.8246
MEM 238.308594 1650176542.9366
MEM 238.308594 1650176543.0486
MEM 246.050781 1650176543.1606
MEM 238.753906 1650176543.2716
MEM 238.753906 1650176543.3816
MEM 238.753906 1650176543.4936
MEM 238.753906 1650176543.6046
MEM 238.753906 1650176543.7166
MEM 238.753906 1650176543.8286
MEM 238.753906 1650176543.9396
MEM 238.753906 1650176544.0506
MEM 238.753906 1650176544.1616
MEM 238.753906 1650176544.2726
MEM 238.753906 1650176544.3846
MEM 309.234375 1650176544.4946
MEM 379.242188 1650176544.6066
MEM 379.242188 1650176544.7176
MEM 379.242188 1650176544.8276
MEM 379.242188 1650176544.9396
MEM 379.242188 1650176545.0486
MEM 379.394531 1650176545.1596
MEM 379.394531 1650176545.2706
MEM 379.394531 1650176545.3816
MEM 379.394531 1650176545.4926
MEM 379.394531 1650176545.6036
MEM 387.121094 1650176545.7136
MEM 379.828125 1650176545.8256
MEM 379.828125 1650176545.9376
MEM 379.828125 1650176546.0456
MEM 379.828125 1650176546.1566
MEM 379.828125 1650176546.2676
MEM 379.828125 1650176546.3776
MEM 379.828125 1650176546.4886
MEM 379.828125 1650176546.5996
MEM 379.828125 1650176546.7086
MEM 379.828125 1650176546.8206
MEM 380.113281 1650176546.9316
MEM 480.902344 1650176547.0426
MEM 517.925781 1650176547.1536
MEM 517.925781 1650176547.2646
MEM 517.925781 1650176547.3756
MEM 517.925781 1650176547.4856
MEM 518.078125 1650176547.5966
MEM 518.078125 1650176547.7086
MEM 518.078125 1650176547.8196
MEM 518.078125 1650176547.9306
MEM 518.078125 1650176548.0406
MEM 518.078125 1650176548.1507
MEM 518.511719 1650176548.2616
MEM 518.511719 1650176548.3736
MEM 518.511719 1650176548.4846
MEM 518.511719 1650176548.5956
MEM 518.511719 1650176548.7056
MEM 518.511719 1650176548.8176
MEM 518.511719 1650176548.9276
MEM 518.511719 1650176549.0396
MEM 518.511719 1650176549.1516
MEM 518.511719 1650176549.2616
MEM 518.511719 1650176549.3726
MEM 553.398438 1650176549.4836
MEM 656.265625 1650176549.5956
MEM 656.265625 1650176549.7056
MEM 656.265625 1650176549.8166
MEM 656.265625 1650176549.9266
MEM 656.265625 1650176550.0386
MEM 619.425781 1650176550.1496
MEM 657.449219 1650176550.2616
MEM 657.449219 1650176550.3712
MEM 657.449219 1650176550.4812
MEM 657.449219 1650176550.5942
MEM 657.449219 1650176550.7032
MEM 657.886719 1650176550.8152
MEM 657.886719 1650176550.9272
MEM 657.886719 1650176551.0382
MEM 657.886719 1650176551.1492
MEM 657.886719 1650176551.2602
MEM 657.886719 1650176551.3712
MEM 657.886719 1650176551.4832
MEM 657.886719 1650176551.5932
MEM 657.886719 1650176551.7042
MEM 657.886719 1650176551.8142
MEM 657.886719 1650176551.9252
MEM 666.113281 1650176552.0372
MEM 778.136719 1650176552.1482
MEM 795.480469 1650176552.2592
MEM 795.480469 1650176552.3692
MEM 795.480469 1650176552.4802
MEM 795.480469 1650176552.5912
MEM 795.640625 1650176552.7022
MEM 797.542969 1650176552.8132
MEM 797.542969 1650176552.9242
MEM 797.542969 1650176553.0352
MEM 797.542969 1650176553.1462
MEM 797.542969 1650176553.2562
MEM 797.980469 1650176553.3682
MEM 797.980469 1650176553.4782
MEM 797.980469 1650176553.5902
MEM 797.980469 1650176553.7012
MEM 797.980469 1650176553.8132
MEM 797.980469 1650176553.9232
MEM 797.980469 1650176554.0332
MEM 797.980469 1650176554.1452
MEM 797.980469 1650176554.2572
MEM 797.980469 1650176554.3692
MEM 797.980469 1650176554.4802
MEM 805.671875 1650176554.5922
MEM 903.164062 1650176554.7042
MEM 936.414062 1650176554.8142
MEM 936.414062 1650176554.9252
MEM 936.414062 1650176555.0362
MEM 936.414062 1650176555.1472
MEM 936.566406 1650176555.2582
MEM 936.566406 1650176555.3692
