CMDLINE python mtest_simpleplots.py
MEM 86.847656 1650176258.7256
MEM 86.847656 1650176258.8356
MEM 86.847656 1650176258.9456
MEM 86.855469 1650176259.0566
MEM 86.855469 1650176259.1666
MEM 86.855469 1650176259.2766
MEM 86.855469 1650176259.3886
MEM 62.789062 1650176259.4986
MEM 86.550781 1650176259.6086
MEM 86.703125 1650176259.7186
MEM 86.703125 1650176259.8296
MEM 86.703125 1650176259.9396
MEM 86.613281 1650176260.0506
MEM 86.785156 1650176260.1616
MEM 86.785156 1650176260.2716
MEM 86.785156 1650176260.3826
MEM 86.785156 1650176260.4926
MEM 86.785156 1650176260.6036
MEM 86.785156 1650176260.7136
MEM 96.398438 1650176260.8246
MEM 85.996094 1650176260.9356
MEM 86.550781 1650176261.0466
MEM 86.703125 1650176261.1566
MEM 86.703125 1650176261.2686
MEM 106.710938 1650176261.3796
MEM 86.632812 1650176261.4906
MEM 86.785156 1650176261.6006
MEM 86.785156 1650176261.7106
MEM 86.785156 1650176261.8216
MEM 86.785156 1650176261.9326
MEM 86.785156 1650176262.0436
MEM 86.785156 1650176262.1536
MEM 108.687500 1650176262.2646
MEM 86.398438 1650176262.3756
MEM 86.703125 1650176262.4866
MEM 86.703125 1650176262.5966
MEM 86.703125 1650176262.7076
MEM 86.343750 1650176262.8186
MEM 86.785156 1650176262.9296
MEM 86.785156 1650176263.0396
MEM 86.785156 1650176263.1496
MEM 86.785156 1650176263.2596
MEM 86.785156 1650176263.3716
MEM 86.785156 1650176263.4816
MEM 86.785156 1650176263.5916
MEM 94.113281 1650176263.7036
MEM 86.398438 1650176263.8156
MEM 86.703125 1650176263.9256
MEM 86.703125 1650176264.0346
MEM 86.703125 1650176264.1456
MEM 86.480469 1650176264.2566
MEM 86.785156 1650176264.3676
MEM 86.785156 1650176264.4776
MEM 86.785156 1650176264.5886
MEM 86.785156 1650176264.6986
MEM 86.785156 1650176264.8096
MEM 86.785156 1650176264.9206
MEM 86.785156 1650176265.0326
MEM 86.785156 1650176265.1416
MEM 86.398438 1650176265.2516
MEM 86.703125 1650176265.3626
MEM 86.703125 1650176265.4726
MEM 86.703125 1650176265.5836
MEM 86.480469 1650176265.6956
MEM 86.785156 1650176265.8056
MEM 86.785156 1650176265.9166
MEM 86.785156 1650176266.0276
MEM 86.785156 1650176266.1386
MEM 86.785156 1650176266.2496
MEM 86.785156 1650176266.3606
MEM 86.945312 1650176266.4716
MEM 66.699219 1650176266.5826
MEM 86.550781 1650176266.6936
MEM 86.703125 1650176266.8046
MEM 86.703125 1650176266.9146
MEM 86.703125 1650176267.0236
MEM 86.554688 1650176267.1356
MEM 86.785156 1650176267.2456
MEM 86.785156 1650176267.3566
MEM 86.785156 1650176267.4686
MEM 86.785156 1650176267.5796
MEM 86.785156 1650176267.6906
MEM 86.785156 1650176267.8006
MEM 96.519531 1650176267.9126
MEM 86.085938 1650176268.0226
MEM 86.550781 1650176268.1326
MEM 86.703125 1650176268.2436
MEM 86.703125 1650176268.3546
MEM 112.144531 1650176268.4666
MEM 86.632812 1650176268.5776
MEM 86.785156 1650176268.6886
MEM 86.785156 1650176268.7986
MEM 86.785156 1650176268.9086
MEM 86.785156 1650176269.0186
MEM 86.785156 1650176269.1296
MEM 86.785156 1650176269.2396
MEM 108.285156 1650176269.3516
MEM 86.398438 1650176269.4616
MEM 86.703125 1650176269.5726
MEM 86.703125 1650176269.6826
MEM 86.703125 1650176269.7936
MEM 86.343750 1650176269.9046
MEM 86.632812 1650176270.0146
MEM 86.785156 1650176270.1246
MEM 86.785156 1650176270.2356
MEM 86.785156 1650176270.3466
MEM 86.785156 1650176270.4556
MEM 86.785156 1650176270.5656
MEM 86.785156 1650176270.6766
MEM 94.113281 1650176270.7876
MEM 86.398438 1650176270.8986
MEM 86.703125 1650176271.0096
MEM 86.703125 1650176271.1206
MEM 86.703125 1650176271.2306
MEM 86.480469 1650176271.3416
MEM 86.785156 1650176271.4526
MEM 86.785156 1650176271.5646
MEM 86.785156 1650176271.6746
MEM 86.785156 1650176271.7856
MEM 86.785156 1650176271.8956
MEM 86.785156 1650176272.0056
MEM 86.785156 1650176272.1156
MEM 86.785156 1650176272.2266
MEM 86.550781 1650176272.3376
MEM 86.703125 1650176272.4486
MEM 86.703125 1650176272.5586
MEM 86.703125 1650176272.6696
MEM 86.480469 1650176272.7806
MEM 86.785156 1650176272.8916
MEM 86.785156 1650176273.0036
MEM 86.785156 1650176273.1146
MEM 86.785156 1650176273.2256
MEM 86.785156 1650176273.3366
MEM 86.785156 1650176273.4476
MEM 91.988281 1650176273.5576
MEM 85.320312 1650176273.6696
MEM 86.550781 1650176273.7806
MEM 86.703125 1650176273.8926
MEM 86.703125 1650176274.0026
MEM 104.242188 1650176274.1136
MEM 86.632812 1650176274.2246
MEM 86.785156 1650176274.3356
MEM 86.785156 1650176274.4466
MEM 86.785156 1650176274.5576
MEM 86.785156 1650176274.6676
MEM 86.785156 1650176274.7786
MEM 86.785156 1650176274.8896
MEM 108.640625 1650176275.0006
MEM 86.398438 1650176275.1116
MEM 86.703125 1650176275.2226
MEM 86.703125 1650176275.3326
MEM 86.703125 1650176275.4426
MEM 86.339844 1650176275.5536
MEM 86.632812 1650176275.6646
MEM 86.785156 1650176275.7756
MEM 86.785156 1650176275.8876
MEM 86.785156 1650176275.9996
MEM 86.785156 1650176276.1096
MEM 86.785156 1650176276.2216
MEM 86.785156 1650176276.3316
MEM 94.113281 1650176276.4426
MEM 86.398438 1650176276.5536
MEM 86.703125 1650176276.6646
MEM 86.703125 1650176276.7766
MEM 86.703125 1650176276.8856
MEM 86.480469 1650176276.9966
MEM 86.785156 1650176277.1066
MEM 86.785156 1650176277.2186
MEM 86.785156 1650176277.3286
MEM 86.785156 1650176277.4396
MEM 86.785156 1650176277.5506
MEM 86.785156 1650176277.6606
MEM 86.785156 1650176277.7716
MEM 86.785156 1650176277.8806
MEM 86.398438 1650176277.9916
MEM 86.703125 1650176278.1016
MEM 86.703125 1650176278.2136
MEM 86.703125 1650176278.3236
MEM 86.480469 1650176278.4346
MEM 86.785156 1650176278.5446
MEM 86.785156 1650176278.6556
MEM 86.785156 1650176278.7656
MEM 86.785156 1650176278.8766
MEM 86.785156 1650176278.9876
MEM 86.785156 1650176279.0996
MEM 89.867188 1650176279.2106
MEM 85.730469 1650176279.3226
MEM 86.550781 1650176279.4316
MEM 86.703125 1650176279.5426
MEM 86.703125 1650176279.6536
MEM 93.242188 1650176279.7646
MEM 86.632812 1650176279.8756
MEM 86.785156 1650176279.9866
MEM 86.785156 1650176280.0976
MEM 86.785156 1650176280.2096
MEM 86.785156 1650176280.3196
MEM 86.785156 1650176280.4306
MEM 86.785156 1650176280.5406
MEM 101.070312 1650176280.6516
MEM 86.187500 1650176280.7626
MEM 86.550781 1650176280.8726
MEM 86.703125 1650176280.9836
MEM 86.703125 1650176281.0956
MEM 112.632812 1650176281.2066
MEM 86.632812 1650176281.3186
MEM 86.785156 1650176281.4296
MEM 86.785156 1650176281.5396
MEM 86.785156 1650176281.6506
MEM 86.785156 1650176281.7616
MEM 86.785156 1650176281.8726
MEM 86.785156 1650176281.9816
MEM 94.113281 1650176282.0936
MEM 86.398438 1650176282.2046
MEM 86.703125 1650176282.3166
MEM 86.703125 1650176282.4266
MEM 86.703125 1650176282.5366
MEM 86.257812 1650176282.6486
MEM 86.785156 1650176282.7596
MEM 86.785156 1650176282.8716
MEM 86.785156 1650176282.9816
MEM 86.785156 1650176283.0916
MEM 86.785156 1650176283.2026
MEM 86.785156 1650176283.3136
MEM 86.785156 1650176283.4246
MEM 94.113281 1650176283.5356
MEM 86.398438 1650176283.6476
MEM 86.703125 1650176283.7576
MEM 86.703125 1650176283.8696
MEM 86.703125 1650176283.9796
MEM 86.480469 1650176284.0916
MEM 86.785156 1650176284.2016
MEM 86.785156 1650176284.3126
MEM 86.785156 1650176284.4236
MEM 86.785156 1650176284.5346
MEM 86.785156 1650176284.6456
MEM 86.785156 1650176284.7566
MEM 86.785156 1650176284.8676
MEM 56.488281 1650176284.9776
MEM 86.550781 1650176285.0876
MEM 86.703125 1650176285.1986
MEM 86.703125 1650176285.3096
MEM 86.703125 1650176285.4196
MEM 86.480469 1650176285.5316
MEM 86.785156 1650176285.6426
MEM 86.785156 1650176285.7526
MEM 86.785156 1650176285.8646
MEM 86.785156 1650176285.9756
MEM 86.785156 1650176286.0876
MEM 86.785156 1650176286.1966
MEM 95.300781 1650176286.3066
MEM 85.828125 1650176286.4176
MEM 86.550781 1650176286.5296
MEM 86.703125 1650176286.6406
MEM 86.703125 1650176286.7506
MEM 111.765625 1650176286.8616
MEM 86.632812 1650176286.9716
MEM 86.785156 1650176287.0836
MEM 86.785156 1650176287.1936
MEM 86.785156 1650176287.3046
MEM 86.785156 1650176287.4156
MEM 86.785156 1650176287.5276
MEM 86.785156 1650176287.6386
MEM 94.113281 1650176287.7496
MEM 86.398438 1650176287.8616
MEM 86.703125 1650176287.9716
MEM 86.703125 1650176288.0826
MEM 86.703125 1650176288.1946
MEM 86.343750 1650176288.3046
MEM 86.785156 1650176288.4136
MEM 86.785156 1650176288.5246
MEM 86.785156 1650176288.6346
MEM 86.785156 1650176288.7456
MEM 86.785156 1650176288.8556
MEM 86.785156 1650176288.9666
MEM 86.785156 1650176289.0786
MEM 94.113281 1650176289.1896
MEM 86.398438 1650176289.2996
MEM 86.703125 1650176289.4106
MEM 86.703125 1650176289.5226
MEM 86.703125 1650176289.6336
MEM 86.480469 1650176289.7446
MEM 86.785156 1650176289.8556
MEM 86.785156 1650176289.9656
MEM 86.785156 1650176290.0766
MEM 86.785156 1650176290.1876
MEM 86.785156 1650176290.2996
MEM 86.785156 1650176290.4106
MEM 86.785156 1650176290.5206
MEM 91.371094 1650176290.6326
MEM 86.398438 1650176290.7426
MEM 86.703125 1650176290.8546
MEM 86.703125 1650176290.9626
MEM 86.703125 1650176291.0726
MEM 86.480469 1650176291.1816
MEM 86.785156 1650176291.2926
MEM 86.785156 1650176291.4046
MEM 86.785156 1650176291.5156
MEM 86.785156 1650176291.6256
MEM 86.785156 1650176291.7356
MEM 86.785156 1650176291.8456
MEM 86.785156 1650176291.9566
MEM 56.445312 1650176292.0666
MEM 86.550781 1650176292.1776
MEM 86.703125 1650176292.2896
MEM 86.703125 1650176292.4006
MEM 86.703125 1650176292.5116
MEM 86.480469 1650176292.6226
MEM 86.785156 1650176292.7346
MEM 86.785156 1650176292.8446
MEM 86.785156 1650176292.9546
MEM 86.785156 1650176293.0656
MEM 86.785156 1650176293.1756
MEM 86.785156 1650176293.2866
MEM 89.187500 1650176293.3976
MEM 81.617188 1650176293.5096
MEM 86.550781 1650176293.6206
MEM 86.703125 1650176293.7306
MEM 86.703125 1650176293.8426
MEM 88.089844 1650176293.9526
MEM 86.632812 1650176294.0646
MEM 86.785156 1650176294.1756
MEM 86.785156 1650176294.2856
MEM 86.785156 1650176294.3976
MEM 86.785156 1650176294.5096
MEM 86.785156 1650176294.6196
MEM 86.785156 1650176294.7296
MEM 97.605469 1650176294.8406
MEM 86.187500 1650176294.9516
MEM 86.703125 1650176295.0636
MEM 86.703125 1650176295.1746
MEM 86.703125 1650176295.2846
MEM 86.171875 1650176295.3966
MEM 86.632812 1650176295.5066
MEM 86.785156 1650176295.6186
MEM 86.785156 1650176295.7296
MEM 86.785156 1650176295.8416
MEM 86.785156 1650176295.9536
MEM 86.785156 1650176296.0646
MEM 86.785156 1650176296.1736
MEM 94.113281 1650176296.2846
MEM 86.398438 1650176296.3956
MEM 86.703125 1650176296.5066
MEM 86.703125 1650176296.6176
MEM 86.703125 1650176296.7286
MEM 86.257812 1650176296.8386
MEM 86.785156 1650176296.9496
MEM 86.785156 1650176297.0606
MEM 86.785156 1650176297.1696
MEM 86.785156 1650176297.2806
MEM 86.785156 1650176297.3906
MEM 86.785156 1650176297.5006
MEM 86.785156 1650176297.6116
MEM 94.113281 1650176297.7226
MEM 86.398438 1650176297.8346
MEM 86.703125 1650176297.9456
MEM 86.703125 1650176298.0576
MEM 86.703125 1650176298.1686
MEM 86.480469 1650176298.2806
MEM 86.785156 1650176298.3906
MEM 86.785156 1650176298.5016
MEM 86.785156 1650176298.6116
MEM 86.785156 1650176298.7216
MEM 86.785156 1650176298.8316
MEM 86.785156 1650176298.9426
MEM 86.785156 1650176299.0516
MEM 94.113281 1650176299.1626
MEM 86.398438 1650176299.2736
MEM 86.703125 1650176299.3856
MEM 86.703125 1650176299.4966
MEM 86.703125 1650176299.6076
MEM 86.480469 1650176299.7186
MEM 86.785156 1650176299.8296
MEM 86.785156 1650176299.9396
MEM 86.785156 1650176300.0496
MEM 86.785156 1650176300.1596
MEM 86.785156 1650176300.2696
MEM 86.785156 1650176300.3806
MEM 86.785156 1650176300.4916
MEM 86.785156 1650176300.6026
MEM 86.398438 1650176300.7126
MEM 86.703125 1650176300.8236
MEM 86.703125 1650176300.9346
MEM 86.703125 1650176301.0446
MEM 86.480469 1650176301.1566
MEM 86.785156 1650176301.2676
MEM 86.785156 1650176301.3786
MEM 86.785156 1650176301.4906
MEM 86.785156 1650176301.6016
MEM 86.785156 1650176301.7116
MEM 86.785156 1650176301.8226
MEM 86.785156 1650176301.9326
MEM 69.632812 1650176302.0436
MEM 86.550781 1650176302.1556
MEM 86.703125 1650176302.2666
MEM 86.703125 1650176302.3776
MEM 85.949219 1650176302.4896
MEM 86.632812 1650176302.6006
MEM 86.785156 1650176302.7126
MEM 86.785156 1650176302.8216
MEM 86.785156 1650176302.9326
MEM 86.785156 1650176303.0446
MEM 86.785156 1650176303.1567
MEM 86.785156 1650176303.2666
MEM 98.070312 1650176303.3776
MEM 86.085938 1650176303.4866
MEM 86.550781 1650176303.5966
MEM 86.703125 1650176303.7076
MEM 86.703125 1650176303.8196
MEM 111.238281 1650176303.9306
MEM 86.632812 1650176304.0416
MEM 86.785156 1650176304.1526
MEM 86.785156 1650176304.2636
MEM 86.785156 1650176304.3746
MEM 86.785156 1650176304.4846
MEM 86.785156 1650176304.5956
MEM 86.785156 1650176304.7066
MEM 94.113281 1650176304.8176
MEM 86.398438 1650176304.9276
MEM 86.703125 1650176305.0396
MEM 86.703125 1650176305.1486
MEM 86.703125 1650176305.2606
MEM 86.339844 1650176305.3716
MEM 86.632812 1650176305.4826
MEM 86.785156 1650176305.5936
MEM 86.785156 1650176305.7056
MEM 86.785156 1650176305.8156
MEM 86.785156 1650176305.9276
MEM 86.785156 1650176306.0386
MEM 86.785156 1650176306.1486
MEM 94.113281 1650176306.2596
MEM 86.398438 1650176306.3716
MEM 86.703125 1650176306.4836
MEM 86.703125 1650176306.5946
MEM 86.703125 1650176306.7066
MEM 86.480469 1650176306.8156
MEM 86.785156 1650176306.9266
MEM 86.785156 1650176307.0366
MEM 86.785156 1650176307.1466
MEM 86.785156 1650176307.2576
MEM 86.785156 1650176307.3676
MEM 86.785156 1650176307.4776
MEM 86.785156 1650176307.5886
MEM 94.113281 1650176307.6996
MEM 86.398438 1650176307.8096
MEM 86.703125 1650176307.9216
MEM 86.703125 1650176308.0326
MEM 86.703125 1650176308.1436
MEM 86.480469 1650176308.2536
MEM 86.785156 1650176308.3646
MEM 86.785156 1650176308.4756
MEM 86.785156 1650176308.5856
MEM 86.785156 1650176308.6966
MEM 86.785156 1650176308.8076
MEM 86.785156 1650176308.9186
MEM 86.785156 1650176309.0296
MEM 86.785156 1650176309.1396
MEM 86.398438 1650176309.2516
MEM 86.703125 1650176309.3636
MEM 86.703125 1650176309.4746
MEM 86.703125 1650176309.5846
MEM 86.480469 1650176309.6966
MEM 86.785156 1650176309.8076
MEM 86.785156 1650176309.9166
MEM 86.785156 1650176310.0286
MEM 86.785156 1650176310.1396
MEM 86.785156 1650176310.2496
MEM 86.785156 1650176310.3606
MEM 86.785156 1650176310.4726
MEM 69.085938 1650176310.5836
MEM 86.550781 1650176310.6946
MEM 86.703125 1650176310.8056
MEM 86.703125 1650176310.9176
MEM 85.949219 1650176311.0296
MEM 86.632812 1650176311.1406
MEM 86.785156 1650176311.2526
MEM 86.785156 1650176311.3626
MEM 86.785156 1650176311.4736
MEM 86.785156 1650176311.5846
MEM 86.785156 1650176311.6956
MEM 86.785156 1650176311.8066
MEM 96.476562 1650176311.9186
MEM 86.183594 1650176312.0286
MEM 86.550781 1650176312.1406
MEM 86.703125 1650176312.2506
MEM 86.703125 1650176312.3626
MEM 110.316406 1650176312.4726
MEM 86.632812 1650176312.5836
MEM 86.785156 1650176312.6936
MEM 86.785156 1650176312.8036
MEM 86.785156 1650176312.9146
MEM 86.785156 1650176313.0256
MEM 86.785156 1650176313.1366
MEM 86.785156 1650176313.2466
MEM 101.824219 1650176313.3586
MEM 86.187500 1650176313.4686
MEM 86.703125 1650176313.5806
MEM 86.703125 1650176313.6926
MEM 86.703125 1650176313.8036
MEM 86.171875 1650176313.9146
MEM 86.632812 1650176314.0246
MEM 86.785156 1650176314.1356
MEM 86.785156 1650176314.2466
MEM 86.785156 1650176314.3566
MEM 86.785156 1650176314.4676
MEM 86.785156 1650176314.5786
MEM 86.785156 1650176314.6896
MEM 94.113281 1650176314.8016
MEM 86.398438 1650176314.9126
MEM 86.703125 1650176315.0236
MEM 86.703125 1650176315.1346
MEM 86.703125 1650176315.2446
MEM 86.343750 1650176315.3566
MEM 86.785156 1650176315.4676
MEM 86.785156 1650176315.5776
MEM 86.785156 1650176315.6896
MEM 86.785156 1650176315.8006
MEM 86.785156 1650176315.9106
MEM 86.785156 1650176316.0226
MEM 86.785156 1650176316.1336
MEM 94.113281 1650176316.2456
MEM 86.398438 1650176316.3566
MEM 86.703125 1650176316.4666
MEM 86.703125 1650176316.5776
MEM 86.703125 1650176316.6876
MEM 86.480469 1650176316.7996
MEM 86.785156 1650176316.9096
MEM 86.785156 1650176317.0206
MEM 86.785156 1650176317.1306
MEM 86.785156 1650176317.2406
MEM 86.785156 1650176317.3516
MEM 86.785156 1650176317.4616
MEM 86.785156 1650176317.5726
MEM 86.785156 1650176317.6836
MEM 86.398438 1650176317.7936
MEM 86.703125 1650176317.9056
MEM 86.703125 1650176318.0166
MEM 86.703125 1650176318.1266
MEM 86.480469 1650176318.2376
MEM 86.785156 1650176318.3486
MEM 86.785156 1650176318.4596
MEM 86.785156 1650176318.5706
