CMDLINE python mtest_simpleplots.py
MEM 86.785156 1650176318.6826
MEM 86.785156 1650176318.7936
MEM 86.785156 1650176318.9046
MEM 86.785156 1650176319.0156
MEM 64.613281 1650176319.1266
MEM 86.550781 1650176319.2376
MEM 86.703125 1650176319.3496
MEM 86.703125 1650176319.4606
MEM 85.570312 1650176319.5726
MEM 86.632812 1650176319.6846
MEM 86.785156 1650176319.7946
MEM 86.785156 1650176319.9046
MEM 86.785156 1650176320.0166
MEM 86.785156 1650176320.1276
MEM 86.785156 1650176320.2376
MEM 86.785156 1650176320.3486
MEM 97.992188 1650176320.4596
MEM 86.187500 1650176320.5716
MEM 86.550781 1650176320.6826
MEM 86.703125 1650176320.7936
MEM 86.703125 1650176320.9036
MEM 109.375000 1650176321.0136
MEM 86.632812 1650176321.1246
MEM 86.785156 1650176321.2346
MEM 86.785156 1650176321.3466
MEM 86.785156 1650176321.4576
MEM 86.785156 1650176321.5676
MEM 86.785156 1650176321.6796
MEM 86.785156 1650176321.7906
MEM 106.625000 1650176321.9006
MEM 86.398438 1650176322.0116
MEM 86.703125 1650176322.1206
MEM 86.703125 1650176322.2316
MEM 86.703125 1650176322.3426
MEM 86.093750 1650176322.4536
MEM 86.632812 1650176322.5646
MEM 86.785156 1650176322.6746
MEM 86.785156 1650176322.7866
MEM 86.785156 1650176322.8967
MEM 86.785156 1650176323.0076
MEM 86.785156 1650176323.1196
MEM 86.785156 1650176323.2306
MEM 94.113281 1650176323.3416
MEM 86.398438 1650176323.4516
MEM 86.703125 1650176323.5626
MEM 86.703125 1650176323.6736
MEM 86.703125 1650176323.7826
MEM 86.339844 1650176323.8936
MEM 86.632812 1650176324.0036
MEM 86.785156 1650176324.1136
MEM 86.785156 1650176324.2236
MEM 86.785156 1650176324.3346
MEM 86.785156 1650176324.4456
MEM 86.785156 1650176324.5566
MEM 86.785156 1650176324.6676
MEM 94.113281 1650176324.7786
MEM 86.398438 1650176324.8886
MEM 86.703125 1650176325.0006
MEM 86.703125 1650176325.1107
MEM 86.703125 1650176325.2226
MEM 86.480469 1650176325.3336
MEM 86.785156 1650176325.4446
MEM 86.785156 1650176325.5556
MEM 86.785156 1650176325.6656
MEM 86.785156 1650176325.7746
MEM 86.785156 1650176325.8856
MEM 86.785156 1650176325.9956
MEM 86.785156 1650176326.1076
MEM 94.113281 1650176326.2186
MEM 86.398438 1650176326.3296
MEM 86.703125 1650176326.4406
MEM 86.703125 1650176326.5516
MEM 86.703125 1650176326.6616
MEM 86.480469 1650176326.7736
MEM 86.785156 1650176326.8836
MEM 86.785156 1650176326.9936
MEM 86.785156 1650176327.1016
MEM 86.785156 1650176327.2136
MEM 86.785156 1650176327.3236
MEM 86.785156 1650176327.4346
MEM 86.785156 1650176327.5456
MEM 94.113281 1650176327.6556
MEM 86.398438 1650176327.7666
MEM 86.703125 1650176327.8766
MEM 86.703125 1650176327.9876
MEM 86.703125 1650176328.0976
MEM 86.480469 1650176328.2096
MEM 86.785156 1650176328.3196
MEM 86.785156 1650176328.4306
MEM 86.785156 1650176328.5406
MEM 86.785156 1650176328.6526
MEM 86.785156 1650176328.7626
MEM 86.785156 1650176328.8736
MEM 86.785156 1650176328.9856
MEM 94.113281 1650176329.0956
MEM 86.398438 1650176329.2066
MEM 86.703125 1650176329.3176
MEM 86.703125 1650176329.4276
MEM 86.703125 1650176329.5396
MEM 86.480469 1650176329.6496
MEM 86.785156 1650176329.7616
MEM 86.785156 1650176329.8716
MEM 86.785156 1650176329.9826
MEM 86.785156 1650176330.0936
MEM 86.785156 1650176330.2036
MEM 86.785156 1650176330.3136
MEM 86.785156 1650176330.4246
MEM 86.785156 1650176330.5356
MEM 86.429688 1650176330.6446
MEM 86.703125 1650176330.7546
MEM 86.703125 1650176330.8656
MEM 86.703125 1650176330.9766
MEM 86.480469 1650176331.0876
MEM 86.785156 1650176331.1986
MEM 86.785156 1650176331.3096
MEM 86.785156 1650176331.4206
MEM 86.785156 1650176331.5316
MEM 86.785156 1650176331.6436
MEM 86.785156 1650176331.7536
MEM 86.785156 1650176331.8646
MEM 65.066406 1650176331.9756
MEM 86.550781 1650176332.0866
MEM 86.703125 1650176332.1966
MEM 86.703125 1650176332.3086
MEM 85.949219 1650176332.4196
MEM 86.632812 1650176332.5316
MEM 86.785156 1650176332.6416
MEM 86.785156 1650176332.7526
MEM 86.785156 1650176332.8636
MEM 86.785156 1650176332.9736
MEM 86.785156 1650176333.0826
MEM 86.785156 1650176333.1946
MEM 95.644531 1650176333.3056
MEM 86.085938 1650176333.4166
MEM 86.550781 1650176333.5266
MEM 86.703125 1650176333.6376
MEM 86.703125 1650176333.7486
MEM 106.851562 1650176333.8596
MEM 86.632812 1650176333.9706
MEM 86.785156 1650176334.0816
MEM 86.785156 1650176334.1926
MEM 86.785156 1650176334.3036
MEM 86.785156 1650176334.4146
MEM 86.785156 1650176334.5246
MEM 86.785156 1650176334.6356
MEM 104.417969 1650176334.7466
MEM 86.101562 1650176334.8576
MEM 86.703125 1650176334.9696
MEM 86.703125 1650176335.0806
MEM 86.703125 1650176335.1906
MEM 85.949219 1650176335.3016
MEM 86.632812 1650176335.4096
MEM 86.785156 1650176335.5206
MEM 86.785156 1650176335.6316
MEM 86.785156 1650176335.7416
MEM 86.785156 1650176335.8536
MEM 86.785156 1650176335.9636
MEM 86.785156 1650176336.0736
MEM 108.441406 1650176336.1856
MEM 86.398438 1650176336.2966
MEM 86.703125 1650176336.4066
MEM 86.703125 1650176336.5166
MEM 86.703125 1650176336.6276
MEM 85.949219 1650176336.7376
MEM 86.632812 1650176336.8486
MEM 86.785156 1650176336.9586
MEM 86.785156 1650176337.0686
MEM 86.785156 1650176337.1796
MEM 86.785156 1650176337.2906
MEM 86.785156 1650176337.4016
MEM 86.785156 1650176337.5126
MEM 106.312500 1650176337.6236
MEM 86.398438 1650176337.7356
MEM 86.703125 1650176337.8456
MEM 86.703125 1650176337.9576
MEM 86.703125 1650176338.0686
MEM 86.171875 1650176338.1786
MEM 86.632812 1650176338.2896
MEM 86.785156 1650176338.4006
MEM 86.785156 1650176338.5116
MEM 86.785156 1650176338.6236
MEM 86.785156 1650176338.7336
MEM 86.785156 1650176338.8456
MEM 86.785156 1650176338.9556
MEM 94.113281 1650176339.0666
MEM 86.398438 1650176339.1776
MEM 86.703125 1650176339.2886
MEM 86.703125 1650176339.3986
MEM 86.703125 1650176339.5086
MEM 86.480469 1650176339.6186
MEM 86.785156 1650176339.7276
MEM 86.785156 1650176339.8396
MEM 86.785156 1650176339.9496
MEM 86.785156 1650176340.0616
MEM 86.785156 1650176340.1716
MEM 86.785156 1650176340.2826
MEM 86.785156 1650176340.3946
MEM 94.113281 1650176340.5046
MEM 86.398438 1650176340.6166
MEM 86.703125 1650176340.7266
MEM 86.703125 1650176340.8376
MEM 86.703125 1650176340.9496
MEM 86.703125 1650176341.0596
MEM 86.789062 1650176341.1706
MEM 86.789062 1650176341.2806
MEM 86.789062 1650176341.3926
MEM 86.789062 1650176341.5026
MEM 86.789062 1650176341.6136
MEM 86.789062 1650176341.7246
MEM 86.789062 1650176341.8346
MEM 93.546875 1650176341.9456
MEM 86.398438 1650176342.0566
MEM 86.703125 1650176342.1676
MEM 86.703125 1650176342.2766
MEM 86.703125 1650176342.3886
MEM 86.472656 1650176342.5006
MEM 86.777344 1650176342.6106
MEM 86.777344 1650176342.7226
MEM 86.777344 1650176342.8336
MEM 86.777344 1650176342.9416
MEM 86.777344 1650176343.0526
MEM 86.777344 1650176343.1636
MEM 86.777344 1650176343.2746
MEM 91.375000 1650176343.3866
MEM 86.398438 1650176343.4986
MEM 86.703125 1650176343.6106
MEM 86.703125 1650176343.7206
MEM 86.703125 1650176343.8326
MEM 86.703125 1650176343.9436
MEM 86.789062 1650176344.0546
MEM 86.789062 1650176344.1646
MEM 86.789062 1650176344.2746
MEM 86.789062 1650176344.3866
MEM 86.789062 1650176344.4966
MEM 86.789062 1650176344.6086
MEM 86.789062 1650176344.7196
MEM 60.363281 1650176344.8296
MEM 86.550781 1650176344.9416
MEM 86.703125 1650176345.0516
MEM 86.703125 1650176345.1626
MEM 86.703125 1650176345.2746
MEM 86.476562 1650176345.3856
MEM 86.781250 1650176345.4966
MEM 86.781250 1650176345.6076
MEM 86.781250 1650176345.7186
MEM 86.781250 1650176345.8286
MEM 86.781250 1650176345.9396
MEM 86.781250 1650176346.0516
MEM 91.917969 1650176346.1616
MEM 85.242188 1650176346.2726
MEM 86.550781 1650176346.3846
MEM 86.703125 1650176346.4956
MEM 86.703125 1650176346.6066
MEM 89.601562 1650176346.7166
MEM 86.703125 1650176346.8276
MEM 86.824219 1650176346.9396
MEM 86.824219 1650176347.0506
MEM 86.824219 1650176347.1606
MEM 86.824219 1650176347.2726
MEM 86.824219 1650176347.3836
MEM 86.824219 1650176347.4936
MEM 96.800781 1650176347.6036
MEM 86.054688 1650176347.7156
MEM 86.550781 1650176347.8266
MEM 86.703125 1650176347.9386
MEM 86.703125 1650176348.0496
MEM 106.628906 1650176348.1596
MEM 86.703125 1650176348.2716
MEM 86.824219 1650176348.3836
MEM 86.824219 1650176348.4926
MEM 86.824219 1650176348.6046
MEM 86.824219 1650176348.7136
MEM 86.824219 1650176348.8256
MEM 86.824219 1650176348.9356
MEM 107.542969 1650176349.0466
MEM 86.398438 1650176349.1586
MEM 86.703125 1650176349.2706
MEM 86.703125 1650176349.3816
MEM 86.703125 1650176349.4926
MEM 86.703125 1650176349.6026
MEM 86.703125 1650176349.7126
MEM 86.824219 1650176349.8226
MEM 86.824219 1650176349.9336
MEM 86.824219 1650176350.0446
MEM 86.824219 1650176350.1566
MEM 86.824219 1650176350.2676
MEM 86.824219 1650176350.3786
MEM 94.152344 1650176350.4896
MEM 86.398438 1650176350.6016
MEM 86.703125 1650176350.7106
MEM 86.703125 1650176350.8216
MEM 86.703125 1650176350.9326
MEM 86.703125 1650176351.0436
MEM 86.824219 1650176351.1546
MEM 86.824219 1650176351.2666
MEM 86.824219 1650176351.3766
MEM 86.824219 1650176351.4876
MEM 86.824219 1650176351.5986
MEM 86.824219 1650176351.7106
MEM 86.824219 1650176351.8226
MEM 94.152344 1650176351.9336
MEM 86.398438 1650176352.0436
MEM 86.703125 1650176352.1536
MEM 86.703125 1650176352.2646
MEM 86.703125 1650176352.3766
MEM 86.703125 1650176352.4866
MEM 86.824219 1650176352.5976
MEM 86.824219 1650176352.7076
MEM 86.824219 1650176352.8186
MEM 86.824219 1650176352.9306
MEM 86.824219 1650176353.0426
MEM 86.824219 1650176353.1537
MEM 86.824219 1650176353.2646
MEM 86.824219 1650176353.3756
MEM 86.476562 1650176353.4866
MEM 86.703125 1650176353.5966
MEM 86.703125 1650176353.7076
MEM 86.703125 1650176353.8186
MEM 86.703125 1650176353.9306
MEM 86.824219 1650176354.0406
MEM 86.824219 1650176354.1526
MEM 86.824219 1650176354.2626
MEM 86.824219 1650176354.3746
MEM 86.824219 1650176354.4856
MEM 86.824219 1650176354.5966
MEM 86.824219 1650176354.7086
MEM 68.078125 1650176354.8196
MEM 86.550781 1650176354.9316
MEM 86.703125 1650176355.0436
MEM 86.703125 1650176355.1536
MEM 86.703125 1650176355.2646
MEM 86.703125 1650176355.3756
MEM 86.824219 1650176355.4866
MEM 86.824219 1650176355.5966
MEM 86.824219 1650176355.7076
MEM 86.824219 1650176355.8176
MEM 86.824219 1650176355.9296
MEM 86.824219 1650176356.0406
MEM 92.585938 1650176356.1516
MEM 85.835938 1650176356.2626
MEM 86.550781 1650176356.3746
MEM 86.703125 1650176356.4866
MEM 86.703125 1650176356.5966
MEM 95.472656 1650176356.7076
MEM 86.703125 1650176356.8176
MEM 86.824219 1650176356.9286
MEM 86.824219 1650176357.0396
MEM 86.824219 1650176357.1496
MEM 86.824219 1650176357.2606
MEM 86.824219 1650176357.3716
MEM 86.824219 1650176357.4826
MEM 95.964844 1650176357.5946
MEM 86.152344 1650176357.7056
MEM 86.550781 1650176357.8176
MEM 86.703125 1650176357.9286
MEM 86.703125 1650176358.0386
MEM 111.847656 1650176358.1487
MEM 86.703125 1650176358.2606
MEM 86.824219 1650176358.3726
MEM 86.824219 1650176358.4826
MEM 86.824219 1650176358.5936
MEM 86.824219 1650176358.7046
MEM 86.824219 1650176358.8156
MEM 86.824219 1650176358.9256
MEM 108.421875 1650176359.0366
MEM 86.398438 1650176359.1486
MEM 86.703125 1650176359.2606
MEM 86.703125 1650176359.3696
MEM 86.703125 1650176359.4806
MEM 86.785156 1650176359.5896
MEM 86.703125 1650176359.7006
MEM 86.824219 1650176359.8116
MEM 86.824219 1650176359.9226
MEM 86.824219 1650176360.0326
MEM 86.824219 1650176360.1436
MEM 86.824219 1650176360.2526
MEM 86.824219 1650176360.3636
MEM 94.152344 1650176360.4756
MEM 86.398438 1650176360.5866
MEM 86.703125 1650176360.6966
MEM 86.703125 1650176360.8076
MEM 86.703125 1650176360.9196
MEM 86.703125 1650176361.0296
MEM 86.824219 1650176361.1406
MEM 86.824219 1650176361.2516
MEM 86.824219 1650176361.3636
MEM 86.824219 1650176361.4756
MEM 86.824219 1650176361.5856
MEM 86.824219 1650176361.6966
MEM 86.800781 1650176361.8076
MEM 86.265625 1650176361.9166
MEM 86.300781 1650176362.0276
MEM 86.605469 1650176362.1376
MEM 86.605469 1650176362.2486
MEM 86.605469 1650176362.3606
MEM 86.496094 1650176362.4726
MEM 86.757812 1650176362.5846
MEM 86.757812 1650176362.6956
MEM 86.757812 1650176362.8076
MEM 86.757812 1650176362.9196
MEM 86.757812 1650176363.0306
MEM 86.757812 1650176363.1426
MEM 86.757812 1650176363.2526
MEM 93.527344 1650176363.3646
MEM 86.375000 1650176363.4756
MEM 86.679688 1650176363.5866
MEM 86.679688 1650176363.6986
MEM 86.679688 1650176363.8086
MEM 86.527344 1650176363.9196
MEM 86.765625 1650176364.0566
MEM 86.765625 1650176364.1576
MEM 86.765625 1650176364.2686
MEM 86.765625 1650176364.3796
MEM 86.765625 1650176364.4906
MEM 86.765625 1650176364.6026
MEM 86.765625 1650176364.7136
MEM 93.535156 1650176364.8246
MEM 86.375000 1650176364.9356
MEM 86.679688 1650176365.0446
MEM 86.679688 1650176365.1566
MEM 86.679688 1650176365.2666
MEM 86.527344 1650176365.3786
MEM 86.765625 1650176365.4896
MEM 86.765625 1650176365.6016
MEM 86.765625 1650176365.7126
MEM 86.765625 1650176365.8236
MEM 86.765625 1650176365.9336
MEM 86.765625 1650176366.0446
MEM 86.765625 1650176366.1566
MEM 93.535156 1650176366.2666
MEM 86.375000 1650176366.3776
MEM 86.679688 1650176366.4886
MEM 86.679688 1650176366.5996
MEM 86.679688 1650176366.7096
MEM 86.527344 1650176366.8216
MEM 86.765625 1650176366.9316
MEM 86.765625 1650176367.0436
MEM 86.765625 1650176367.1556
MEM 86.765625 1650176367.2666
MEM 86.765625 1650176367.3776
MEM 86.765625 1650176367.4876
MEM 86.765625 1650176367.5996
MEM 93.535156 1650176367.7096
MEM 86.375000 1650176367.8196
MEM 86.679688 1650176367.9296
MEM 86.679688 1650176368.0406
MEM 86.679688 1650176368.1527
MEM 86.527344 1650176368.2626
MEM 86.765625 1650176368.3726
MEM 86.765625 1650176368.4836
MEM 86.765625 1650176368.5956
MEM 86.765625 1650176368.7056
MEM 86.765625 1650176368.8166
MEM 86.765625 1650176368.9276
MEM 86.765625 1650176369.0396
MEM 93.488281 1650176369.1496
MEM 86.375000 1650176369.2606
MEM 86.679688 1650176369.3696
MEM 86.679688 1650176369.4806
MEM 86.679688 1650176369.5916
MEM 85.878906 1650176369.7036
MEM 86.683594 1650176369.8146
MEM 86.765625 1650176369.9266
MEM 86.765625 1650176370.0386
MEM 86.765625 1650176370.1496
MEM 86.765625 1650176370.2606
MEM 86.765625 1650176370.3716
MEM 86.765625 1650176370.4816
MEM 86.765625 1650176370.5936
MEM 86.273438 1650176370.7046
