CMDLINE C:\Users\anatolii\AppData\Local\Programs\Python\Python39\python.exe mtest_simpleplots.py
MEM 86.234375 1644774493.8925
MEM 86.234375 1644774494.0036
MEM 101.093750 1644774494.1157
MEM 85.535156 1644774494.2278
MEM 86.238281 1644774494.3379
MEM 86.238281 1644774494.4500
MEM 86.238281 1644774494.5601
MEM 85.792969 1644774494.6702
MEM 86.199219 1644774494.7813
MEM 86.199219 1644774494.8914
MEM 85.792969 1644774495.0025
MEM 86.199219 1644774495.1146
MEM 86.199219 1644774495.2247
MEM 86.199219 1644774495.3368
MEM 85.792969 1644774495.4489
MEM 85.558594 1644774495.5600
MEM 86.214844 1644774495.6712
MEM 86.214844 1644774495.7833
MEM 110.015625 1644774495.8954
MEM 86.042969 1644774496.0075
MEM 86.203125 1644774496.1196
MEM 86.203125 1644774496.2307
MEM 86.042969 1644774496.3418
MEM 86.199219 1644774496.4529
MEM 86.199219 1644774496.5630
MEM 105.371094 1644774496.6751
MEM 85.535156 1644774496.7863
MEM 86.199219 1644774496.8984
MEM 86.199219 1644774497.0105
MEM 86.199219 1644774497.1216
MEM 85.792969 1644774497.2337
MEM 86.199219 1644774497.3458
MEM 86.199219 1644774497.4559
MEM 85.792969 1644774497.5680
MEM 86.199219 1644774497.6791
MEM 86.199219 1644774497.7882
MEM 86.199219 1644774497.8993
MEM 63.273438 1644774498.0114
MEM 85.960938 1644774498.1226
MEM 86.203125 1644774498.2337
MEM 86.203125 1644774498.3448
MEM 85.878906 1644774498.4549
MEM 86.042969 1644774498.5650
MEM 86.246094 1644774498.6771
MEM 86.246094 1644774498.7882
MEM 86.042969 1644774498.8983
MEM 86.199219 1644774499.0094
MEM 86.199219 1644774499.1215
MEM 93.121094 1644774499.2326
MEM 85.535156 1644774499.3427
MEM 86.218750 1644774499.4538
MEM 86.218750 1644774499.5659
MEM 86.218750 1644774499.6760
MEM 85.792969 1644774499.7876
MEM 86.246094 1644774499.8987
MEM 86.246094 1644774500.0088
MEM 85.792969 1644774500.1199
MEM 86.199219 1644774500.2310
MEM 86.199219 1644774500.3431
MEM 85.937500 1644774500.4552
MEM 63.199219 1644774500.5673
MEM 85.960938 1644774500.6791
MEM 86.230469 1644774500.7912
MEM 86.230469 1644774500.9023
MEM 85.792969 1644774501.0144
MEM 86.253906 1644774501.1265
MEM 86.253906 1644774501.2366
MEM 86.253906 1644774501.3477
MEM 86.042969 1644774501.4592
MEM 86.246094 1644774501.5713
MEM 86.246094 1644774501.6834
MEM 93.121094 1644774501.7955
MEM 85.542969 1644774501.9066
MEM 86.207031 1644774502.0177
MEM 86.207031 1644774502.1288
MEM 92.285156 1644774502.2409
MEM 86.042969 1644774502.3530
MEM 86.199219 1644774502.4651
MEM 86.199219 1644774502.5772
MEM 85.792969 1644774502.6883
MEM 86.199219 1644774502.8004
MEM 86.199219 1644774502.9125
MEM 98.687500 1644774503.0247
MEM 85.246094 1644774503.1368
MEM 86.210938 1644774503.2489
MEM 86.210938 1644774503.3590
MEM 86.210938 1644774503.4701
MEM 85.792969 1644774503.5802
MEM 86.246094 1644774503.6923
MEM 86.246094 1644774503.8044
MEM 85.792969 1644774503.9155
MEM 86.250000 1644774504.0276
MEM 86.250000 1644774504.1387
MEM 86.250000 1644774504.2508
MEM 85.792969 1644774504.3629
MEM 85.957031 1644774504.4740
MEM 86.238281 1644774504.5861
MEM 86.238281 1644774504.6962
MEM 85.792969 1644774504.8083
MEM 86.042969 1644774504.9204
MEM 86.199219 1644774505.0325
MEM 86.199219 1644774505.1436
MEM 86.042969 1644774505.2547
MEM 86.199219 1644774505.3658
MEM 86.199219 1644774505.4779
MEM 93.121094 1644774505.5890
MEM 85.535156 1644774505.7011
MEM 86.226562 1644774505.8122
MEM 86.226562 1644774505.9233
MEM 86.226562 1644774506.0354
MEM 85.792969 1644774506.1475
MEM 86.214844 1644774506.2596
MEM 86.214844 1644774506.3697
MEM 85.792969 1644774506.4818
MEM 86.199219 1644774506.5909
MEM 86.199219 1644774506.7000
MEM 86.199219 1644774506.8121
MEM 62.355469 1644774506.9220
MEM 85.960938 1644774507.0361
MEM 86.238281 1644774507.1452
MEM 86.238281 1644774507.2573
MEM 85.792969 1644774507.3694
MEM 86.199219 1644774507.4795
MEM 86.199219 1644774507.5896
MEM 86.199219 1644774507.7007
MEM 86.042969 1644774507.8128
MEM 86.199219 1644774507.9239
MEM 86.199219 1644774508.0340
MEM 93.121094 1644774508.1461
MEM 85.542969 1644774508.2582
MEM 86.222656 1644774508.3683
MEM 86.222656 1644774508.4794
MEM 94.875000 1644774508.5915
MEM 86.042969 1644774508.7026
MEM 86.242188 1644774508.8137
MEM 86.242188 1644774508.9218
MEM 85.792969 1644774509.0339
MEM 86.199219 1644774509.1460
MEM 86.199219 1644774509.2576
MEM 97.402344 1644774509.3687
MEM 85.246094 1644774509.4809
MEM 86.210938 1644774509.5905
MEM 86.210938 1644774509.7006
MEM 86.210938 1644774509.8117
MEM 85.792969 1644774509.9218
MEM 86.199219 1644774510.0339
MEM 86.199219 1644774510.1460
MEM 85.792969 1644774510.2571
MEM 86.199219 1644774510.3682
MEM 86.199219 1644774510.4783
MEM 86.199219 1644774510.5894
MEM 85.792969 1644774510.7015
MEM 85.683594 1644774510.8116
MEM 86.253906 1644774510.9217
MEM 86.253906 1644774511.0323
MEM 112.730469 1644774511.1433
MEM 86.042969 1644774511.2542
MEM 86.210938 1644774511.3662
MEM 86.210938 1644774511.4762
MEM 86.042969 1644774511.5873
MEM 86.199219 1644774511.6993
MEM 86.199219 1644774511.8093
MEM 99.679688 1644774511.9203
MEM 85.535156 1644774512.0323
MEM 86.242188 1644774512.1443
MEM 86.242188 1644774512.2543
MEM 86.242188 1644774512.3643
MEM 85.792969 1644774512.4764
MEM 86.246094 1644774512.5885
MEM 86.246094 1644774512.6996
MEM 85.792969 1644774512.8117
MEM 86.238281 1644774512.9228
MEM 86.238281 1644774513.0349
MEM 90.500000 1644774513.1470
MEM 83.703125 1644774513.2591
MEM 85.960938 1644774513.3692
MEM 86.250000 1644774513.4793
MEM 86.250000 1644774513.5914
MEM 85.792969 1644774513.7035
MEM 86.230469 1644774513.8146
MEM 86.230469 1644774513.9267
MEM 86.230469 1644774514.0378
MEM 86.042969 1644774514.1499
MEM 86.199219 1644774514.2620
MEM 86.199219 1644774514.3741
MEM 93.121094 1644774514.4862
MEM 85.558594 1644774514.6023
MEM 86.214844 1644774514.7094
MEM 86.214844 1644774514.8215
MEM 98.039062 1644774514.9336
MEM 86.042969 1644774515.0457
MEM 86.199219 1644774515.1568
MEM 86.199219 1644774515.2689
MEM 85.792969 1644774515.3810
MEM 86.234375 1644774515.4931
MEM 86.234375 1644774515.6042
MEM 100.441406 1644774515.7163
MEM 85.535156 1644774515.8284
MEM 86.238281 1644774515.9395
MEM 86.238281 1644774516.0506
MEM 86.238281 1644774516.1627
MEM 85.792969 1644774516.2748
MEM 86.214844 1644774516.3869
MEM 86.214844 1644774516.4990
MEM 85.792969 1644774516.6081
MEM 86.199219 1644774516.7192
MEM 86.199219 1644774516.8313
MEM 86.199219 1644774516.9434
MEM 56.492188 1644774517.0535
MEM 85.960938 1644774517.1656
MEM 86.246094 1644774517.2767
MEM 86.246094 1644774517.3878
MEM 85.878906 1644774517.4999
MEM 86.199219 1644774517.6120
MEM 86.199219 1644774517.7242
MEM 86.199219 1644774517.8363
MEM 86.042969 1644774517.9484
MEM 86.238281 1644774518.0605
MEM 86.238281 1644774518.1716
MEM 93.121094 1644774518.2827
MEM 85.542969 1644774518.3998
MEM 86.253906 1644774518.5059
MEM 86.253906 1644774518.6170
MEM 86.253906 1644774518.7291
MEM 86.042969 1644774518.8412
MEM 86.257812 1644774518.9533
MEM 86.257812 1644774519.0644
MEM 85.792969 1644774519.1755
MEM 86.257812 1644774519.2876
MEM 86.257812 1644774519.3987
MEM 94.917969 1644774519.5098
MEM 85.160156 1644774519.6206
MEM 85.960938 1644774519.7317
MEM 86.234375 1644774519.8438
MEM 86.234375 1644774519.9529
MEM 85.792969 1644774520.0650
MEM 86.257812 1644774520.1771
MEM 86.257812 1644774520.2892
MEM 86.257812 1644774520.4003
MEM 86.238281 1644774520.5120
MEM 86.238281 1644774520.6221
MEM 86.238281 1644774520.7332
MEM 87.539062 1644774520.8453
MEM 85.558594 1644774520.9574
MEM 86.257812 1644774521.0685
MEM 86.257812 1644774521.1786
MEM 110.445312 1644774521.2907
MEM 86.042969 1644774521.4018
MEM 86.207031 1644774521.5139
MEM 86.207031 1644774521.6260
MEM 86.042969 1644774521.7361
MEM 86.199219 1644774521.8472
MEM 86.199219 1644774521.9593
MEM 106.097656 1644774522.0714
MEM 85.535156 1644774522.1823
MEM 86.218750 1644774522.2944
MEM 86.218750 1644774522.4065
MEM 86.218750 1644774522.5186
MEM 85.792969 1644774522.6307
MEM 86.238281 1644774522.7428
MEM 86.238281 1644774522.8549
MEM 85.792969 1644774522.9670
MEM 86.199219 1644774523.0791
MEM 86.199219 1644774523.1912
MEM 86.199219 1644774523.3023
MEM 61.214844 1644774523.4134
MEM 85.960938 1644774523.5245
MEM 86.207031 1644774523.6346
MEM 86.207031 1644774523.7457
MEM 85.878906 1644774523.8578
MEM 86.226562 1644774523.9699
MEM 86.226562 1644774524.0820
MEM 86.226562 1644774524.1941
MEM 86.042969 1644774524.3052
MEM 86.246094 1644774524.4153
MEM 86.246094 1644774524.5274
MEM 93.121094 1644774524.6385
MEM 85.535156 1644774524.7486
MEM 86.214844 1644774524.8597
MEM 86.214844 1644774524.9708
MEM 86.214844 1644774525.0809
MEM 86.078125 1644774525.1930
MEM 86.199219 1644774525.3051
MEM 86.199219 1644774525.4142
MEM 85.792969 1644774525.5253
MEM 86.199219 1644774525.6364
MEM 86.199219 1644774525.7485
MEM 88.449219 1644774525.8586
MEM 71.457031 1644774525.9707
MEM 85.960938 1644774526.0798
MEM 86.199219 1644774526.1909
MEM 86.199219 1644774526.3010
MEM 85.792969 1644774526.4121
MEM 86.257812 1644774526.5222
MEM 86.257812 1644774526.6313
MEM 86.257812 1644774526.7424
MEM 86.042969 1644774526.8545
MEM 86.242188 1644774526.9656
MEM 86.242188 1644774527.0747
MEM 93.121094 1644774527.1868
MEM 85.539062 1644774527.2989
MEM 86.238281 1644774527.4110
MEM 86.238281 1644774527.5211
MEM 86.238281 1644774527.6302
MEM 85.851562 1644774527.7413
MEM 86.199219 1644774527.8534
MEM 86.199219 1644774527.9655
MEM 85.792969 1644774528.0766
MEM 86.199219 1644774528.1887
MEM 86.199219 1644774528.2998
MEM 89.539062 1644774528.4099
MEM 85.160156 1644774528.5261
MEM 85.960938 1644774528.6362
MEM 86.222656 1644774528.7433
MEM 86.222656 1644774528.8554
MEM 85.792969 1644774528.9675
MEM 86.253906 1644774529.0796
MEM 86.253906 1644774529.1907
MEM 86.253906 1644774529.3018
MEM 86.042969 1644774529.4139
MEM 86.238281 1644774529.5255
MEM 86.238281 1644774529.6366
MEM 85.792969 1644774529.7477
MEM 85.558594 1644774529.8588
MEM 86.238281 1644774529.9709
MEM 86.238281 1644774530.0830
MEM 85.792969 1644774530.1951
MEM 86.042969 1644774530.3073
MEM 86.199219 1644774530.4194
MEM 86.199219 1644774530.5305
MEM 86.042969 1644774530.6416
MEM 86.199219 1644774530.7537
MEM 86.199219 1644774530.8658
MEM 93.121094 1644774530.9769
MEM 85.535156 1644774531.0890
MEM 86.203125 1644774531.2011
MEM 86.203125 1644774531.3122
MEM 86.203125 1644774531.4243
MEM 85.792969 1644774531.5364
MEM 86.253906 1644774531.6485
MEM 86.253906 1644774531.7596
MEM 85.792969 1644774531.8687
MEM 86.199219 1644774531.9808
MEM 86.199219 1644774532.0909
MEM 86.199219 1644774532.2005
MEM 63.402344 1644774532.3112
MEM 85.960938 1644774532.4223
MEM 86.238281 1644774532.5334
MEM 86.238281 1644774532.6455
MEM 85.792969 1644774532.7576
MEM 86.199219 1644774532.8687
MEM 86.199219 1644774532.9788
MEM 86.199219 1644774533.0899
MEM 86.042969 1644774533.2020
MEM 86.199219 1644774533.3141
MEM 86.199219 1644774533.4252
MEM 93.121094 1644774533.5403
MEM 85.539062 1644774533.6504
MEM 86.250000 1644774533.7615
MEM 86.250000 1644774533.8726
MEM 88.042969 1644774533.9847
MEM 86.042969 1644774534.0968
MEM 86.246094 1644774534.2069
MEM 86.246094 1644774534.3190
MEM 85.792969 1644774534.4301
MEM 86.238281 1644774534.5402
MEM 86.238281 1644774534.6463
MEM 91.890625 1644774534.7564
MEM 85.031250 1644774534.8675
MEM 85.960938 1644774534.9756
MEM 86.250000 1644774535.0867
MEM 86.250000 1644774535.1978
MEM 85.792969 1644774535.3089
MEM 86.199219 1644774535.4190
MEM 86.199219 1644774535.5301
MEM 86.199219 1644774535.6422
MEM 86.042969 1644774535.7543
MEM 86.199219 1644774535.8664
MEM 86.199219 1644774535.9785
MEM 93.121094 1644774536.0906
MEM 85.558594 1644774536.2004
MEM 86.246094 1644774536.3115
MEM 86.246094 1644774536.4216
MEM 97.199219 1644774536.5337
MEM 86.042969 1644774536.6448
MEM 86.257812 1644774536.7559
MEM 86.257812 1644774536.8670
MEM 85.792969 1644774536.9781
MEM 86.250000 1644774537.0892
MEM 86.250000 1644774537.2003
MEM 98.222656 1644774537.3124
MEM 85.246094 1644774537.4235
MEM 86.167969 1644774537.5356
MEM 86.199219 1644774537.6477
MEM 86.199219 1644774537.7598
MEM 85.792969 1644774537.8709
MEM 86.199219 1644774537.9825
MEM 86.199219 1644774538.0946
MEM 85.792969 1644774538.2067
MEM 86.199219 1644774538.3188
MEM 86.199219 1644774538.4289
MEM 86.199219 1644774538.5410
MEM 85.792969 1644774538.6531
MEM 85.812500 1644774538.7652
MEM 86.210938 1644774538.8773
MEM 86.210938 1644774538.9874
MEM 85.792969 1644774539.0995
MEM 86.042969 1644774539.2116
MEM 86.250000 1644774539.3227
MEM 86.250000 1644774539.4338
MEM 86.042969 1644774539.5439
MEM 86.250000 1644774539.6550
MEM 86.250000 1644774539.7671
MEM 93.121094 1644774539.8793
MEM 85.535156 1644774539.9881
MEM 86.242188 1644774540.1001
MEM 86.242188 1644774540.2101
MEM 86.242188 1644774540.3211
MEM 85.792969 1644774540.4312
MEM 86.257812 1644774540.5422
MEM 86.257812 1644774540.6512
MEM 85.792969 1644774540.7622
MEM 86.199219 1644774540.8732
MEM 86.199219 1644774540.9841
MEM 86.199219 1644774541.0951
MEM 59.925781 1644774541.2081
MEM 85.960938 1644774541.3171
MEM 86.226562 1644774541.4281
MEM 86.226562 1644774541.5393
MEM 85.875000 1644774541.6512
MEM 86.042969 1644774541.7612
MEM 86.203125 1644774541.8733
MEM 86.203125 1644774541.9831
MEM 86.042969 1644774542.0931
MEM 86.199219 1644774542.2041
MEM 86.199219 1644774542.3151
MEM 93.121094 1644774542.4241
MEM 85.535156 1644774542.5340
MEM 86.250000 1644774542.6450
MEM 86.250000 1644774542.7552
MEM 86.250000 1644774542.8662
MEM 85.792969 1644774542.9761
MEM 86.199219 1644774543.0861
MEM 86.199219 1644774543.1971
MEM 85.792969 1644774543.3081
MEM 86.253906 1644774543.4191
MEM 86.253906 1644774543.5291
MEM 86.253906 1644774543.6402
MEM 58.160156 1644774543.7522
