CMDLINE C:\Users\anatolii\AppData\Local\Programs\Python\Python39\python.exe mtest_simpleplots.py
MEM 85.960938 1644774543.8630
MEM 86.246094 1644774543.9732
MEM 86.246094 1644774544.0841
MEM 85.878906 1644774544.1941
MEM 86.238281 1644774544.3061
MEM 86.238281 1644774544.4171
MEM 86.238281 1644774544.5281
MEM 86.042969 1644774544.6362
MEM 86.199219 1644774544.7472
MEM 86.199219 1644774544.8592
MEM 93.121094 1644774544.9704
MEM 85.535156 1644774545.0807
MEM 86.230469 1644774545.1928
MEM 86.230469 1644774545.3039
MEM 86.230469 1644774545.4140
MEM 86.078125 1644774545.5251
MEM 86.199219 1644774545.6362
MEM 86.199219 1644774545.7473
MEM 85.792969 1644774545.8594
MEM 86.257812 1644774545.9715
MEM 86.257812 1644774546.0826
MEM 93.285156 1644774546.1947
MEM 85.160156 1644774546.3068
MEM 85.960938 1644774546.4159
MEM 86.242188 1644774546.5270
MEM 86.242188 1644774546.6381
MEM 85.792969 1644774546.7482
MEM 86.246094 1644774546.8583
MEM 86.246094 1644774546.9694
MEM 86.246094 1644774547.0815
MEM 86.042969 1644774547.1916
MEM 86.199219 1644774547.3037
MEM 86.199219 1644774547.4148
MEM 93.121094 1644774547.5259
MEM 85.558594 1644774547.6370
MEM 86.207031 1644774547.7471
MEM 86.207031 1644774547.8592
MEM 105.593750 1644774547.9713
MEM 86.042969 1644774548.0834
MEM 86.238281 1644774548.1955
MEM 86.238281 1644774548.3066
MEM 85.851562 1644774548.4167
MEM 86.242188 1644774548.5258
MEM 86.242188 1644774548.6369
MEM 99.906250 1644774548.7470
MEM 85.246094 1644774548.8561
MEM 86.050781 1644774548.9662
MEM 86.257812 1644774549.0773
MEM 86.257812 1644774549.1894
MEM 85.792969 1644774549.3015
MEM 86.250000 1644774549.4126
MEM 86.250000 1644774549.5227
MEM 85.792969 1644774549.6338
MEM 86.199219 1644774549.7459
MEM 86.199219 1644774549.8580
MEM 86.199219 1644774549.9701
MEM 59.285156 1644774550.0822
MEM 85.960938 1644774550.1933
MEM 86.234375 1644774550.3054
MEM 86.234375 1644774550.4165
MEM 85.878906 1644774550.5286
MEM 86.257812 1644774550.6407
MEM 86.257812 1644774550.7528
MEM 86.257812 1644774550.8649
MEM 86.042969 1644774550.9770
MEM 86.253906 1644774551.0891
MEM 86.253906 1644774551.2012
MEM 93.121094 1644774551.3133
MEM 85.542969 1644774551.4243
MEM 86.246094 1644774551.5364
MEM 86.246094 1644774551.6465
MEM 86.503906 1644774551.7586
MEM 86.042969 1644774551.8707
MEM 86.199219 1644774551.9818
MEM 86.199219 1644774552.0909
MEM 85.792969 1644774552.2025
MEM 86.242188 1644774552.3136
MEM 86.242188 1644774552.4247
MEM 93.394531 1644774552.5348
MEM 81.605469 1644774552.6469
MEM 85.960938 1644774552.7570
MEM 86.246094 1644774552.8691
MEM 86.246094 1644774552.9812
MEM 85.792969 1644774553.0933
MEM 86.199219 1644774553.2034
MEM 86.199219 1644774553.3155
MEM 86.199219 1644774553.4276
MEM 86.042969 1644774553.5387
MEM 86.253906 1644774553.6508
MEM 86.253906 1644774553.7630
MEM 85.792969 1644774553.8751
MEM 85.972656 1644774553.9872
MEM 86.257812 1644774554.0983
MEM 86.257812 1644774554.2094
MEM 85.792969 1644774554.3215
MEM 86.042969 1644774554.4326
MEM 86.250000 1644774554.5417
MEM 86.250000 1644774554.6522
MEM 86.042969 1644774554.7602
MEM 86.234375 1644774554.8722
MEM 86.234375 1644774554.9833
MEM 93.121094 1644774555.0931
MEM 85.535156 1644774555.2051
MEM 86.218750 1644774555.3161
MEM 86.218750 1644774555.4271
MEM 86.218750 1644774555.5391
MEM 85.792969 1644774555.6492
MEM 86.199219 1644774555.7602
MEM 86.199219 1644774555.8702
MEM 85.792969 1644774555.9801
MEM 86.250000 1644774556.0911
MEM 86.250000 1644774556.2031
MEM 86.250000 1644774556.3131
MEM 61.589844 1644774556.4241
MEM 85.960938 1644774556.5371
MEM 86.222656 1644774556.6471
MEM 86.222656 1644774556.7582
MEM 85.878906 1644774556.8692
MEM 86.226562 1644774556.9792
MEM 86.226562 1644774557.0901
MEM 86.226562 1644774557.2012
MEM 86.042969 1644774557.3111
MEM 86.199219 1644774557.4221
MEM 86.199219 1644774557.5331
MEM 93.121094 1644774557.6442
MEM 85.535156 1644774557.7563
MEM 86.257812 1644774557.8673
MEM 86.257812 1644774557.9772
MEM 86.257812 1644774558.0882
MEM 85.792969 1644774558.1991
MEM 86.250000 1644774558.3072
MEM 86.250000 1644774558.4181
MEM 85.792969 1644774558.5281
MEM 86.242188 1644774558.6401
MEM 86.242188 1644774558.7512
MEM 86.242188 1644774558.8612
MEM 66.183594 1644774558.9712
MEM 85.960938 1644774559.0823
MEM 86.199219 1644774559.1941
MEM 86.199219 1644774559.3041
MEM 85.792969 1644774559.4151
MEM 86.234375 1644774559.5261
MEM 86.234375 1644774559.6351
MEM 86.234375 1644774559.7471
MEM 86.042969 1644774559.8572
MEM 86.242188 1644774559.9693
MEM 86.242188 1644774560.0804
MEM 93.121094 1644774560.1912
MEM 85.539062 1644774560.3081
MEM 86.253906 1644774560.4131
MEM 86.253906 1644774560.5221
MEM 86.253906 1644774560.6331
MEM 85.847656 1644774560.7441
MEM 86.199219 1644774560.8552
MEM 86.199219 1644774560.9662
MEM 85.792969 1644774561.0762
MEM 86.199219 1644774561.1881
MEM 86.199219 1644774561.2991
MEM 87.050781 1644774561.4112
MEM 69.273438 1644774561.5233
MEM 85.960938 1644774561.6341
MEM 86.246094 1644774561.7441
MEM 86.246094 1644774561.8541
MEM 85.878906 1644774561.9652
MEM 86.210938 1644774562.0762
MEM 86.210938 1644774562.1881
MEM 86.210938 1644774562.2971
MEM 86.042969 1644774562.4081
MEM 86.250000 1644774562.5181
MEM 86.250000 1644774562.6291
MEM 93.121094 1644774562.7401
MEM 85.535156 1644774562.8501
MEM 86.250000 1644774562.9622
MEM 86.250000 1644774563.0743
MEM 86.250000 1644774563.1864
MEM 85.917969 1644774563.2975
MEM 86.199219 1644774563.4096
MEM 86.199219 1644774563.5207
MEM 85.792969 1644774563.6328
MEM 86.257812 1644774563.7449
MEM 86.257812 1644774563.8570
MEM 90.390625 1644774563.9691
MEM 75.269531 1644774564.0782
MEM 85.960938 1644774564.1883
MEM 86.199219 1644774564.2994
MEM 86.199219 1644774564.4115
MEM 85.792969 1644774564.5216
MEM 86.210938 1644774564.6317
MEM 86.210938 1644774564.7428
MEM 86.210938 1644774564.8549
MEM 86.042969 1644774564.9650
MEM 86.238281 1644774565.0771
MEM 86.238281 1644774565.1882
MEM 93.121094 1644774565.2993
MEM 85.546875 1644774565.4104
MEM 86.210938 1644774565.5225
MEM 86.210938 1644774565.6346
MEM 93.511719 1644774565.7467
MEM 86.042969 1644774565.8578
MEM 86.199219 1644774565.9689
MEM 86.199219 1644774566.0810
MEM 85.792969 1644774566.1931
MEM 86.199219 1644774566.3052
MEM 86.199219 1644774566.4173
MEM 99.554688 1644774566.5284
MEM 85.246094 1644774566.6385
MEM 85.960938 1644774566.7486
MEM 86.234375 1644774566.8597
MEM 86.234375 1644774566.9678
MEM 85.792969 1644774567.0779
MEM 86.218750 1644774567.1890
MEM 86.218750 1644774567.3011
MEM 86.218750 1644774567.4122
MEM 86.238281 1644774567.5243
MEM 86.238281 1644774567.6354
MEM 86.238281 1644774567.7475
MEM 85.792969 1644774567.8596
MEM 85.832031 1644774567.9707
MEM 86.214844 1644774568.0828
MEM 86.214844 1644774568.1949
MEM 85.792969 1644774568.3060
MEM 86.042969 1644774568.4181
MEM 86.234375 1644774568.5302
MEM 86.234375 1644774568.6423
MEM 86.042969 1644774568.7544
MEM 86.242188 1644774568.8666
MEM 86.242188 1644774568.9777
MEM 93.121094 1644774569.0888
MEM 85.539062 1644774569.2009
MEM 86.250000 1644774569.3130
MEM 86.250000 1644774569.4241
MEM 85.792969 1644774569.5362
MEM 86.042969 1644774569.6483
MEM 86.210938 1644774569.7604
MEM 86.210938 1644774569.8715
MEM 85.792969 1644774569.9826
MEM 86.199219 1644774570.0947
MEM 86.199219 1644774570.2038
MEM 90.238281 1644774570.3139
MEM 82.121094 1644774570.4245
MEM 85.960938 1644774570.5386
MEM 86.253906 1644774570.6457
MEM 86.253906 1644774570.7578
MEM 85.792969 1644774570.8689
MEM 86.234375 1644774570.9810
MEM 86.234375 1644774571.0931
MEM 86.234375 1644774571.2052
MEM 86.042969 1644774571.3163
MEM 86.238281 1644774571.4284
MEM 86.238281 1644774571.5405
MEM 93.121094 1644774571.6516
MEM 85.558594 1644774571.7637
MEM 86.199219 1644774571.8748
MEM 86.199219 1644774571.9859
MEM 103.808594 1644774572.0980
MEM 86.042969 1644774572.2091
MEM 86.234375 1644774572.3212
MEM 86.234375 1644774572.4333
MEM 85.792969 1644774572.5434
MEM 86.234375 1644774572.6555
MEM 86.234375 1644774572.7676
MEM 100.101562 1644774572.8787
MEM 85.160156 1644774572.9908
MEM 86.199219 1644774573.1009
MEM 86.199219 1644774573.2120
MEM 86.199219 1644774573.3241
MEM 85.792969 1644774573.4351
MEM 86.199219 1644774573.5472
MEM 86.199219 1644774573.6593
MEM 85.792969 1644774573.7714
MEM 86.257812 1644774573.8835
MEM 86.257812 1644774573.9947
MEM 86.257812 1644774574.1058
MEM 85.792969 1644774574.2179
MEM 85.746094 1644774574.3300
MEM 86.230469 1644774574.4411
MEM 86.230469 1644774574.5522
MEM 85.792969 1644774574.6633
MEM 86.042969 1644774574.7754
MEM 86.199219 1644774574.8875
MEM 86.199219 1644774574.9996
MEM 86.042969 1644774575.1107
MEM 86.253906 1644774575.2228
MEM 86.253906 1644774575.3349
MEM 93.121094 1644774575.4470
MEM 85.535156 1644774575.5591
MEM 86.214844 1644774575.6712
MEM 86.214844 1644774575.7833
MEM 85.792969 1644774575.8954
MEM 86.042969 1644774576.0075
MEM 86.199219 1644774576.1186
MEM 86.199219 1644774576.2307
MEM 85.792969 1644774576.3408
MEM 86.199219 1644774576.4519
MEM 86.199219 1644774576.5630
MEM 92.445312 1644774576.6741
MEM 85.089844 1644774576.7852
MEM 85.960938 1644774576.8953
MEM 86.199219 1644774577.0064
MEM 86.199219 1644774577.1165
MEM 85.792969 1644774577.2286
MEM 86.222656 1644774577.3397
MEM 86.222656 1644774577.4518
MEM 86.222656 1644774577.5639
MEM 86.042969 1644774577.6750
MEM 86.238281 1644774577.7871
MEM 86.238281 1644774577.8992
MEM 93.121094 1644774578.0103
MEM 85.558594 1644774578.1224
MEM 86.226562 1644774578.2325
MEM 86.226562 1644774578.3446
MEM 102.554688 1644774578.4547
MEM 86.042969 1644774578.5668
MEM 86.253906 1644774578.6779
MEM 86.253906 1644774578.7890
MEM 85.855469 1644774578.9011
MEM 86.242188 1644774579.0132
MEM 86.242188 1644774579.1253
MEM 103.093750 1644774579.2364
MEM 85.535156 1644774579.3482
MEM 86.238281 1644774579.4603
MEM 86.238281 1644774579.5704
MEM 86.238281 1644774579.6825
MEM 85.792969 1644774579.7946
MEM 86.242188 1644774579.9067
MEM 86.242188 1644774580.0188
MEM 85.792969 1644774580.1309
MEM 86.238281 1644774580.2405
MEM 86.238281 1644774580.3516
MEM 86.238281 1644774580.4637
MEM 85.796875 1644774580.5748
