CMDLINE C:\Users\anatolii\AppData\Local\Programs\Python\Python39\python.exe mtest_matplotlib.py
MEM 654.886719 1644774686.7812
MEM 655.468750 1644774686.8903
MEM 655.468750 1644774686.9994
MEM 655.468750 1644774687.1115
MEM 655.468750 1644774687.2226
MEM 655.910156 1644774687.3337
MEM 655.910156 1644774687.4438
MEM 655.910156 1644774687.5539
MEM 655.910156 1644774687.6660
MEM 655.910156 1644774687.7771
MEM 655.910156 1644774687.8872
MEM 655.910156 1644774687.9973
MEM 655.910156 1644774688.1084
MEM 680.453125 1644774688.2205
MEM 794.515625 1644774688.3316
MEM 794.515625 1644774688.4427
MEM 794.515625 1644774688.5513
MEM 794.703125 1644774688.6617
MEM 795.902344 1644774688.7737
MEM 795.902344 1644774688.8836
MEM 795.902344 1644774688.9946
MEM 795.902344 1644774689.1046
MEM 796.339844 1644774689.2133
MEM 796.339844 1644774689.3224
MEM 796.339844 1644774689.4325
MEM 796.339844 1644774689.5436
MEM 796.339844 1644774689.6547
MEM 796.339844 1644774689.7658
MEM 796.339844 1644774689.8749
MEM 796.339844 1644774689.9850
MEM 804.640625 1644774690.0951
MEM 924.214844 1644774690.2052
MEM 933.195312 1644774690.3173
MEM 933.195312 1644774690.4274
MEM 933.203125 1644774690.5395
MEM 934.300781 1644774690.6474
MEM 934.300781 1644774690.7560
MEM 934.300781 1644774690.8670
MEM 934.300781 1644774690.9779
MEM 934.738281 1644774691.0880
MEM 934.738281 1644774691.1961
MEM 934.738281 1644774691.3009
MEM 934.738281 1644774691.4060
MEM 934.738281 1644774691.5171
MEM 934.738281 1644774691.6282
MEM 934.738281 1644774691.7373
MEM 934.738281 1644774691.8494
MEM 942.816406 1644774691.9615
MEM 1055.238281 1644774692.0716
MEM 1072.699219 1644774692.1817
MEM 1072.699219 1644774692.2918
MEM 1072.707031 1644774692.4029
MEM 1060.093750 1644774692.5150
MEM 1074.089844 1644774692.6251
MEM 1074.089844 1644774692.7352
MEM 1074.089844 1644774692.8473
MEM 1074.523438 1644774692.9584
MEM 1074.523438 1644774693.0695
MEM 1074.523438 1644774693.1806
MEM 1074.523438 1644774693.2927
MEM 1074.523438 1644774693.4038
MEM 1074.523438 1644774693.5159
MEM 1074.523438 1644774693.6260
MEM 1074.523438 1644774693.7381
MEM 1082.718750 1644774693.8502
MEM 1214.484375 1644774693.9613
MEM 1214.484375 1644774694.0714
MEM 1214.484375 1644774694.1835
MEM 1214.484375 1644774694.2946
MEM 1214.925781 1644774694.4067
MEM 1214.925781 1644774694.5178
MEM 1214.925781 1644774694.6299
MEM 1214.925781 1644774694.7420
MEM 1215.363281 1644774694.8541
MEM 1215.363281 1644774694.9652
MEM 1215.363281 1644774695.0773
MEM 1215.363281 1644774695.1895
MEM 1215.363281 1644774695.3016
MEM 1215.363281 1644774695.4137
MEM 1215.363281 1644774695.5258
MEM 1215.363281 1644774695.6379
MEM 1248.746094 1644774695.7500
MEM 1353.695312 1644774695.8611
MEM 1353.695312 1644774695.9732
MEM 1353.695312 1644774696.0853
MEM 1353.847656 1644774696.1964
MEM 1353.847656 1644774696.3075
MEM 1353.847656 1644774696.4186
MEM 1353.847656 1644774696.5307
MEM 1361.531250 1644774696.6428
MEM 1354.285156 1644774696.7529
MEM 1354.285156 1644774696.8640
MEM 1354.285156 1644774696.9751
MEM 1354.285156 1644774697.0862
MEM 1354.285156 1644774697.1973
MEM 1354.285156 1644774697.3084
MEM 1354.285156 1644774697.4205
MEM 1354.285156 1644774697.5326
MEM 1391.457031 1644774697.6447
MEM 1492.542969 1644774697.7568
MEM 1492.542969 1644774697.8689
MEM 1492.542969 1644774697.9810
MEM 1492.695312 1644774698.0921
MEM 1493.398438 1644774698.2032
MEM 1493.398438 1644774698.3153
MEM 1493.398438 1644774698.4274
MEM 1501.070312 1644774698.5365
MEM 1493.835938 1644774698.6446
MEM 1493.835938 1644774698.7537
MEM 1493.835938 1644774698.8643
MEM 1493.835938 1644774698.9754
MEM 1493.835938 1644774699.0865
MEM 1493.835938 1644774699.1986
MEM 1493.835938 1644774699.3107
MEM 1493.835938 1644774699.4208
MEM 1556.156250 1644774699.5299
MEM 1632.761719 1644774699.6407
MEM 1632.761719 1644774699.7518
MEM 1632.761719 1644774699.8639
MEM 1632.914062 1644774699.9740
MEM 1632.914062 1644774700.0851
MEM 1632.914062 1644774700.1972
MEM 1632.914062 1644774700.3083
MEM 1640.652344 1644774700.4189
MEM 1633.355469 1644774700.5293
MEM 1633.355469 1644774700.6404
MEM 1633.355469 1644774700.7525
MEM 1633.355469 1644774700.8646
MEM 1633.355469 1644774700.9767
MEM 1633.355469 1644774701.0888
MEM 1633.355469 1644774701.2009
MEM 1633.535156 1644774701.3100
MEM 664.261719 1644774701.4221
MEM 116.507812 1644774701.5342
MEM 230.695312 1644774701.6463
MEM 235.699219 1644774701.7564
MEM 235.699219 1644774701.8685
MEM 235.699219 1644774701.9796
MEM 227.000000 1644774702.0907
MEM 237.558594 1644774702.2028
MEM 237.558594 1644774702.3139
MEM 237.558594 1644774702.4240
MEM 237.992188 1644774702.5321
MEM 237.992188 1644774702.6422
MEM 237.992188 1644774702.7533
MEM 237.992188 1644774702.8634
MEM 237.992188 1644774702.9755
MEM 237.992188 1644774703.0866
MEM 237.992188 1644774703.1967
MEM 237.992188 1644774703.3088
MEM 238.253906 1644774703.4199
MEM 329.714844 1644774703.5320
MEM 377.566406 1644774703.6431
MEM 377.566406 1644774703.7542
MEM 377.566406 1644774703.8663
MEM 377.722656 1644774703.9784
MEM 377.722656 1644774704.0905
MEM 377.722656 1644774704.2026
MEM 377.722656 1644774704.3147
MEM 378.152344 1644774704.4268
MEM 378.160156 1644774704.5359
MEM 378.160156 1644774704.6450
MEM 378.160156 1644774704.7551
MEM 378.160156 1644774704.8662
MEM 378.160156 1644774704.9763
MEM 378.160156 1644774705.0864
MEM 378.160156 1644774705.1965
MEM 378.414062 1644774705.3066
MEM 473.031250 1644774705.4177
MEM 516.296875 1644774705.5288
MEM 516.296875 1644774705.6409
MEM 516.296875 1644774705.7520
MEM 490.421875 1644774705.8631
MEM 517.328125 1644774705.9752
MEM 517.328125 1644774706.0833
MEM 517.328125 1644774706.1944
MEM 517.765625 1644774706.3055
MEM 517.765625 1644774706.4166
MEM 517.765625 1644774706.5277
MEM 517.765625 1644774706.6378
MEM 517.765625 1644774706.7489
MEM 517.765625 1644774706.8601
MEM 517.765625 1644774706.9722
MEM 517.765625 1644774707.0813
MEM 532.656250 1644774707.1924
MEM 657.218750 1644774707.3035
MEM 657.218750 1644774707.4146
MEM 657.218750 1644774707.5267
MEM 657.218750 1644774707.6368
MEM 657.371094 1644774707.7484
MEM 657.371094 1644774707.8589
MEM 657.371094 1644774707.9709
MEM 665.003906 1644774708.0818
MEM 657.812500 1644774708.1929
MEM 657.812500 1644774708.3029
MEM 657.812500 1644774708.4129
MEM 657.812500 1644774708.5249
MEM 657.812500 1644774708.6349
MEM 657.812500 1644774708.7459
MEM 657.812500 1644774708.8559
MEM 657.812500 1644774708.9647
MEM 693.128906 1644774709.0768
MEM 796.785156 1644774709.1879
MEM 796.785156 1644774709.2965
MEM 796.785156 1644774709.4026
MEM 796.792969 1644774709.5077
MEM 796.945312 1644774709.6168
MEM 796.945312 1644774709.7279
MEM 796.945312 1644774709.8390
MEM 804.605469 1644774709.9501
MEM 797.382812 1644774710.0612
MEM 797.382812 1644774710.1713
MEM 797.382812 1644774710.2819
MEM 797.382812 1644774710.3929
MEM 797.382812 1644774710.5020
MEM 797.382812 1644774710.6129
MEM 797.382812 1644774710.7229
MEM 797.382812 1644774710.8339
MEM 808.914062 1644774710.9449
MEM 935.906250 1644774711.0559
MEM 935.906250 1644774711.1670
MEM 935.906250 1644774711.2770
MEM 935.914062 1644774711.3889
MEM 936.066406 1644774711.4980
MEM 936.066406 1644774711.6089
MEM 936.066406 1644774711.7199
MEM 943.695312 1644774711.8310
MEM 936.507812 1644774711.9409
MEM 936.507812 1644774712.0519
MEM 936.507812 1644774712.1629
MEM 936.507812 1644774712.2740
MEM 936.507812 1644774712.3859
MEM 936.507812 1644774712.4970
MEM 936.507812 1644774712.6079
MEM 936.507812 1644774712.7189
MEM 981.964844 1644774712.8299
MEM 1074.152344 1644774712.9399
MEM 1074.152344 1644774713.0509
MEM 1074.152344 1644774713.1609
MEM 1074.312500 1644774713.2710
MEM 1074.312500 1644774713.3820
MEM 1074.312500 1644774713.4941
MEM 1074.312500 1644774713.6049
MEM 1082.000000 1644774713.7169
MEM 1074.753906 1644774713.8267
MEM 1074.753906 1644774713.9378
MEM 1074.753906 1644774714.0499
MEM 1074.753906 1644774714.1621
MEM 1074.753906 1644774714.2742
MEM 1074.753906 1644774714.3853
MEM 1074.753906 1644774714.4954
MEM 1074.753906 1644774714.6055
MEM 1145.843750 1644774714.7146
MEM 1213.156250 1644774714.8247
MEM 1213.156250 1644774714.9358
MEM 1213.156250 1644774715.0469
MEM 1213.316406 1644774715.1570
MEM 1213.316406 1644774715.2691
MEM 1213.316406 1644774715.3802
MEM 1213.316406 1644774715.4913
MEM 1221.050781 1644774715.6034
MEM 1213.753906 1644774715.7135
MEM 1213.753906 1644774715.8246
MEM 1213.753906 1644774715.9367
MEM 1213.753906 1644774716.0478
MEM 1213.753906 1644774716.1599
MEM 1213.753906 1644774716.2680
MEM 1213.753906 1644774716.3791
MEM 1214.148438 1644774716.4902
MEM 1323.929688 1644774716.6023
MEM 1351.164062 1644774716.7124
MEM 1351.164062 1644774716.8245
MEM 1351.164062 1644774716.9346
MEM 1337.109375 1644774717.0467
MEM 1353.082031 1644774717.1568
MEM 1353.082031 1644774717.2669
MEM 1353.082031 1644774717.3790
MEM 1353.523438 1644774717.4891
MEM 1353.523438 1644774717.5992
MEM 1353.523438 1644774717.7103
MEM 1353.523438 1644774717.8224
MEM 1353.523438 1644774717.9345
MEM 1353.523438 1644774718.0466
MEM 1353.523438 1644774718.1577
MEM 1353.523438 1644774718.2698
MEM 1377.363281 1644774718.3819
MEM 1490.742188 1644774718.4930
MEM 1490.742188 1644774718.6041
MEM 1490.742188 1644774718.7162
MEM 1490.894531 1644774718.8283
MEM 1491.964844 1644774718.9404
MEM 1491.964844 1644774719.0525
MEM 1491.964844 1644774719.1636
MEM 1499.628906 1644774719.2747
MEM 1492.402344 1644774719.3868
MEM 1492.402344 1644774719.4969
MEM 1492.402344 1644774719.6080
MEM 1492.402344 1644774719.7191
MEM 1492.402344 1644774719.8292
MEM 1492.402344 1644774719.9413
MEM 1492.402344 1644774720.0534
MEM 1492.402344 1644774720.1655
MEM 1564.167969 1644774720.2736
MEM 1631.691406 1644774720.3847
MEM 1631.691406 1644774720.4958
MEM 1631.691406 1644774720.6059
MEM 1631.843750 1644774720.7170
MEM 1631.843750 1644774720.8281
MEM 1631.843750 1644774720.9392
MEM 1631.843750 1644774721.0503
MEM 1639.660156 1644774721.1594
MEM 1632.355469 1644774721.2687
MEM 1632.355469 1644774721.3808
MEM 1632.355469 1644774721.4914
MEM 1632.355469 1644774721.6025
MEM 1632.355469 1644774721.7136
MEM 1632.355469 1644774721.8257
MEM 1632.355469 1644774721.9378
MEM 1632.480469 1644774722.0499
MEM 243.242188 1644774722.1620
MEM 178.832031 1644774722.2731
MEM 236.128906 1644774722.3842
MEM 236.128906 1644774722.4943
MEM 236.128906 1644774722.6054
MEM 236.281250 1644774722.7139
MEM 239.000000 1644774722.8239
MEM 239.000000 1644774722.9349
MEM 239.000000 1644774723.0460
MEM 246.679688 1644774723.1581
MEM 239.507812 1644774723.2690
MEM 239.507812 1644774723.3811
MEM 239.507812 1644774723.4920
MEM 239.507812 1644774723.6039
MEM 239.507812 1644774723.7139
MEM 239.507812 1644774723.8249
MEM 239.507812 1644774723.9359
MEM 239.507812 1644774724.0449
MEM 247.679688 1644774724.1560
MEM 358.105469 1644774724.2670
MEM 379.171875 1644774724.3791
MEM 379.171875 1644774724.4880
MEM 379.171875 1644774724.5990
MEM 379.324219 1644774724.7099
MEM 379.324219 1644774724.8200
MEM 379.324219 1644774724.9311
MEM 379.324219 1644774725.0432
MEM 379.835938 1644774725.1533
MEM 379.835938 1644774725.2654
MEM 379.835938 1644774725.3765
MEM 379.835938 1644774725.4876
MEM 379.835938 1644774725.5977
MEM 379.835938 1644774725.7099
MEM 379.835938 1644774725.8189
MEM 379.835938 1644774725.9301
MEM 387.851562 1644774726.0422
MEM 504.660156 1644774726.1533
MEM 519.117188 1644774726.2624
MEM 519.117188 1644774726.3735
MEM 519.117188 1644774726.4836
MEM 519.269531 1644774726.5957
MEM 519.269531 1644774726.7068
MEM 519.269531 1644774726.8179
MEM 522.500000 1644774726.9290
MEM 519.785156 1644774727.0401
MEM 519.785156 1644774727.1522
MEM 519.785156 1644774727.2633
MEM 519.785156 1644774727.3744
MEM 519.785156 1644774727.4855
MEM 519.785156 1644774727.5966
MEM 519.785156 1644774727.7067
MEM 519.785156 1644774727.8168
MEM 549.445312 1644774727.9279
MEM 658.410156 1644774728.0380
MEM 658.410156 1644774728.1501
MEM 658.410156 1644774728.2602
MEM 658.562500 1644774728.3723
MEM 658.562500 1644774728.4814
MEM 658.562500 1644774728.5925
MEM 658.562500 1644774728.7036
MEM 666.382812 1644774728.8157
MEM 659.078125 1644774728.9258
MEM 659.078125 1644774729.0379
MEM 659.078125 1644774729.1490
MEM 659.078125 1644774729.2601
MEM 659.078125 1644774729.3702
MEM 659.078125 1644774729.4813
MEM 659.078125 1644774729.5934
MEM 659.210938 1644774729.7055
MEM 753.046875 1644774729.8176
MEM 796.132812 1644774729.9277
MEM 796.132812 1644774730.0388
MEM 796.132812 1644774730.1509
MEM 755.519531 1644774730.2630
MEM 799.761719 1644774730.3731
MEM 799.761719 1644774730.4852
MEM 799.761719 1644774730.5963
MEM 807.574219 1644774730.7074
MEM 800.296875 1644774730.8185
MEM 800.296875 1644774730.9296
MEM 800.296875 1644774731.0407
MEM 800.296875 1644774731.1528
MEM 800.296875 1644774731.2629
MEM 800.296875 1644774731.3730
MEM 800.296875 1644774731.4841
MEM 800.386719 1644774731.5952
MEM 890.269531 1644774731.7063
MEM 939.207031 1644774731.8174
MEM 939.207031 1644774731.9285
MEM 939.207031 1644774732.0406
MEM 939.367188 1644774732.1527
MEM 939.367188 1644774732.2633
MEM 939.367188 1644774732.3743
MEM 939.367188 1644774732.4844
MEM 939.867188 1644774732.5966
MEM 939.867188 1644774732.7077
MEM 939.867188 1644774732.8194
MEM 939.867188 1644774732.9285
MEM 939.867188 1644774733.0406
MEM 939.867188 1644774733.1517
MEM 939.867188 1644774733.2638
MEM 939.867188 1644774733.3749
MEM 948.062500 1644774733.4860
MEM 1070.085938 1644774733.5961
MEM 1078.546875 1644774733.7082
MEM 1078.546875 1644774733.8204
MEM 1078.546875 1644774733.9315
MEM 1078.699219 1644774734.0426
MEM 1078.699219 1644774734.1547
MEM 1078.699219 1644774734.2659
MEM 1086.433594 1644774734.3770
MEM 1079.210938 1644774734.4891
MEM 1079.210938 1644774734.5996
MEM 1079.210938 1644774734.7097
MEM 1079.210938 1644774734.8218
MEM 1079.210938 1644774734.9299
MEM 1079.210938 1644774735.0410
MEM 1079.210938 1644774735.1531
MEM 1079.210938 1644774735.2642
MEM 1126.621094 1644774735.3763
MEM 1219.566406 1644774735.4874
MEM 1219.566406 1644774735.5985
MEM 1219.566406 1644774735.7106
MEM 1219.718750 1644774735.8227
MEM 1219.718750 1644774735.9338
MEM 1219.718750 1644774736.0459
MEM 1219.718750 1644774736.1581
MEM 1227.539062 1644774736.2702
MEM 1220.234375 1644774736.3762
MEM 1220.234375 1644774736.4813
MEM 1220.234375 1644774736.5924
MEM 1220.234375 1644774736.7045
MEM 1220.234375 1644774736.8166
MEM 1220.234375 1644774736.9288
MEM 1220.234375 1644774737.0409
MEM 1220.234375 1644774737.1530
MEM 1294.359375 1644774737.2651
MEM 1359.175781 1644774737.3742
MEM 1359.175781 1644774737.4863
MEM 1359.175781 1644774737.5964
MEM 1359.328125 1644774737.7075
MEM 1360.050781 1644774737.8196
MEM 1360.050781 1644774737.9307
MEM 1360.050781 1644774738.0418
MEM 1367.871094 1644774738.1559
MEM 1360.566406 1644774738.2680
MEM 1360.566406 1644774738.3781
MEM 1360.566406 1644774738.4882
MEM 1360.566406 1644774738.6003
MEM 1360.566406 1644774738.7124
MEM 1360.566406 1644774738.8235
MEM 1360.566406 1644774738.9356
MEM 1360.566406 1644774739.0467
MEM 1442.617188 1644774739.1568
MEM 1498.472656 1644774739.2689
MEM 1498.472656 1644774739.3810
MEM 1498.472656 1644774739.4921
MEM 1455.351562 1644774739.6032
MEM 1498.683594 1644774739.7153
MEM 1498.683594 1644774739.8274
MEM 1498.683594 1644774739.9395
MEM 1499.214844 1644774740.0516
MEM 1499.214844 1644774740.1627
MEM 1499.214844 1644774740.2748
MEM 1499.214844 1644774740.3859
MEM 1499.214844 1644774740.4980
MEM 1499.214844 1644774740.6081
MEM 1499.214844 1644774740.7192
MEM 1499.214844 1644774740.8303
MEM 1507.390625 1644774740.9424
MEM 1631.199219 1644774741.0545
MEM 1637.343750 1644774741.1666
MEM 1637.343750 1644774741.2787
MEM 1637.343750 1644774741.3903
MEM 1639.511719 1644774741.5014
MEM 1639.511719 1644774741.6125
MEM 1639.511719 1644774741.7236
MEM 1639.511719 1644774741.8357
MEM 1640.039062 1644774741.9468
MEM 1640.039062 1644774742.0589
MEM 1640.039062 1644774742.1700
MEM 1640.039062 1644774742.2821
MEM 1640.039062 1644774742.3932
MEM 1640.039062 1644774742.5043
MEM 1640.039062 1644774742.6154
MEM 1640.039062 1644774742.7275
MEM 1632.812500 1644774742.8396
MEM 449.531250 1644774742.9517
MEM 150.894531 1644774743.0638
MEM 236.578125 1644774743.1749
MEM 236.578125 1644774743.2870
MEM 236.578125 1644774743.3991
MEM 236.730469 1644774743.5112
MEM 237.863281 1644774743.6223
MEM 237.863281 1644774743.7334
MEM 237.863281 1644774743.8445
MEM 237.863281 1644774743.9546
MEM 238.371094 1644774744.0656
MEM 238.371094 1644774744.1777
MEM 238.371094 1644774744.2898
MEM 238.371094 1644774744.3999
MEM 238.371094 1644774744.5120
MEM 238.371094 1644774744.6241
MEM 238.371094 1644774744.7352
MEM 238.371094 1644774744.8473
MEM 246.695312 1644774744.9584
MEM 366.179688 1644774745.0695
MEM 375.929688 1644774745.1806
MEM 375.929688 1644774745.2927
MEM 375.929688 1644774745.4038
MEM 378.578125 1644774745.5159
MEM 378.578125 1644774745.6280
MEM 378.578125 1644774745.7391
MEM 378.578125 1644774745.8502
MEM 379.105469 1644774745.9623
MEM 379.105469 1644774746.0734
MEM 379.105469 1644774746.1845
MEM 379.105469 1644774746.2956
MEM 379.105469 1644774746.4067
MEM 379.105469 1644774746.5178
MEM 379.105469 1644774746.6289
MEM 379.105469 1644774746.7380
MEM 387.109375 1644774746.8491
MEM 510.664062 1644774746.9602
MEM 517.765625 1644774747.0713
MEM 517.765625 1644774747.1824
MEM 517.773438 1644774747.2925
MEM 517.929688 1644774747.4046
MEM 517.929688 1644774747.5167
MEM 517.929688 1644774747.6278
MEM 525.660156 1644774747.7379
MEM 518.437500 1644774747.8480
MEM 518.437500 1644774747.9591
MEM 518.437500 1644774748.0712
MEM 518.437500 1644774748.1823
MEM 518.437500 1644774748.2914
MEM 518.437500 1644774748.4015
MEM 518.437500 1644774748.5116
MEM 518.437500 1644774748.6217
MEM 582.957031 1644774748.7338
MEM 654.875000 1644774748.8459
MEM 654.875000 1644774748.9580
MEM 654.875000 1644774749.0701
MEM 655.027344 1644774749.1812
MEM 656.113281 1644774749.2923
MEM 656.113281 1644774749.4044
MEM 656.113281 1644774749.5145
MEM 663.929688 1644774749.6256
MEM 656.621094 1644774749.7387
MEM 656.621094 1644774749.8488
MEM 656.621094 1644774749.9589
MEM 656.621094 1644774750.0700
MEM 656.621094 1644774750.1811
MEM 656.621094 1644774750.2922
MEM 656.621094 1644774750.4023
MEM 664.398438 1644774750.5134
MEM 775.875000 1644774750.6245
MEM 794.457031 1644774750.7366
MEM 794.457031 1644774750.8452
MEM 794.457031 1644774750.9553
MEM 786.496094 1644774751.0674
MEM 795.214844 1644774751.1775
MEM 795.214844 1644774751.2866
MEM 795.214844 1644774751.3977
MEM 795.734375 1644774751.5058
MEM 795.734375 1644774751.6179
MEM 795.734375 1644774751.7280
MEM 795.734375 1644774751.8401
MEM 795.734375 1644774751.9512
MEM 795.734375 1644774752.0633
MEM 795.734375 1644774752.1744
MEM 795.734375 1644774752.2865
MEM 803.949219 1644774752.3966
MEM 929.296875 1644774752.5088
MEM 933.992188 1644774752.6199
MEM 933.992188 1644774752.7310
MEM 934.000000 1644774752.8411
MEM 936.324219 1644774752.9502
MEM 936.324219 1644774753.0613
MEM 936.324219 1644774753.1734
MEM 936.324219 1644774753.2845
MEM 936.832031 1644774753.3946
MEM 936.832031 1644774753.5057
MEM 936.832031 1644774753.6168
MEM 936.832031 1644774753.7279
MEM 936.832031 1644774753.8390
MEM 936.832031 1644774753.9511
MEM 936.832031 1644774754.0632
MEM 936.832031 1644774754.1753
MEM 945.277344 1644774754.2874
MEM 1058.304688 1644774754.3925
MEM 1075.394531 1644774754.4976
MEM 1075.394531 1644774754.6097
MEM 1075.394531 1644774754.7218
MEM 1075.546875 1644774754.8339
MEM 1075.546875 1644774754.9460
MEM 1075.546875 1644774755.0561
MEM 1075.546875 1644774755.1672
MEM 1076.058594 1644774755.2793
MEM 1076.058594 1644774755.3894
MEM 1076.058594 1644774755.5005
MEM 1076.058594 1644774755.6116
MEM 1076.058594 1644774755.7227
MEM 1076.058594 1644774755.8338
MEM 1076.058594 1644774755.9449
MEM 1076.058594 1644774756.0560
MEM 1090.449219 1644774756.1661
MEM 1214.386719 1644774756.2782
MEM 1214.386719 1644774756.3893
MEM 1214.386719 1644774756.4994
MEM 1214.539062 1644774756.6105
MEM 1215.296875 1644774756.7206
MEM 1215.296875 1644774756.8317
MEM 1215.296875 1644774756.9438
MEM 1223.031250 1644774757.0539
MEM 1215.820312 1644774757.1660
MEM 1215.820312 1644774757.2781
MEM 1215.820312 1644774757.3902
MEM 1215.820312 1644774757.5023
MEM 1215.820312 1644774757.6114
MEM 1215.820312 1644774757.7225
MEM 1215.820312 1644774757.8336
MEM 1215.820312 1644774757.9437
MEM 1274.386719 1644774758.0548
MEM 1353.691406 1644774758.1669
MEM 1353.691406 1644774758.2770
MEM 1353.691406 1644774758.3881
MEM 1353.843750 1644774758.5002
MEM 1354.679688 1644774758.6083
MEM 1354.679688 1644774758.7204
MEM 1354.679688 1644774758.8315
MEM 1362.500000 1644774758.9406
MEM 1355.195312 1644774759.0527
MEM 1355.195312 1644774759.1638
MEM 1355.195312 1644774759.2749
MEM 1355.195312 1644774759.3870
MEM 1355.195312 1644774759.4981
MEM 1355.195312 1644774759.6082
MEM 1355.195312 1644774759.7203
MEM 1355.324219 1644774759.8304
MEM 1450.449219 1644774759.9405
MEM 1494.078125 1644774760.0516
MEM 1494.078125 1644774760.1637
MEM 1494.078125 1644774760.2748
MEM 1494.230469 1644774760.3859
MEM 1494.230469 1644774760.4960
MEM 1494.230469 1644774760.6071
MEM 1494.230469 1644774760.7182
MEM 1494.765625 1644774760.8293
MEM 1494.765625 1644774760.9394
MEM 1494.765625 1644774761.0515
MEM 1494.765625 1644774761.1626
MEM 1494.765625 1644774761.2743
MEM 1494.765625 1644774761.3823
MEM 1494.765625 1644774761.4934
MEM 1494.765625 1644774761.6035
MEM 1495.226562 1644774761.7146
MEM 1600.031250 1644774761.8267
MEM 1632.230469 1644774761.9388
MEM 1632.230469 1644774762.0509
MEM 1632.230469 1644774762.1631
MEM 1616.425781 1644774762.2752
MEM 1634.929688 1644774762.3873
MEM 1634.929688 1644774762.4994
MEM 1634.929688 1644774762.6105
MEM 1635.437500 1644774762.7236
MEM 1635.437500 1644774762.8357
MEM 1635.437500 1644774762.9458
MEM 1635.437500 1644774763.0579
MEM 1635.437500 1644774763.1700
MEM 1635.437500 1644774763.2821
MEM 1635.437500 1644774763.3926
MEM 1635.437500 1644774763.5037
MEM 1635.585938 1644774763.6137
MEM 240.488281 1644774763.7257
MEM 174.359375 1644774763.8367
MEM 237.925781 1644774763.9477
MEM 237.925781 1644774764.0577
MEM 237.925781 1644774764.1677
MEM 238.078125 1644774764.2787
MEM 238.324219 1644774764.3907
MEM 238.324219 1644774764.5007
MEM 238.324219 1644774764.6126
MEM 238.324219 1644774764.7218
MEM 238.835938 1644774764.8328
MEM 238.835938 1644774764.9448
MEM 238.835938 1644774765.0559
MEM 238.835938 1644774765.1680
MEM 238.835938 1644774765.2801
MEM 238.835938 1644774765.3902
MEM 238.835938 1644774765.5003
MEM 238.835938 1644774765.6104
MEM 239.175781 1644774765.7205
MEM 334.242188 1644774765.8306
MEM 377.824219 1644774765.9427
MEM 377.824219 1644774766.0538
MEM 377.824219 1644774766.1659
MEM 377.976562 1644774766.2780
MEM 377.976562 1644774766.3891
MEM 377.976562 1644774766.5012
MEM 377.976562 1644774766.6113
MEM 378.488281 1644774766.7227
MEM 378.488281 1644774766.8348
MEM 378.488281 1644774766.9449
MEM 378.488281 1644774767.0540
MEM 378.488281 1644774767.1651
MEM 378.488281 1644774767.2762
MEM 378.488281 1644774767.3873
MEM 378.488281 1644774767.4994
MEM 378.488281 1644774767.6095
MEM 469.250000 1644774767.7206
MEM 516.281250 1644774767.8327
MEM 516.281250 1644774767.9438
MEM 516.281250 1644774768.0539
MEM 474.488281 1644774768.1650
MEM 518.324219 1644774768.2751
MEM 518.324219 1644774768.3872
MEM 518.324219 1644774768.4983
MEM 526.136719 1644774768.6084
MEM 518.832031 1644774768.7195
MEM 518.832031 1644774768.8316
MEM 518.832031 1644774768.9417
MEM 518.832031 1644774769.0528
MEM 518.832031 1644774769.1639
MEM 518.832031 1644774769.2760
MEM 518.832031 1644774769.3881
MEM 518.957031 1644774769.5002
MEM 611.613281 1644774769.6103
MEM 658.027344 1644774769.7224
MEM 658.027344 1644774769.8345
MEM 658.027344 1644774769.9466
MEM 614.687500 1644774770.0577
MEM 658.500000 1644774770.1698
MEM 658.500000 1644774770.2809
MEM 658.500000 1644774770.3920
MEM 666.316406 1644774770.5031
MEM 659.011719 1644774770.6152
MEM 659.011719 1644774770.7233
MEM 659.011719 1644774770.8354
MEM 659.011719 1644774770.9455
MEM 659.011719 1644774771.0556
MEM 659.011719 1644774771.1667
MEM 659.011719 1644774771.2788
MEM 659.050781 1644774771.3889
MEM 743.839844 1644774771.4980
MEM 796.574219 1644774771.6091
MEM 796.574219 1644774771.7202
MEM 796.574219 1644774771.8293
MEM 753.738281 1644774771.9414
MEM 797.175781 1644774772.0515
MEM 797.175781 1644774772.1626
MEM 797.175781 1644774772.2742
MEM 804.996094 1644774772.3833
MEM 797.691406 1644774772.4954
MEM 797.691406 1644774772.6075
MEM 797.691406 1644774772.7186
MEM 797.691406 1644774772.8297
MEM 797.691406 1644774772.9390
MEM 797.691406 1644774773.0501
MEM 797.691406 1644774773.1592
MEM 798.156250 1644774773.2713
MEM 906.714844 1644774773.3824
MEM 935.015625 1644774773.4915
MEM 935.015625 1644774773.6006
MEM 935.023438 1644774773.7107
MEM 907.457031 1644774773.8208
MEM 937.078125 1644774773.9319
MEM 937.078125 1644774774.0441
MEM 937.078125 1644774774.1562
MEM 944.890625 1644774774.2673
MEM 937.585938 1644774774.3792
MEM 937.585938 1644774774.4886
MEM 937.585938 1644774774.5976
MEM 937.585938 1644774774.7076
MEM 937.585938 1644774774.8177
MEM 937.585938 1644774774.9296
MEM 937.585938 1644774775.0416
MEM 937.742188 1644774775.1506
MEM 1033.023438 1644774775.2607
MEM 1076.679688 1644774775.3721
MEM 1076.679688 1644774775.4832
