CMDLINE C:\Users\anatolii\AppData\Local\Programs\Python\Python39\python.exe mtest_matplotlib.py
MEM 115.750000 1644774215.8691
MEM 123.570312 1644774215.9812
MEM 123.468750 1644774216.0933
MEM 143.890625 1644774216.2044
MEM 136.632812 1644774216.3145
MEM 156.808594 1644774216.4256
MEM 157.312500 1644774216.5367
MEM 170.199219 1644774216.6478
MEM 185.453125 1644774216.7599
MEM 178.187500 1644774216.8710
MEM 206.074219 1644774216.9821
MEM 198.964844 1644774217.0932
MEM 219.183594 1644774217.2043
MEM 226.968750 1644774217.3214
MEM 220.632812 1644774217.4275
MEM 247.449219 1644774217.5466
MEM 240.273438 1644774217.6507
MEM 260.703125 1644774217.7628
MEM 268.519531 1644774217.8742
MEM 268.589844 1644774217.9853
MEM 289.300781 1644774218.0954
MEM 282.039062 1644774218.2075
MEM 302.925781 1644774218.3196
MEM 303.421875 1644774218.4317
MEM 310.757812 1644774218.5438
MEM 331.386719 1644774218.6549
MEM 324.125000 1644774218.7650
MEM 105.570312 1644774218.8771
MEM 122.929688 1644774218.9892
MEM 115.671875 1644774219.1003
MEM 143.722656 1644774219.2109
MEM 136.613281 1644774219.3219
MEM 156.492188 1644774219.4339
MEM 164.777344 1644774219.5450
MEM 157.511719 1644774219.6571
MEM 185.593750 1644774219.7722
MEM 178.441406 1644774219.8793
MEM 199.308594 1644774219.9894
MEM 207.082031 1644774220.1002
MEM 199.820312 1644774220.2114
MEM 227.683594 1644774220.3235
MEM 220.542969 1644774220.4333
MEM 241.191406 1644774220.5440
MEM 249.000000 1644774220.6551
MEM 241.699219 1644774220.7672
MEM 270.042969 1644774220.8783
MEM 262.863281 1644774220.9904
MEM 278.835938 1644774221.1025
MEM 291.039062 1644774221.2146
MEM 291.070312 1644774221.3267
MEM 312.296875 1644774221.4388
MEM 305.035156 1644774221.5509
MEM 325.597656 1644774221.6614
MEM 326.093750 1644774221.7724
MEM 306.765625 1644774221.8844
MEM 123.281250 1644774221.9943
MEM 116.312500 1644774222.1064
MEM 136.156250 1644774222.2173
MEM 143.914062 1644774222.3284
MEM 136.671875 1644774222.4395
MEM 164.800781 1644774222.5514
MEM 157.652344 1644774222.6635
MEM 178.457031 1644774222.7746
MEM 186.269531 1644774222.8867
MEM 186.300781 1644774222.9988
MEM 207.179688 1644774223.1109
MEM 199.992188 1644774223.2230
MEM 220.003906 1644774223.3351
MEM 220.511719 1644774223.4464
MEM 227.859375 1644774223.5585
MEM 248.601562 1644774223.6696
MEM 241.339844 1644774223.7817
MEM 261.964844 1644774223.8938
MEM 262.464844 1644774224.0058
MEM 277.972656 1644774224.1179
MEM 290.574219 1644774224.2400
MEM 283.371094 1644774224.3421
MEM 311.425781 1644774224.4542
MEM 304.285156 1644774224.5663
MEM 324.699219 1644774224.6784
MEM 332.523438 1644774224.7895
MEM 325.261719 1644774224.9006
MEM 116.015625 1644774225.0117
MEM 123.828125 1644774225.1228
MEM 123.878906 1644774225.2349
MEM 144.589844 1644774225.3470
MEM 137.339844 1644774225.4591
MEM 157.898438 1644774225.5712
MEM 158.398438 1644774225.6823
MEM 168.929688 1644774225.7944
MEM 186.894531 1644774225.9055
MEM 179.636719 1644774226.0166
MEM 207.855469 1644774226.1277
MEM 200.742188 1644774226.2388
MEM 220.500000 1644774226.3489
MEM 228.312500 1644774226.4700
MEM 228.378906 1644774226.5781
MEM 249.109375 1644774226.6942
MEM 241.917969 1644774226.7963
MEM 262.132812 1644774226.9084
MEM 270.085938 1644774227.0185
MEM 262.820312 1644774227.1306
MEM 291.238281 1644774227.2427
MEM 291.347656 1644774227.3548
MEM 284.078125 1644774227.4633
MEM 304.367188 1644774227.5754
MEM 312.183594 1644774227.6875
MEM 312.300781 1644774227.7996
MEM 333.210938 1644774227.9107
MEM 325.945312 1644774228.0228
MEM 110.875000 1644774228.1349
MEM 124.074219 1644774228.2470
MEM 116.816406 1644774228.3590
MEM 144.761719 1644774228.4711
MEM 137.652344 1644774228.5832
MEM 157.648438 1644774228.6953
MEM 165.402344 1644774228.8124
MEM 158.160156 1644774228.9195
MEM 186.707031 1644774229.0306
MEM 179.550781 1644774229.1417
MEM 199.480469 1644774229.2528
MEM 207.816406 1644774229.3649
MEM 204.765625 1644774229.4760
MEM 228.328125 1644774229.5881
MEM 221.140625 1644774229.6991
MEM 241.679688 1644774229.8112
MEM 242.175781 1644774229.9223
MEM 249.605469 1644774230.0339
MEM 270.433594 1644774230.1440
MEM 263.175781 1644774230.2561
MEM 283.656250 1644774230.3672
MEM 284.160156 1644774230.4793
MEM 302.367188 1644774230.5900
MEM 312.359375 1644774230.7011
MEM 305.242188 1644774230.8132
MEM 333.257812 1644774230.9243
MEM 326.128906 1644774231.0364
MEM 103.738281 1644774231.1485
MEM 123.910156 1644774231.2586
MEM 116.738281 1644774231.3727
MEM 137.382812 1644774231.4818
MEM 137.878906 1644774231.5929
MEM 145.230469 1644774231.7048
MEM 166.394531 1644774231.8159
MEM 159.136719 1644774231.9277
MEM 179.753906 1644774232.0378
MEM 180.250000 1644774232.1499
MEM 189.015625 1644774232.2620
MEM 208.484375 1644774232.3736
MEM 201.226562 1644774232.4847
MEM 221.199219 1644774232.5956
MEM 221.695312 1644774232.7065
MEM 241.945312 1644774232.8175
MEM 249.718750 1644774232.9275
MEM 242.457031 1644774233.0386
MEM 270.386719 1644774233.1496
MEM 263.265625 1644774233.2597
MEM 283.757812 1644774233.3708
MEM 291.535156 1644774233.4806
MEM 284.273438 1644774233.5927
MEM 312.234375 1644774233.7098
MEM 305.050781 1644774233.8169
MEM 325.636719 1644774233.9270
MEM 333.531250 1644774234.0391
MEM 326.250000 1644774234.1512
MEM 116.734375 1644774234.2633
MEM 124.492188 1644774234.3744
MEM 117.261719 1644774234.4855
MEM 144.906250 1644774234.5946
MEM 137.765625 1644774234.7014
MEM 157.453125 1644774234.8125
MEM 165.503906 1644774234.9236
MEM 158.382812 1644774235.0347
