CMDLINE python mtest_simpleplots.py
MEM 68.949219 1650175981.6083
MEM 83.667969 1650175981.7203
MEM 98.632812 1650175981.8303
MEM 83.667969 1650175981.9413
MEM 83.667969 1650175982.0523
MEM 90.996094 1650175982.1633
MEM 83.667969 1650175982.2743
MEM 83.667969 1650175982.3853
MEM 90.996094 1650175982.4953
MEM 101.542969 1650175982.6033
MEM 85.027344 1650175982.7133
MEM 71.062500 1650175982.8233
MEM 83.667969 1650175982.9333
MEM 103.011719 1650175983.0453
MEM 83.667969 1650175983.1574
MEM 83.667969 1650175983.2693
MEM 90.996094 1650175983.3793
MEM 83.667969 1650175983.4903
MEM 83.667969 1650175983.6013
MEM 83.667969 1650175983.7123
MEM 108.042969 1650175983.8243
MEM 85.542969 1650175983.9353
MEM 74.917969 1650175984.0473
MEM 83.667969 1650175984.1593
MEM 102.667969 1650175984.2703
MEM 83.667969 1650175984.3813
MEM 83.667969 1650175984.4923
MEM 90.996094 1650175984.6033
MEM 83.667969 1650175984.7153
MEM 83.667969 1650175984.8273
MEM 83.667969 1650175984.9383
MEM 83.667969 1650175985.0493
MEM 92.089844 1650175985.1583
MEM 83.750000 1650175985.2693
MEM 83.667969 1650175985.3803
MEM 90.996094 1650175985.4903
MEM 83.667969 1650175985.6013
MEM 83.667969 1650175985.7123
MEM 90.996094 1650175985.8233
MEM 90.746094 1650175985.9353
MEM 83.667969 1650175986.0463
MEM 61.097656 1650175986.1563
MEM 83.667969 1650175986.2673
MEM 97.058594 1650175986.3763
MEM 83.753906 1650175986.4853
MEM 83.667969 1650175986.5953
MEM 90.996094 1650175986.7043
MEM 83.667969 1650175986.8133
MEM 83.667969 1650175986.9243
MEM 90.996094 1650175987.0333
MEM 96.667969 1650175987.1453
MEM 83.667969 1650175987.2563
MEM 66.792969 1650175987.3673
MEM 83.667969 1650175987.4783
MEM 97.941406 1650175987.5893
MEM 83.667969 1650175987.7013
MEM 83.667969 1650175987.8103
MEM 90.996094 1650175987.9203
MEM 83.667969 1650175988.0303
MEM 83.667969 1650175988.1413
MEM 83.667969 1650175988.2523
MEM 83.667969 1650175988.3623
MEM 91.769531 1650175988.4733
MEM 78.351562 1650175988.5823
MEM 83.812500 1650175988.6933
MEM 102.890625 1650175988.8033
MEM 83.812500 1650175988.9153
MEM 83.812500 1650175989.0243
MEM 91.140625 1650175989.1363
MEM 83.816406 1650175989.2453
MEM 83.816406 1650175989.3563
MEM 83.816406 1650175989.4683
MEM 111.910156 1650175989.5793
MEM 89.371094 1650175989.6913
MEM 79.425781 1650175989.8023
MEM 83.824219 1650175989.9123
MEM 103.828125 1650175990.0223
MEM 83.824219 1650175990.1323
MEM 83.824219 1650175990.2433
MEM 91.152344 1650175990.3533
MEM 83.824219 1650175990.4653
MEM 83.824219 1650175990.5763
MEM 83.824219 1650175990.6883
MEM 111.546875 1650175990.7983
MEM 88.234375 1650175990.9093
MEM 75.140625 1650175991.0193
MEM 83.824219 1650175991.1313
MEM 104.925781 1650175991.2423
MEM 83.824219 1650175991.3513
MEM 83.824219 1650175991.4613
MEM 91.152344 1650175991.5713
MEM 83.824219 1650175991.6823
MEM 83.824219 1650175991.7923
MEM 83.824219 1650175991.9023
MEM 108.738281 1650175992.0123
MEM 88.621094 1650175992.1243
MEM 83.824219 1650175992.2353
MEM 83.824219 1650175992.3463
MEM 104.371094 1650175992.4563
MEM 83.824219 1650175992.5670
MEM 83.824219 1650175992.6790
MEM 91.152344 1650175992.7890
MEM 83.824219 1650175992.8991
MEM 83.824219 1650175993.0110
MEM 57.281250 1650175993.1221
MEM 83.910156 1650175993.2331
MEM 94.453125 1650175993.3441
MEM 83.824219 1650175993.4541
MEM 83.824219 1650175993.5651
MEM 91.152344 1650175993.6751
MEM 83.824219 1650175993.7871
MEM 83.824219 1650175993.8991
MEM 91.152344 1650175994.0101
MEM 83.859375 1650175994.1201
MEM 90.839844 1650175994.2301
MEM 83.175781 1650175994.3411
MEM 83.859375 1650175994.4531
MEM 105.312500 1650175994.5631
MEM 83.859375 1650175994.6731
MEM 83.859375 1650175994.7831
MEM 91.187500 1650175994.8931
