CMDLINE python mtest_dates_simpleplots.py
MEM 88.828125 1650193018.4212
MEM 89.257812 1650193018.5302
MEM 89.644531 1650193018.6372
MEM 89.644531 1650193018.7451
MEM 89.445312 1650193018.8542
MEM 89.757812 1650193018.9622
MEM 89.941406 1650193019.0702
MEM 89.941406 1650193019.1792
MEM 96.585938 1650193019.2882
MEM 88.710938 1650193019.3972
MEM 88.828125 1650193019.5052
MEM 89.023438 1650193019.6122
MEM 89.023438 1650193019.7201
MEM 88.828125 1650193019.8282
MEM 89.007812 1650193019.9352
MEM 89.640625 1650193020.0433
MEM 89.640625 1650193020.1512
MEM 89.640625 1650193020.2612
MEM 89.757812 1650193020.3662
MEM 89.968750 1650193020.4742
MEM 89.968750 1650193020.5832
MEM 110.054688 1650193020.6912
MEM 88.292969 1650193020.7982
MEM 88.828125 1650193020.9051
MEM 88.984375 1650193021.0122
MEM 88.984375 1650193021.1212
MEM 88.828125 1650193021.2292
MEM 89.093750 1650193021.3372
MEM 89.257812 1650193021.4452
MEM 89.613281 1650193021.5512
MEM 89.613281 1650193021.6592
MEM 89.507812 1650193021.7662
MEM 89.964844 1650193021.8742
MEM 89.964844 1650193021.9822
MEM 98.746094 1650193022.0902
MEM 80.300781 1650193022.1982
MEM 88.828125 1650193022.3052
MEM 89.019531 1650193022.4132
MEM 89.019531 1650193022.5202
MEM 89.019531 1650193022.6262
MEM 88.914062 1650193022.7312
MEM 89.257812 1650193022.8412
MEM 89.652344 1650193022.9492
MEM 89.652344 1650193023.0562
MEM 89.507812 1650193023.1642
MEM 89.933594 1650193023.2732
MEM 89.933594 1650193023.3822
MEM 104.355469 1650193023.4892
MEM 88.230469 1650193023.5942
MEM 88.828125 1650193023.6992
MEM 89.027344 1650193023.8062
MEM 89.027344 1650193023.9122
MEM 89.027344 1650193024.0182
MEM 88.914062 1650193024.1242
MEM 89.257812 1650193024.2322
MEM 89.621094 1650193024.3382
MEM 89.621094 1650193024.4442
MEM 89.507812 1650193024.5492
MEM 89.914062 1650193024.6562
MEM 89.914062 1650193024.7632
MEM 98.027344 1650193024.8722
MEM 80.027344 1650193024.9792
MEM 88.828125 1650193025.0852
MEM 89.011719 1650193025.1922
MEM 89.011719 1650193025.2992
MEM 89.011719 1650193025.4052
MEM 89.089844 1650193025.5112
MEM 89.289062 1650193025.6192
MEM 89.667969 1650193025.7272
MEM 89.667969 1650193025.8345
MEM 89.539062 1650193025.9435
MEM 89.984375 1650193026.0535
MEM 89.984375 1650193026.1605
MEM 102.156250 1650193026.2685
MEM 88.273438 1650193026.3765
MEM 88.859375 1650193026.4845
MEM 89.015625 1650193026.5915
MEM 89.015625 1650193026.6995
MEM 89.015625 1650193026.8045
MEM 88.933594 1650193026.9115
MEM 89.460938 1650193027.0205
MEM 89.808594 1650193027.1285
MEM 89.808594 1650193027.2345
MEM 89.710938 1650193027.3415
MEM 90.171875 1650193027.4485
MEM 90.171875 1650193027.5555
MEM 100.062500 1650193027.6625
MEM 88.183594 1650193027.7705
MEM 88.949219 1650193027.8795
MEM 89.109375 1650193027.9875
MEM 89.109375 1650193028.0955
MEM 93.261719 1650193028.2045
MEM 89.132812 1650193028.3115
MEM 89.296875 1650193028.4195
MEM 89.679688 1650193028.5285
MEM 89.679688 1650193028.6365
MEM 89.796875 1650193028.7445
MEM 89.964844 1650193028.8525
MEM 89.964844 1650193028.9615
MEM 96.625000 1650193029.0715
MEM 88.335938 1650193029.1795
MEM 89.125000 1650193029.2875
MEM 89.058594 1650193029.3945
MEM 89.058594 1650193029.5025
MEM 88.863281 1650193029.6105
MEM 89.058594 1650193029.7185
MEM 89.703125 1650193029.8265
MEM 89.703125 1650193029.9345
MEM 89.703125 1650193030.0425
MEM 89.808594 1650193030.1492
MEM 89.976562 1650193030.2562
MEM 89.976562 1650193030.3632
MEM 96.636719 1650193030.4712
MEM 88.562500 1650193030.5772
MEM 88.945312 1650193030.6852
MEM 89.160156 1650193030.7932
MEM 89.160156 1650193030.9012
MEM 88.945312 1650193031.0102
MEM 88.976562 1650193031.1182
MEM 89.617188 1650193031.2282
MEM 89.617188 1650193031.3352
MEM 89.414062 1650193031.4432
MEM 89.726562 1650193031.5502
MEM 89.894531 1650193031.6582
MEM 89.894531 1650193031.7672
MEM 96.558594 1650193031.8732
MEM 88.863281 1650193031.9812
MEM 88.855469 1650193032.0892
MEM 89.039062 1650193032.1962
MEM 89.039062 1650193032.3052
MEM 88.867188 1650193032.4112
MEM 89.308594 1650193032.5202
MEM 89.675781 1650193032.6282
MEM 89.675781 1650193032.7352
MEM 89.496094 1650193032.8442
MEM 90.003906 1650193032.9552
MEM 90.003906 1650193033.0642
MEM 89.769531 1650193033.1742
MEM 70.859375 1650193033.2852
MEM 88.867188 1650193033.3932
MEM 89.089844 1650193033.5002
MEM 89.089844 1650193033.6102
MEM 89.089844 1650193033.7172
MEM 88.964844 1650193033.8272
MEM 89.437500 1650193033.9342
MEM 89.789062 1650193034.0402
MEM 89.789062 1650193034.1472
MEM 89.687500 1650193034.2562
MEM 90.101562 1650193034.3662
MEM 90.101562 1650193034.4752
MEM 100.722656 1650193034.5822
MEM 88.214844 1650193034.6942
MEM 88.882812 1650193034.8022
MEM 89.062500 1650193034.9102
MEM 89.062500 1650193035.0202
MEM 99.316406 1650193035.1302
MEM 89.058594 1650193035.2392
MEM 89.308594 1650193035.3472
MEM 89.695312 1650193035.4572
MEM 89.695312 1650193035.5662
MEM 90.199219 1650193035.6762
MEM 90.429688 1650193035.7842
MEM 90.429688 1650193035.8932
MEM 97.058594 1650193036.0012
MEM 89.046875 1650193036.1102
MEM 89.722656 1650193036.2172
MEM 89.601562 1650193036.3252
MEM 89.601562 1650193036.4322
MEM 89.437500 1650193036.5392
MEM 89.750000 1650193036.6472
MEM 90.359375 1650193036.7542
MEM 90.359375 1650193036.8642
MEM 90.359375 1650193036.9752
MEM 90.515625 1650193037.0812
MEM 90.746094 1650193037.1892
MEM 90.746094 1650193037.2972
MEM 97.359375 1650193037.4072
MEM 89.312500 1650193037.5132
MEM 89.468750 1650193037.6212
MEM 89.675781 1650193037.7292
MEM 89.675781 1650193037.8382
MEM 89.468750 1650193037.9467
MEM 89.917969 1650193038.0567
MEM 90.277344 1650193038.1657
MEM 90.277344 1650193038.2769
MEM 90.105469 1650193038.3857
MEM 90.601562 1650193038.4947
MEM 90.601562 1650193038.6027
MEM 90.601562 1650193038.7097
MEM 59.250000 1650193038.8177
MEM 89.488281 1650193038.9237
MEM 89.496094 1650193039.0317
MEM 89.695312 1650193039.1407
MEM 89.695312 1650193039.2507
MEM 89.554688 1650193039.3587
MEM 91.753906 1650193039.4677
MEM 90.320312 1650193039.5747
MEM 90.320312 1650193039.6827
MEM 90.222656 1650193039.7917
MEM 90.652344 1650193039.8997
MEM 90.652344 1650193040.0087
MEM 97.230469 1650193040.1177
MEM 74.597656 1650193040.2237
MEM 89.414062 1650193040.3327
MEM 89.617188 1650193040.4407
MEM 89.617188 1650193040.5477
MEM 89.617188 1650193040.6557
MEM 89.667969 1650193040.7627
MEM 89.972656 1650193040.8707
MEM 90.375000 1650193040.9777
MEM 90.375000 1650193041.0867
MEM 90.222656 1650193041.1937
MEM 90.660156 1650193041.3007
MEM 90.660156 1650193041.4067
MEM 97.320312 1650193041.5147
MEM 72.980469 1650193041.6197
MEM 89.414062 1650193041.7257
MEM 89.589844 1650193041.8317
MEM 89.589844 1650193041.9397
MEM 89.589844 1650193042.0467
MEM 89.667969 1650193042.1557
MEM 89.972656 1650193042.2617
MEM 90.359375 1650193042.3687
MEM 90.359375 1650193042.4757
MEM 90.222656 1650193042.5837
MEM 90.652344 1650193042.6917
MEM 90.652344 1650193042.7987
MEM 98.714844 1650193042.9047
MEM 80.394531 1650193043.0127
MEM 89.414062 1650193043.1187
MEM 89.609375 1650193043.2257
MEM 89.609375 1650193043.3327
MEM 89.609375 1650193043.4387
MEM 89.500000 1650193043.5447
MEM 89.972656 1650193043.6517
MEM 90.371094 1650193043.7587
MEM 90.371094 1650193043.8637
MEM 90.222656 1650193043.9707
MEM 90.636719 1650193044.0777
MEM 90.636719 1650193044.1867
MEM 101.285156 1650193044.2947
MEM 88.785156 1650193044.4027
MEM 89.414062 1650193044.5097
MEM 89.574219 1650193044.6177
MEM 89.574219 1650193044.7267
MEM 102.050781 1650193044.8347
MEM 89.593750 1650193044.9427
MEM 89.972656 1650193045.0507
MEM 90.351562 1650193045.1587
MEM 90.351562 1650193045.2667
MEM 90.472656 1650193045.3727
MEM 90.640625 1650193045.4817
MEM 90.640625 1650193045.5887
MEM 97.300781 1650193045.6947
MEM 88.925781 1650193045.8027
MEM 89.414062 1650193045.9107
MEM 89.570312 1650193046.0177
MEM 89.570312 1650193046.1267
MEM 110.574219 1650193046.2367
MEM 89.722656 1650193046.3447
MEM 90.375000 1650193046.4527
MEM 90.375000 1650193046.5627
MEM 90.375000 1650193046.6707
MEM 90.472656 1650193046.7767
MEM 90.648438 1650193046.8857
MEM 90.648438 1650193046.9927
MEM 97.300781 1650193047.1017
MEM 88.843750 1650193047.2107
MEM 89.414062 1650193047.3217
MEM 89.570312 1650193047.4307
MEM 89.570312 1650193047.5387
MEM 89.414062 1650193047.6487
MEM 89.726562 1650193047.7547
MEM 90.324219 1650193047.8647
MEM 90.324219 1650193047.9737
MEM 90.160156 1650193048.0817
MEM 90.496094 1650193048.1897
MEM 90.636719 1650193048.2977
MEM 90.636719 1650193048.4067
MEM 89.972656 1650193048.5147
MEM 89.441406 1650193048.6247
MEM 89.414062 1650193048.7327
MEM 89.570312 1650193048.8417
MEM 89.570312 1650193048.9507
MEM 89.417969 1650193049.0587
MEM 90.261719 1650193049.1667
MEM 90.339844 1650193049.2767
MEM 90.339844 1650193049.3847
MEM 90.222656 1650193049.4947
MEM 90.667969 1650193049.6027
MEM 90.667969 1650193049.7117
MEM 98.226562 1650193049.8207
MEM 88.785156 1650193049.9317
MEM 89.414062 1650193050.0387
MEM 89.605469 1650193050.1487
MEM 89.605469 1650193050.2577
MEM 93.214844 1650193050.3687
MEM 89.679688 1650193050.4767
MEM 89.972656 1650193050.5857
MEM 90.339844 1650193050.6947
MEM 90.339844 1650193050.8027
MEM 90.597656 1650193050.9107
MEM 90.660156 1650193051.0197
MEM 90.660156 1650193051.1267
MEM 97.300781 1650193051.2367
MEM 88.925781 1650193051.3447
MEM 89.414062 1650193051.4537
MEM 89.574219 1650193051.5627
MEM 89.574219 1650193051.6707
MEM 118.382812 1650193051.7807
MEM 89.722656 1650193051.8907
MEM 90.316406 1650193051.9977
MEM 90.316406 1650193052.1077
MEM 90.316406 1650193052.2167
MEM 90.472656 1650193052.3277
MEM 90.687500 1650193052.4347
MEM 90.687500 1650193052.5447
MEM 97.300781 1650193052.6547
MEM 89.277344 1650193052.7637
MEM 89.414062 1650193052.8707
MEM 89.597656 1650193052.9787
MEM 89.597656 1650193053.0877
MEM 89.414062 1650193053.1987
MEM 89.847656 1650193053.3077
MEM 90.375000 1650193053.4167
MEM 90.375000 1650193053.5257
MEM 90.160156 1650193053.6357
MEM 90.472656 1650193053.7447
MEM 90.683594 1650193053.8527
MEM 90.683594 1650193053.9617
MEM 89.972656 1650193054.0707
MEM 89.355469 1650193054.1797
MEM 89.414062 1650193054.2897
MEM 89.617188 1650193054.3977
MEM 89.617188 1650193054.5077
MEM 89.542969 1650193054.6137
MEM 91.519531 1650193054.7217
MEM 90.328125 1650193054.8297
MEM 90.328125 1650193054.9387
MEM 90.222656 1650193055.0467
MEM 90.644531 1650193055.1567
MEM 90.644531 1650193055.2657
MEM 101.750000 1650193055.3747
MEM 88.785156 1650193055.4837
MEM 89.414062 1650193055.5947
MEM 89.578125 1650193055.7027
MEM 89.578125 1650193055.8117
MEM 89.414062 1650193055.9197
MEM 89.679688 1650193056.0307
MEM 89.972656 1650193056.1387
MEM 90.324219 1650193056.2487
MEM 90.324219 1650193056.3577
MEM 90.472656 1650193056.4677
MEM 90.632812 1650193056.5747
MEM 90.632812 1650193056.6837
MEM 97.300781 1650193056.7927
MEM 89.074219 1650193056.9007
MEM 89.414062 1650193057.0067
MEM 89.597656 1650193057.1127
MEM 89.597656 1650193057.2197
MEM 112.781250 1650193057.3267
MEM 89.722656 1650193057.4347
MEM 89.972656 1650193057.5417
MEM 90.367188 1650193057.6477
MEM 90.367188 1650193057.7557
MEM 90.472656 1650193057.8637
MEM 90.664062 1650193057.9712
MEM 90.664062 1650193058.0772
MEM 97.300781 1650193058.1862
MEM 89.074219 1650193058.2922
MEM 89.414062 1650193058.4002
MEM 89.570312 1650193058.5082
MEM 89.570312 1650193058.6172
MEM 89.414062 1650193058.7242
MEM 89.722656 1650193058.8332
MEM 90.316406 1650193058.9412
MEM 90.316406 1650193059.0502
MEM 90.316406 1650193059.1592
MEM 90.472656 1650193059.2672
MEM 90.632812 1650193059.3752
MEM 90.632812 1650193059.4842
MEM 97.300781 1650193059.5922
MEM 89.441406 1650193059.7002
MEM 89.414062 1650193059.8092
MEM 89.574219 1650193059.9172
MEM 89.574219 1650193060.0252
MEM 89.414062 1650193060.1332
MEM 89.910156 1650193060.2422
MEM 90.335938 1650193060.3512
MEM 90.335938 1650193060.4602
MEM 90.160156 1650193060.5672
MEM 90.636719 1650193060.6752
MEM 90.636719 1650193060.7822
MEM 90.636719 1650193060.8902
MEM 59.250000 1650193060.9982
MEM 89.406250 1650193061.1062
MEM 89.410156 1650193061.2152
MEM 89.609375 1650193061.3232
MEM 89.609375 1650193061.4312
MEM 89.433594 1650193061.5382
MEM 91.750000 1650193061.6482
MEM 90.320312 1650193061.7572
MEM 90.320312 1650193061.8662
MEM 90.222656 1650193061.9752
MEM 90.644531 1650193062.0812
MEM 90.644531 1650193062.1882
MEM 95.667969 1650193062.2972
MEM 73.421875 1650193062.4042
MEM 89.410156 1650193062.5112
MEM 89.621094 1650193062.6202
MEM 89.621094 1650193062.7292
MEM 89.621094 1650193062.8382
MEM 89.664062 1650193062.9472
MEM 89.972656 1650193063.0562
MEM 90.328125 1650193063.1652
MEM 90.328125 1650193063.2722
MEM 90.222656 1650193063.3792
MEM 90.667969 1650193063.4882
MEM 90.667969 1650193063.5952
MEM 104.320312 1650193063.7032
MEM 88.792969 1650193063.8132
MEM 89.410156 1650193063.9222
MEM 89.578125 1650193064.0312
MEM 89.578125 1650193064.1382
MEM 97.175781 1650193064.2462
MEM 89.679688 1650193064.3532
MEM 89.972656 1650193064.4612
MEM 90.320312 1650193064.5702
MEM 90.320312 1650193064.6792
MEM 90.472656 1650193064.7872
MEM 90.671875 1650193064.8972
MEM 90.671875 1650193065.0072
MEM 97.300781 1650193065.1161
MEM 88.820312 1650193065.2241
MEM 89.535156 1650193065.3301
MEM 89.585938 1650193065.4381
MEM 89.585938 1650193065.5471
MEM 89.410156 1650193065.6551
MEM 89.722656 1650193065.7631
MEM 90.367188 1650193065.8711
MEM 90.367188 1650193065.9801
MEM 90.367188 1650193066.0901
MEM 90.472656 1650193066.1981
MEM 90.671875 1650193066.3061
MEM 90.671875 1650193066.4141
MEM 97.300781 1650193066.5231
MEM 89.441406 1650193066.6321
MEM 89.414062 1650193066.7411
MEM 89.605469 1650193066.8491
MEM 89.605469 1650193066.9561
MEM 89.414062 1650193067.0651
MEM 90.015625 1650193067.1741
MEM 90.367188 1650193067.2821
MEM 90.367188 1650193067.3911
MEM 90.222656 1650193067.4991
MEM 90.656250 1650193067.6081
MEM 90.656250 1650193067.7161
MEM 91.664062 1650193067.8261
MEM 59.492188 1650193067.9331
MEM 89.410156 1650193068.0401
MEM 89.414062 1650193068.1481
MEM 89.574219 1650193068.2551
MEM 89.574219 1650193068.3631
MEM 89.667969 1650193068.4721
MEM 89.972656 1650193068.5811
MEM 90.355469 1650193068.6891
MEM 90.355469 1650193068.7971
MEM 90.222656 1650193068.9051
MEM 90.675781 1650193069.0121
MEM 90.675781 1650193069.1211
MEM 102.867188 1650193069.2291
MEM 88.792969 1650193069.3381
MEM 89.414062 1650193069.4451
MEM 89.628906 1650193069.5551
MEM 89.628906 1650193069.6631
MEM 101.582031 1650193069.7721
MEM 89.593750 1650193069.8811
MEM 89.972656 1650193069.9911
MEM 90.355469 1650193070.1011
MEM 90.355469 1650193070.2080
MEM 90.472656 1650193070.3170
MEM 90.628906 1650193070.4240
MEM 90.628906 1650193070.5330
MEM 97.300781 1650193070.6430
MEM 89.250000 1650193070.7510
MEM 89.414062 1650193070.8620
MEM 89.625000 1650193070.9730
MEM 89.625000 1650193071.0820
MEM 89.414062 1650193071.1920
MEM 89.972656 1650193071.3020
MEM 90.363281 1650193071.4120
MEM 90.363281 1650193071.5220
MEM 90.160156 1650193071.6300
MEM 90.640625 1650193071.7400
MEM 90.640625 1650193071.8500
MEM 90.257812 1650193071.9580
MEM 59.496094 1650193072.0660
MEM 89.414062 1650193072.1740
MEM 89.417969 1650193072.2840
MEM 89.617188 1650193072.3950
MEM 89.617188 1650193072.5060
MEM 89.683594 1650193072.6150
MEM 89.976562 1650193072.7260
MEM 90.378906 1650193072.8360
MEM 90.378906 1650193072.9460
MEM 91.773438 1650193073.0540
MEM 90.660156 1650193073.1620
MEM 90.660156 1650193073.2710
MEM 97.304688 1650193073.3800
MEM 89.074219 1650193073.4890
MEM 89.542969 1650193073.5990
MEM 89.625000 1650193073.7100
MEM 89.625000 1650193073.8190
MEM 89.417969 1650193073.9300
MEM 89.664062 1650193074.0410
MEM 90.351562 1650193074.1520
MEM 90.351562 1650193074.2630
MEM 90.164062 1650193074.3690
MEM 90.476562 1650193074.4760
MEM 90.679688 1650193074.5850
MEM 90.679688 1650193074.6940
MEM 89.976562 1650193074.8030
MEM 89.445312 1650193074.9100
MEM 89.417969 1650193075.0180
MEM 89.574219 1650193075.1261
MEM 89.574219 1650193075.2351
MEM 89.417969 1650193075.3431
MEM 90.230469 1650193075.4511
MEM 90.363281 1650193075.5591
MEM 90.363281 1650193075.6671
MEM 90.226562 1650193075.7771
MEM 90.644531 1650193075.8821
MEM 90.644531 1650193075.9911
MEM 93.128906 1650193076.0981
MEM 62.218750 1650193076.2061
MEM 89.417969 1650193076.3141
MEM 89.632812 1650193076.4221
MEM 89.632812 1650193076.5311
MEM 89.632812 1650193076.6381
MEM 89.671875 1650193076.7451
MEM 89.976562 1650193076.8531
MEM 90.324219 1650193076.9621
MEM 90.324219 1650193077.0691
MEM 90.226562 1650193077.1781
MEM 90.679688 1650193077.2861
MEM 90.679688 1650193077.3941
MEM 105.207031 1650193077.5031
MEM 88.921875 1650193077.6111
MEM 89.417969 1650193077.7191
MEM 89.632812 1650193077.8271
MEM 89.632812 1650193077.9361
MEM 103.269531 1650193078.0441
MEM 89.597656 1650193078.1521
MEM 89.976562 1650193078.2616
MEM 90.328125 1650193078.3696
MEM 90.328125 1650193078.4796
MEM 90.476562 1650193078.5866
MEM 90.691406 1650193078.6956
MEM 90.691406 1650193078.8056
MEM 97.304688 1650193078.9156
MEM 89.074219 1650193079.0236
MEM 90.542969 1650193079.1336
MEM 89.605469 1650193079.2416
MEM 89.605469 1650193079.3506
MEM 89.417969 1650193079.4586
MEM 89.726562 1650193079.5676
MEM 90.335938 1650193079.6776
MEM 90.335938 1650193079.7886
MEM 90.164062 1650193079.8966
MEM 90.476562 1650193080.0056
MEM 90.675781 1650193080.1156
MEM 90.675781 1650193080.2256
MEM 89.976562 1650193080.3346
MEM 89.445312 1650193080.4416
MEM 89.417969 1650193080.5496
MEM 89.628906 1650193080.6596
MEM 89.628906 1650193080.7686
MEM 89.417969 1650193080.8776
MEM 90.226562 1650193080.9856
MEM 90.378906 1650193081.0946
MEM 90.378906 1650193081.2046
MEM 90.226562 1650193081.3156
MEM 90.660156 1650193081.4246
MEM 90.660156 1650193081.5356
MEM 96.816406 1650193081.6446
MEM 73.957031 1650193081.7526
MEM 89.417969 1650193081.8607
MEM 89.625000 1650193081.9706
MEM 89.625000 1650193082.0796
MEM 89.625000 1650193082.1886
MEM 89.683594 1650193082.2976
MEM 89.976562 1650193082.4086
MEM 90.375000 1650193082.5176
MEM 90.375000 1650193082.6266
MEM 91.351562 1650193082.7356
MEM 90.640625 1650193082.8456
MEM 90.640625 1650193082.9526
MEM 97.304688 1650193083.0626
MEM 88.921875 1650193083.1716
MEM 89.417969 1650193083.2796
MEM 89.578125 1650193083.3866
MEM 89.578125 1650193083.4946
MEM 101.574219 1650193083.6006
MEM 89.597656 1650193083.7096
MEM 89.976562 1650193083.8186
MEM 90.359375 1650193083.9276
MEM 90.359375 1650193084.0336
