CMDLINE python mtest_dates_matplotlib.py
MEM 521.789062 1650193218.0167
MEM 521.789062 1650193218.1246
MEM 529.464844 1650193218.2337
MEM 522.226562 1650193218.3427
MEM 522.226562 1650193218.4486
MEM 522.226562 1650193218.5540
MEM 522.226562 1650193218.6610
MEM 522.226562 1650193218.7690
MEM 522.226562 1650193218.8750
MEM 522.226562 1650193218.9820
MEM 522.226562 1650193219.0890
MEM 522.226562 1650193219.1960
MEM 522.226562 1650193219.3010
MEM 522.226562 1650193219.4060
MEM 522.226562 1650193219.5110
MEM 534.394531 1650193219.6190
MEM 657.449219 1650193219.7270
MEM 659.667969 1650193219.8360
MEM 659.667969 1650193219.9450
MEM 659.667969 1650193220.0530
MEM 659.667969 1650193220.1610
MEM 659.820312 1650193220.2670
MEM 661.425781 1650193220.3740
MEM 661.425781 1650193220.4810
MEM 661.425781 1650193220.5860
MEM 661.425781 1650193220.6930
MEM 661.425781 1650193220.8010
MEM 669.160156 1650193220.9090
MEM 661.863281 1650193221.0150
MEM 661.863281 1650193221.1200
MEM 661.863281 1650193221.2260
MEM 661.863281 1650193221.3320
MEM 661.863281 1650193221.4390
MEM 661.863281 1650193221.5470
MEM 661.863281 1650193221.6530
MEM 661.863281 1650193221.7610
MEM 661.863281 1650193221.8660
MEM 661.863281 1650193221.9730
MEM 661.863281 1650193222.0800
MEM 662.210938 1650193222.1870
MEM 738.531250 1650193222.2940
MEM 800.371094 1650193222.4030
MEM 800.371094 1650193222.5110
MEM 800.371094 1650193222.6180
MEM 800.371094 1650193222.7250
MEM 800.371094 1650193222.8320
MEM 801.832031 1650193222.9400
MEM 801.832031 1650193223.0470
MEM 801.832031 1650193223.1530
MEM 801.832031 1650193223.2589
MEM 801.832031 1650193223.3659
MEM 809.503906 1650193223.4729
MEM 802.273438 1650193223.5789
MEM 802.273438 1650193223.6849
MEM 802.273438 1650193223.7919
MEM 802.273438 1650193223.9000
MEM 802.273438 1650193224.0059
MEM 802.273438 1650193224.1130
MEM 802.273438 1650193224.2189
MEM 802.273438 1650193224.3259
MEM 802.273438 1650193224.4309
MEM 802.273438 1650193224.5379
MEM 802.273438 1650193224.6449
MEM 802.683594 1650193224.7529
MEM 868.574219 1650193224.8609
MEM 940.089844 1650193224.9690
MEM 940.089844 1650193225.0749
MEM 940.089844 1650193225.1819
MEM 940.089844 1650193225.2879
MEM 940.089844 1650193225.3959
MEM 914.062500 1650193225.5039
MEM 940.898438 1650193225.6099
MEM 940.898438 1650193225.7169
MEM 940.898438 1650193225.8229
MEM 940.898438 1650193225.9279
MEM 948.578125 1650193226.0349
MEM 941.339844 1650193226.1429
MEM 941.339844 1650193226.2479
MEM 941.339844 1650193226.3539
MEM 941.339844 1650193226.4609
MEM 941.339844 1650193226.5680
MEM 941.339844 1650193226.6759
MEM 941.339844 1650193226.7819
MEM 941.339844 1650193226.8869
MEM 941.339844 1650193226.9950
MEM 941.339844 1650193227.1019
MEM 941.339844 1650193227.2089
MEM 949.558594 1650193227.3159
MEM 1047.703125 1650193227.4229
MEM 1081.070312 1650193227.5319
MEM 1081.070312 1650193227.6399
MEM 1081.070312 1650193227.7479
MEM 1081.070312 1650193227.8549
MEM 1081.253906 1650193227.9619
MEM 1081.253906 1650193228.0679
MEM 1081.253906 1650193228.1769
MEM 1081.253906 1650193228.2829
MEM 1081.253906 1650193228.3899
MEM 1081.253906 1650193228.4949
MEM 1081.683594 1650193228.6020
MEM 1081.691406 1650193228.7069
MEM 1081.691406 1650193228.8139
MEM 1081.691406 1650193228.9200
MEM 1081.691406 1650193229.0269
MEM 1081.691406 1650193229.1340
MEM 1081.691406 1650193229.2440
MEM 1081.691406 1650193229.3509
MEM 1081.691406 1650193229.4569
MEM 1081.691406 1650193229.5640
MEM 1081.691406 1650193229.6709
MEM 1082.261719 1650193229.7769
MEM 1115.472656 1650193229.8829
MEM 1222.410156 1650193229.9889
MEM 1222.410156 1650193230.0939
MEM 1222.410156 1650193230.2000
MEM 1222.410156 1650193230.3069
MEM 1222.410156 1650193230.4139
MEM 1222.562500 1650193230.5219
MEM 1222.562500 1650193230.6279
MEM 1222.562500 1650193230.7349
MEM 1222.562500 1650193230.8409
MEM 1222.562500 1650193230.9479
MEM 1222.562500 1650193231.0540
MEM 1230.300781 1650193231.1599
MEM 1223.000000 1650193231.2679
MEM 1223.000000 1650193231.3749
MEM 1223.000000 1650193231.4819
MEM 1223.000000 1650193231.5889
MEM 1223.000000 1650193231.6959
MEM 1223.000000 1650193231.8040
MEM 1223.000000 1650193231.9110
MEM 1223.000000 1650193232.0180
MEM 1223.000000 1650193232.1240
MEM 1223.000000 1650193232.2309
MEM 1223.000000 1650193232.3390
MEM 1223.835938 1650193232.4469
MEM 1286.867188 1650193232.5559
MEM 1363.843750 1650193232.6630
MEM 1363.843750 1650193232.7719
MEM 1363.843750 1650193232.8799
MEM 1363.843750 1650193232.9889
MEM 1363.843750 1650193233.0970
MEM 1363.996094 1650193233.2069
MEM 1363.996094 1650193233.3149
MEM 1363.996094 1650193233.4229
MEM 1363.996094 1650193233.5300
MEM 1363.996094 1650193233.6389
MEM 1363.996094 1650193233.7459
MEM 1364.433594 1650193233.8519
MEM 1364.433594 1650193233.9589
MEM 1364.433594 1650193234.0670
MEM 1364.433594 1650193234.1749
MEM 1364.433594 1650193234.2819
MEM 1364.433594 1650193234.3919
MEM 1364.433594 1650193234.4999
MEM 1364.433594 1650193234.6059
MEM 1364.433594 1650193234.7140
MEM 1364.433594 1650193234.8209
MEM 1364.433594 1650193234.9289
MEM 1364.433594 1650193235.0349
MEM 1374.171875 1650193235.1429
MEM 1460.941406 1650193235.2489
MEM 1505.441406 1650193235.3549
MEM 1505.441406 1650193235.4610
MEM 1505.441406 1650193235.5669
MEM 1505.441406 1650193235.6719
MEM 1505.441406 1650193235.7769
MEM 1505.683594 1650193235.8829
MEM 1505.683594 1650193235.9889
MEM 1505.683594 1650193236.0969
MEM 1505.683594 1650193236.2049
MEM 1505.683594 1650193236.3140
MEM 1513.296875 1650193236.4209
MEM 1506.117188 1650193236.5300
MEM 1506.117188 1650193236.6369
MEM 1506.117188 1650193236.7449
MEM 1506.117188 1650193236.8519
MEM 1506.117188 1650193236.9609
MEM 1506.117188 1650193237.0689
MEM 1506.117188 1650193237.1749
MEM 1506.117188 1650193237.2809
MEM 1506.117188 1650193237.3889
MEM 1506.117188 1650193237.4949
MEM 1506.117188 1650193237.6040
MEM 1506.265625 1650193237.7100
MEM 1521.617188 1650193237.8179
MEM 1630.207031 1650193237.9249
MEM 1647.113281 1650193238.0340
MEM 1647.113281 1650193238.1419
MEM 1647.113281 1650193238.2499
MEM 1647.113281 1650193238.3569
MEM 1647.359375 1650193238.4649
MEM 1647.359375 1650193238.5729
MEM 1647.359375 1650193238.6800
MEM 1647.359375 1650193238.7879
MEM 1647.359375 1650193238.8949
MEM 1647.359375 1650193239.0019
MEM 1655.074219 1650193239.1109
MEM 1647.800781 1650193239.2189
MEM 1647.800781 1650193239.3300
MEM 1647.800781 1650193239.4389
MEM 1647.800781 1650193239.5450
MEM 1647.800781 1650193239.6540
MEM 1647.800781 1650193239.7619
MEM 1647.800781 1650193239.8679
MEM 1647.800781 1650193239.9749
MEM 1647.800781 1650193240.0820
MEM 1647.800781 1650193240.1889
MEM 1647.800781 1650193240.2969
MEM 1510.972656 1650193240.4029
MEM 603.285156 1650193240.5119
MEM 109.679688 1650193240.6209
MEM 182.750000 1650193240.7289
MEM 246.015625 1650193240.8369
MEM 246.015625 1650193240.9459
MEM 246.015625 1650193241.0539
MEM 246.015625 1650193241.1619
MEM 246.015625 1650193241.2709
MEM 246.257812 1650193241.3799
MEM 246.257812 1650193241.4899
MEM 246.257812 1650193241.5999
MEM 246.257812 1650193241.7079
MEM 246.257812 1650193241.8139
MEM 253.929688 1650193241.9229
MEM 246.703125 1650193242.0309
MEM 246.703125 1650193242.1399
MEM 246.703125 1650193242.2479
MEM 246.703125 1650193242.3539
MEM 246.703125 1650193242.4619
MEM 246.703125 1650193242.5699
MEM 246.703125 1650193242.6769
MEM 246.703125 1650193242.7849
MEM 246.703125 1650193242.8959
MEM 246.703125 1650193243.0049
MEM 246.703125 1650193243.1139
MEM 246.929688 1650193243.2229
MEM 295.132812 1650193243.3309
MEM 386.031250 1650193243.4379
MEM 386.031250 1650193243.5469
MEM 386.031250 1650193243.6559
MEM 386.031250 1650193243.7659
MEM 386.031250 1650193243.8739
MEM 386.218750 1650193243.9829
MEM 386.218750 1650193244.0899
MEM 386.218750 1650193244.1999
MEM 386.218750 1650193244.3079
MEM 386.218750 1650193244.4159
MEM 393.824219 1650193244.5259
MEM 386.656250 1650193244.6339
MEM 386.656250 1650193244.7429
MEM 386.656250 1650193244.8509
MEM 386.656250 1650193244.9609
MEM 386.656250 1650193245.0689
MEM 386.656250 1650193245.1780
MEM 386.656250 1650193245.2880
MEM 386.656250 1650193245.3970
MEM 386.656250 1650193245.5040
MEM 386.656250 1650193245.6100
MEM 386.656250 1650193245.7180
MEM 386.820312 1650193245.8250
MEM 413.796875 1650193245.9330
MEM 524.070312 1650193246.0420
MEM 524.070312 1650193246.1480
MEM 524.070312 1650193246.2560
MEM 524.070312 1650193246.3650
MEM 524.070312 1650193246.4730
MEM 491.316406 1650193246.5800
MEM 525.824219 1650193246.6880
MEM 525.824219 1650193246.7960
MEM 525.824219 1650193246.9040
MEM 525.824219 1650193247.0140
MEM 533.453125 1650193247.1240
MEM 526.265625 1650193247.2330
MEM 526.265625 1650193247.3410
MEM 526.265625 1650193247.4510
MEM 526.265625 1650193247.5600
MEM 526.265625 1650193247.6690
MEM 526.265625 1650193247.7770
MEM 526.265625 1650193247.8850
MEM 526.265625 1650193247.9941
MEM 526.265625 1650193248.1021
MEM 526.265625 1650193248.2116
MEM 526.265625 1650193248.3196
MEM 526.675781 1650193248.4286
MEM 622.375000 1650193248.5366
MEM 666.300781 1650193248.6466
MEM 666.300781 1650193248.7536
MEM 666.300781 1650193248.8616
MEM 666.300781 1650193248.9706
MEM 666.300781 1650193249.0766
MEM 666.453125 1650193249.1856
MEM 666.453125 1650193249.2946
MEM 666.453125 1650193249.4036
MEM 666.453125 1650193249.5126
MEM 666.453125 1650193249.6216
MEM 674.140625 1650193249.7306
MEM 666.890625 1650193249.8396
MEM 666.890625 1650193249.9496
MEM 666.890625 1650193250.0586
MEM 666.890625 1650193250.1676
MEM 666.890625 1650193250.2756
MEM 666.890625 1650193250.3856
MEM 666.890625 1650193250.4956
MEM 666.890625 1650193250.6046
MEM 666.890625 1650193250.7146
MEM 666.890625 1650193250.8246
MEM 666.890625 1650193250.9356
MEM 667.398438 1650193251.0456
MEM 757.050781 1650193251.1566
MEM 806.468750 1650193251.2656
MEM 806.468750 1650193251.3756
MEM 806.468750 1650193251.4836
MEM 806.468750 1650193251.5926
MEM 806.468750 1650193251.7016
MEM 806.804688 1650193251.8106
MEM 806.804688 1650193251.9206
MEM 806.804688 1650193252.0316
MEM 806.804688 1650193252.1416
MEM 806.804688 1650193252.2516
MEM 814.484375 1650193252.3576
MEM 807.242188 1650193252.4676
MEM 807.242188 1650193252.5776
MEM 807.242188 1650193252.6876
MEM 807.242188 1650193252.7966
MEM 807.242188 1650193252.9066
MEM 807.242188 1650193253.0166
MEM 807.242188 1650193253.1246
MEM 807.242188 1650193253.2336
MEM 807.242188 1650193253.3436
MEM 807.242188 1650193253.4526
MEM 807.242188 1650193253.5616
MEM 807.609375 1650193253.6696
MEM 883.835938 1650193253.7796
MEM 945.773438 1650193253.8896
MEM 945.773438 1650193254.0006
MEM 945.773438 1650193254.1106
MEM 945.773438 1650193254.2206
MEM 945.773438 1650193254.3306
MEM 945.925781 1650193254.4416
MEM 945.925781 1650193254.5526
MEM 945.925781 1650193254.6616
MEM 945.925781 1650193254.7706
MEM 945.925781 1650193254.8786
MEM 946.355469 1650193254.9876
MEM 946.363281 1650193255.0986
MEM 946.363281 1650193255.2086
MEM 946.363281 1650193255.3186
MEM 946.363281 1650193255.4256
MEM 946.363281 1650193255.5346
MEM 946.363281 1650193255.6426
MEM 946.363281 1650193255.7496
MEM 946.363281 1650193255.8576
MEM 946.363281 1650193255.9656
MEM 946.363281 1650193256.0726
MEM 946.363281 1650193256.1816
MEM 954.707031 1650193256.2916
MEM 1062.992188 1650193256.3996
MEM 1083.671875 1650193256.5076
MEM 1083.671875 1650193256.6176
MEM 1083.671875 1650193256.7256
MEM 1083.671875 1650193256.8346
MEM 1083.855469 1650193256.9446
MEM 1086.468750 1650193257.0516
MEM 1086.468750 1650193257.1596
MEM 1086.468750 1650193257.2656
MEM 1086.468750 1650193257.3736
MEM 1086.468750 1650193257.4826
MEM 1086.914062 1650193257.5876
MEM 1086.914062 1650193257.6966
MEM 1086.914062 1650193257.8066
MEM 1086.914062 1650193257.9136
MEM 1086.914062 1650193258.0206
MEM 1086.914062 1650193258.1276
MEM 1086.914062 1650193258.2357
MEM 1086.914062 1650193258.3452
MEM 1086.914062 1650193258.4542
MEM 1086.914062 1650193258.5612
MEM 1086.914062 1650193258.6702
MEM 1087.550781 1650193258.7782
MEM 1168.292969 1650193258.8882
MEM 1225.156250 1650193258.9972
MEM 1225.156250 1650193259.1052
MEM 1225.156250 1650193259.2132
MEM 1225.156250 1650193259.3222
MEM 1225.156250 1650193259.4312
MEM 1220.382812 1650193259.5382
MEM 1227.441406 1650193259.6462
MEM 1227.441406 1650193259.7542
MEM 1227.441406 1650193259.8632
MEM 1227.441406 1650193259.9732
MEM 1235.097656 1650193260.0812
MEM 1227.878906 1650193260.1910
MEM 1227.878906 1650193260.3000
MEM 1227.878906 1650193260.4090
MEM 1227.878906 1650193260.5170
MEM 1227.878906 1650193260.6240
MEM 1227.878906 1650193260.7350
MEM 1227.878906 1650193260.8440
MEM 1227.878906 1650193260.9530
MEM 1227.878906 1650193261.0610
MEM 1227.878906 1650193261.1690
MEM 1227.878906 1650193261.2760
MEM 1227.953125 1650193261.3830
MEM 1278.285156 1650193261.4900
MEM 1366.625000 1650193261.6000
MEM 1366.625000 1650193261.7070
MEM 1366.625000 1650193261.8150
MEM 1366.625000 1650193261.9230
MEM 1366.625000 1650193262.0330
MEM 1366.777344 1650193262.1420
MEM 1366.777344 1650193262.2500
MEM 1366.777344 1650193262.3580
MEM 1366.777344 1650193262.4680
MEM 1366.777344 1650193262.5760
MEM 1374.398438 1650193262.6850
MEM 1367.226562 1650193262.7930
MEM 1367.226562 1650193262.9030
MEM 1367.226562 1650193263.0110
MEM 1367.226562 1650193263.1190
MEM 1367.226562 1650193263.2250
MEM 1367.226562 1650193263.3340
MEM 1367.226562 1650193263.4430
MEM 1367.226562 1650193263.5500
MEM 1367.226562 1650193263.6570
MEM 1367.226562 1650193263.7650
MEM 1367.226562 1650193263.8730
MEM 1367.316406 1650193263.9800
MEM 1406.000000 1650193264.0870
MEM 1506.761719 1650193264.1950
MEM 1506.761719 1650193264.3010
MEM 1506.761719 1650193264.4070
MEM 1506.761719 1650193264.5150
MEM 1506.761719 1650193264.6210
MEM 1506.917969 1650193264.7270
MEM 1506.917969 1650193264.8340
MEM 1506.917969 1650193264.9410
MEM 1506.917969 1650193265.0470
MEM 1506.917969 1650193265.1530
MEM 1514.515625 1650193265.2610
MEM 1507.343750 1650193265.3700
MEM 1507.343750 1650193265.4800
MEM 1507.343750 1650193265.5890
MEM 1507.343750 1650193265.6980
MEM 1507.343750 1650193265.8060
MEM 1507.343750 1650193265.9140
MEM 1507.343750 1650193266.0240
MEM 1507.343750 1650193266.1300
MEM 1507.343750 1650193266.2380
MEM 1507.343750 1650193266.3460
MEM 1507.343750 1650193266.4530
MEM 1507.992188 1650193266.5620
MEM 1569.410156 1650193266.6690
MEM 1646.605469 1650193266.7780
MEM 1646.605469 1650193266.8850
MEM 1646.605469 1650193266.9920
MEM 1646.605469 1650193267.1010
MEM 1646.605469 1650193267.2110
MEM 1630.261719 1650193267.3210
MEM 1647.257812 1650193267.4300
MEM 1647.257812 1650193267.5380
MEM 1647.257812 1650193267.6480
MEM 1647.257812 1650193267.7570
MEM 1654.929688 1650193267.8660
MEM 1647.695312 1650193267.9760
MEM 1647.695312 1650193268.0840
MEM 1647.695312 1650193268.1910
MEM 1647.695312 1650193268.3000
MEM 1647.695312 1650193268.4060
MEM 1647.695312 1650193268.5130
MEM 1647.695312 1650193268.6220
MEM 1647.695312 1650193268.7290
MEM 1647.695312 1650193268.8380
MEM 1647.695312 1650193268.9470
MEM 1647.695312 1650193269.0560
MEM 1493.425781 1650193269.1650
MEM 755.507812 1650193269.2740
MEM 109.570312 1650193269.3830
MEM 146.011719 1650193269.4910
MEM 245.593750 1650193269.6020
MEM 245.593750 1650193269.7110
MEM 245.593750 1650193269.8200
MEM 245.593750 1650193269.9280
MEM 245.593750 1650193270.0380
MEM 245.773438 1650193270.1450
MEM 247.140625 1650193270.2520
MEM 247.140625 1650193270.3600
MEM 247.140625 1650193270.4680
MEM 247.140625 1650193270.5760
MEM 247.140625 1650193270.6840
MEM 254.875000 1650193270.7940
MEM 247.609375 1650193270.9040
MEM 247.609375 1650193271.0140
MEM 247.609375 1650193271.1210
MEM 247.609375 1650193271.2300
MEM 247.609375 1650193271.3410
MEM 247.609375 1650193271.4520
MEM 247.609375 1650193271.5630
MEM 247.609375 1650193271.6730
MEM 247.609375 1650193271.7830
MEM 247.609375 1650193271.8920
MEM 247.609375 1650193272.0030
MEM 248.050781 1650193272.1100
MEM 316.007812 1650193272.2200
MEM 385.910156 1650193272.3300
MEM 385.910156 1650193272.4410
MEM 385.910156 1650193272.5500
MEM 385.910156 1650193272.6600
MEM 385.910156 1650193272.7700
MEM 376.027344 1650193272.8790
MEM 386.156250 1650193272.9860
MEM 386.156250 1650193273.0960
MEM 386.156250 1650193273.2060
MEM 386.156250 1650193273.3140
MEM 393.812500 1650193273.4240
MEM 386.597656 1650193273.5330
MEM 386.597656 1650193273.6410
MEM 386.597656 1650193273.7520
MEM 386.597656 1650193273.8610
